"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[feeding]"	"Term Source REF"	"Term Accession Number"	"Factor Value[tissue source]"	"Term Source REF"	"Term Accession Number"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1-/- Fasted_rep5_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src1 knockout"	""	""	"5"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1+/+ Fed_rep1_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src1 wild-type"	""	""	"1"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1+/+ Fed_rep2_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src1 wild-type"	""	""	"2"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1+/+ Fed_rep3_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src1 wild-type"	""	""	"3"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1+/+ Fed_rep4_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src1 wild-type"	""	""	"4"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1+/+ Fed_rep5_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src1 wild-type"	""	""	"5"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1+/+ Fasted_rep1_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src1 wild-type"	""	""	"1"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1+/+ Fasted_rep2_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src1 wild-type"	""	""	"2"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1+/+ Fasted_rep3_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src1 wild-type"	""	""	"3"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1+/+ Fasted_rep4_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src1 wild-type"	""	""	"4"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-1+/+ Fasted_rep5_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src1 wild-type"	""	""	"5"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2-/- Fed_rep1_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src2 knockout"	""	""	"1"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2-/- Fed_rep2_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src2 knockout"	""	""	"2"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2-/- Fed_rep3_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src2 knockout"	""	""	"3"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2-/- Fed_rep4_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src2 knockout"	""	""	"4"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2-/- Fed_rep5_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src2 knockout"	""	""	"5"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2-/- Fasted_rep1_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src2 knockout"	""	""	"1"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2-/- Fasted_rep2_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src2 knockout"	""	""	"2"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2-/- Fasted_rep3_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src2 knockout"	""	""	"3"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2-/- Fasted_rep4_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src2 knockout"	""	""	"4"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2-/- Fasted_rep5_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src2 knockout"	""	""	"5"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2+/+ Fed_rep1_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src2 wild-type"	""	""	"1"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2+/+ Fed_rep2_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src2 wild-type"	""	""	"2"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2+/+ Fed_rep3_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src2 wild-type"	""	""	"3"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2+/+ Fed_rep4_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src2 wild-type"	""	""	"4"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2+/+ Fed_rep5_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src2 wild-type"	""	""	"5"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2+/+ Fasted_rep1_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src2 wild-type"	""	""	"1"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2+/+ Fasted_rep2_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src2 wild-type"	""	""	"2"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2+/+ Fasted_rep3_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src2 wild-type"	""	""	"3"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2+/+ Fasted_rep4_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src2 wild-type"	""	""	"4"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-2+/+ Fasted_rep5_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src2 wild-type"	""	""	"5"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3-/- Fed_rep1_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src3 knockout"	""	""	"1"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3-/- Fed_rep2_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src3 knockout"	""	""	"2"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3-/- Fed_rep3_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src3 knockout"	""	""	"3"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3-/- Fed_rep4_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src3 knockout"	""	""	"4"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3-/- Fed_rep5_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src3 knockout"	""	""	"5"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3-/- Fasted_rep1_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src3 knockout"	""	""	"1"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3-/- Fasted_rep2_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src3 knockout"	""	""	"2"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3-/- Fasted_rep3_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src3 knockout"	""	""	"3"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3-/- Fasted_rep4_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src3 knockout"	""	""	"4"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3-/- Fasted_rep5_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src3 knockout"	""	""	"5"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3+/+ Fed_rep1_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src3 wild-type"	""	""	"1"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3+/+ Fed_rep2_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src3 wild-type"	""	""	"2"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3+/+ Fed_rep3_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src3 wild-type"	""	""	"3"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3+/+ Fed_rep4_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src3 wild-type"	""	""	"4"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3+/+ Fed_rep5_skeletal_muscle"	"fed"	""	""	"skeletal_muscle"	""	""	"Src3 wild-type"	""	""	"5"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3+/+ Fasted_rep1_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src3 wild-type"	""	""	"1"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3+/+ Fasted_rep2_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src3 wild-type"	""	""	"2"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3+/+ Fasted_rep3_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src3 wild-type"	""	""	"3"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3+/+ Fasted_rep4_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src3 wild-type"	""	""	"4"	""	""
"skeletal_muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"skeletal muscle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001103"	"Sample collection"	"SRC-3+/+ Fasted_rep5_skeletal_muscle"	"fasted"	""	""	"skeletal_muscle"	""	""	"Src3 wild-type"	""	""	"5"	""	""
"brain"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"brain"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000142"	"Sample collection"	"SRC-1-/- Fed_rep1_brain"	"fed"	""	""	"brain"	""	""	"Src1 knockout"	""	""	"1"	""	""
"brain"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"brain"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000142"	"Sample collection"	"SRC-1-/- Fed_rep2_brain"	"fed"	""	""	"brain"	""	""	"Src1 knockout"	""	""	"2"	""	""
"brain"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"brain"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000142"	"Sample collection"	"SRC-1-/- Fed_rep3_brain"	"fed"	""	""	"brain"	""	""	"Src1 knockout"	""	""	"3"	""	""
"brain"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"brain"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000142"	"Sample collection"	"SRC-1-/- Fed_rep4_brain"	"fed"	""	""	"brain"	""	""	"Src1 knockout"	""	""	"4"	""	""
"brain"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"brain"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000142"	"Sample collection"	"SRC-1-/- Fed_rep5_brain"	"fed"	""	""	"brain"	""	""	"Src1 knockout"	""	""	"5"	""	""
"brain"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"brain"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000142"	"Sample collection"	"SRC-1-/- Fasted_rep1_brain"	"fasted"	""	""	"brain"	""	""	"Src1 knockout"	""	""	"1"	""	""
"brain"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"brain"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000142"	"Sample collection"	"SRC-1-/- Fasted_rep2_brain"	"fasted"	""	""	"brain"	""	""	"Src1 knockout"	""	""	"2"	""	""
"brain"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"brain"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000142"	"Sample collection"	"SRC-1-/- Fasted_rep3_brain"	"fasted"	""	""	"brain"	""	""	"Src1 knockout"	""	""	"3"	""	""
"brain"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"brain"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000142"	"Sample collection"	"SRC-1-/- Fasted_rep4_brain"	"fasted"	""	""	"brain"	""	""	"Src1 knockout"	""	""	"4"	""	""
"brain"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"brain"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000142"	"Sample collection"	"SRC-1-/- Fasted_rep5_brain"	"fasted"	""	""	"brain"	""	""	"Src1 knockout"	""	""	"5"	""	""
