"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Drug]"	"Term Source REF"	"Term Accession Number"
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RIFPSORA-2"	"N2"	""	""	"RIFPSORA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RIFPSORA-3"	"N2"	""	""	"RIFPSORA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RPA-1"	"N2"	""	""	"RPA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RPA-2"	"N2"	""	""	"RPA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RPA-3"	"N2"	""	""	"RPA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RRA-1"	"N2"	""	""	"RRA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RRA-2"	"N2"	""	""	"RRA"	""	""
"N2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-RRA-3"	"N2"	""	""	"RRA"	""	""
"EAT-2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-EAT-2-1"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-EAT-2-2"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-EAT-2-3"	"EAT-2"	""	""	"NO DRUG"	""	""
"EAT-2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-EAT-2-RRA-1"	"EAT-2"	""	""	"RRA"	""	""
"EAT-2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-EAT-2-RRA-2"	"EAT-2"	""	""	"RRA"	""	""
"EAT-2-TAG-4"	"Caenorhabditis elegans"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/6239"	"whole organism"	"EFO"	"http://purl.obolibrary.org/obo/UBERON_0000468"	"Sample collection"	"TAG-4-EAT-2-RRA-3"	"EAT-2"	""	""	"RRA"	""	""
