"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"
"3xt-1 _1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"68_1"	"3xt-1 "	""	""	"Exp1"	""	""
"3xt-1 _2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"68_2"	"3xt-1 "	""	""	"Exp2"	""	""
"3xt-1 _3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"68_3"	"3xt-1 "	""	""	"Exp3"	""	""
"omt_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"69_1"	"omt"	""	""	"Exp1"	""	""
"omt_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"69_2"	"omt"	""	""	"Exp2"	""	""
"omt_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"69_3"	"omt"	""	""	"Exp3"	""	""
"7rt-3_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"70_1"	"7rt-3"	""	""	"Exp1"	""	""
"7rt-3_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"70_2"	"7rt-3"	""	""	"Exp2"	""	""
"7rt-3_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"70_3"	"7rt-3"	""	""	"Exp3"	""	""
"tt4_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"71_1"	"tt4"	""	""	"Exp1"	""	""
"tt4_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"71_2"	"tt4"	""	""	"Exp2"	""	""
"tt4_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"71_3"	"tt4"	""	""	"Exp3"	""	""
"pap-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"72_1"	"pap-1"	""	""	"Exp1"	""	""
"pap-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"72_2"	"pap-1"	""	""	"Exp2"	""	""
"pap-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"72_3"	"pap-1"	""	""	"Exp3"	""	""
