"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[genotype]"	"Term Source REF"	"Term Accession Number"	"Factor Value[replicate]"	"Term Source REF"	"Term Accession Number"
"Edi-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"18_1"	"Edi-0"	""	""	"Exp1"	""	""
"Edi-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"18_2"	"Edi-0"	""	""	"Exp2"	""	""
"Edi-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"18_3"	"Edi-0"	""	""	"Exp3"	""	""
"El-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"19_1"	"El-0"	""	""	"Exp1"	""	""
"El-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"19_2"	"El-0"	""	""	"Exp2"	""	""
"El-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"19_3"	"El-0"	""	""	"Exp3"	""	""
"Est-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"20_1"	"Est-1"	""	""	"Exp1"	""	""
"Est-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"20_2"	"Est-1"	""	""	"Exp2"	""	""
"Est-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"20_3"	"Est-1"	""	""	"Exp3"	""	""
"Gol-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"21_1"	"Gol-1"	""	""	"Exp1"	""	""
"Gol-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"21_2"	"Gol-1"	""	""	"Exp2"	""	""
"Gol-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"21_3"	"Gol-1"	""	""	"Exp3"	""	""
"Gr-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"22_1"	"Gr-1"	""	""	"Exp1"	""	""
"Gr-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"22_2"	"Gr-1"	""	""	"Exp2"	""	""
"Gr-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"22_3"	"Gr-1"	""	""	"Exp3"	""	""
"HI-3_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"23_1"	"HI-3"	""	""	"Exp1"	""	""
"HI-3_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"23_2"	"HI-3"	""	""	"Exp2"	""	""
"HI-3_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"23_3"	"HI-3"	""	""	"Exp3"	""	""
"HOG_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"24_1"	"HOG"	""	""	"Exp1"	""	""
"HOG_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"24_2"	"HOG"	""	""	"Exp2"	""	""
"HOG_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"24_3"	"HOG"	""	""	"Exp3"	""	""
"Hs-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"25_1"	"Hs-0"	""	""	"Exp1"	""	""
"Hs-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"25_2"	"Hs-0"	""	""	"Exp2"	""	""
"Hs-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"25_3"	"Hs-0"	""	""	"Exp3"	""	""
"Je-54_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"26_1"	"Je-54"	""	""	"Exp1"	""	""
"Je-54_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"26_2"	"Je-54"	""	""	"Exp2"	""	""
"Je-54_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"26_3"	"Je-54"	""	""	"Exp3"	""	""
"JEA_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"27_1"	"JEA"	""	""	"Exp1"	""	""
"JEA_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"27_2"	"JEA"	""	""	"Exp2"	""	""
"JEA_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"27_3"	"JEA"	""	""	"Exp3"	""	""
"Kas-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"28_1"	"Kas-1"	""	""	"Exp1"	""	""
"Kas-1_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"28_2"	"Kas-1"	""	""	"Exp2"	""	""
"Kas-1_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"28_3"	"Kas-1"	""	""	"Exp3"	""	""
"Kl-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"29_1"	"Kl-0"	""	""	"Exp1"	""	""
"Kl-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"29_2"	"Kl-0"	""	""	"Exp2"	""	""
"Kl-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"29_3"	"Kl-0"	""	""	"Exp3"	""	""
"Kn-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"30_1"	"Kn-0"	""	""	"Exp1"	""	""
"Kn-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"30_2"	"Kn-0"	""	""	"Exp2"	""	""
"Kn-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"30_3"	"Kn-0"	""	""	"Exp3"	""	""
"Ler-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"31_1"	"Ler-0"	"GEO_GSE83291"	""	"Exp1"	""	""
"Ler-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"31_2"	"Ler-0"	""	""	"Exp2"	""	""
"Ler-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"31_3"	"Ler-0"	""	""	"Exp3"	""	""
"Lip-0_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"32_1"	"Lip-0"	""	""	"Exp1"	""	""
"Lip-0_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"32_2"	"Lip-0"	""	""	"Exp2"	""	""
"Lip-0_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"32_3"	"Lip-0"	""	""	"Exp3"	""	""
"Lov-5_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"33_1"	"Lov-5"	""	""	"Exp1"	""	""
"Lov-5_2"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"33_2"	"Lov-5"	""	""	"Exp2"	""	""
"Lov-5_3"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"33_3"	"Lov-5"	""	""	"Exp3"	""	""
"Lovel-1_1"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"flower"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000469"	"Sample collection"	"34_1"	"Lovel-1"	""	""	"Exp1"	""	""
