"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Sample type]"	"Term Source REF"	"Term Accession Number"
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110701_102"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110701_104"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110628_102"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110628_104"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas101214_101"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110628_105"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110628_106"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110629_102"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110630_106"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110628_108"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110630_107"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110628_109"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110629_106"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110630_105"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110630_112"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110629_104"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110630_108"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110630_109"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110202_102"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110202_103"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110628_101"	"Control"	"NCIT"	""
"batch1"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"pas110204_101"	"Control"	"NCIT"	""
