"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Sample11"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample11"	"KIT2-0-8115_1015571446_07_0_1_1_00_1015570970.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample12"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample12"	"KIT2-0-8115_1015571446_08_0_1_1_00_1015571053.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample13"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample13"	"KIT2-0-8115_1015571446_09_0_1_1_00_1015571136.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample14"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample14"	"KIT2-0-8115_1015571446_10_0_1_1_00_1015571219.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample15"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample15"	"KIT2-0-8115_1015571446_11_0_1_1_00_1015571295.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample16"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample16"	"KIT2-0-8115_1015571446_12_0_1_1_00_1015571378.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample17"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample17"	"KIT2-0-8115_1015571446_13_0_1_1_10_11000002.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample18"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample18"	"KIT2-0-8115_1015571446_14_0_1_1_17_437359.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample19"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample19"	"KIT2-0-8115_1015571446_15_0_1_1_00_1015570660.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample20"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample20"	"KIT2-0-8115_1015571446_16_0_1_1_00_1015570742.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample21"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample21"	"KIT2-0-8115_1015571446_17_0_1_1_00_1015570825.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample22"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample22"	"KIT2-0-8115_1015571446_18_0_1_1_00_1015570908.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample23"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample23"	"KIT2-0-8115_1015571446_19_0_1_1_00_1015570984.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample24"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample24"	"KIT2-0-8115_1015571446_20_0_1_1_00_1015571068.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample25"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample25"	"KIT2-0-8115_1015571446_21_0_1_1_00_1015571141.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample26"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample26"	"KIT2-0-8115_1015571446_22_0_1_1_00_1015571223.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample27"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample27"	"KIT2-0-8115_1015571446_23_0_1_1_00_1015571306.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample28"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample28"	"KIT2-0-8115_1015571446_24_0_1_1_00_1015571382.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample29"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample29"	"KIT2-0-8115_1015571446_25_0_1_1_10_11000002.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample30"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample30"	"KIT2-0-8115_1015571446_26_0_1_1_18_437362.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample31"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample31"	"KIT2-0-8115_1015571446_27_0_1_1_00_1015570674.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample32"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample32"	"KIT2-0-8115_1015571446_28_0_1_1_00_1015570757.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample33"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample33"	"KIT2-0-8115_1015571446_29_0_1_1_00_1015570830.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample34"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample34"	"KIT2-0-8115_1015571446_30_0_1_1_00_1015570912.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample35"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample35"	"KIT2-0-8115_1015571446_31_0_1_1_00_1015570999.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample36"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample36"	"KIT2-0-8115_1015571446_32_0_1_1_00_1015571072.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample37"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample37"	"KIT2-0-8115_1015571446_33_0_1_1_00_1015571155.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample38"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample38"	"KIT2-0-8115_1015571446_34_0_1_1_00_1015571238.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample39"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample39"	"KIT2-0-8115_1015571446_35_0_1_1_00_1015571311.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample40"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample40"	"KIT2-0-8115_1015571446_36_0_1_1_00_1015571397.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample41"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample41"	"KIT2-0-8115_1015571446_37_0_1_1_10_11000002.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample42"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample42"	"KIT2-0-8115_1015571446_38_0_1_1_03_721029.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
"Sample43"	"Extraction"	""	""	""	"Chromatography"	"Waters ACQUITY UPLC I-Class System"	""	""	"ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"MRM"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"Sample43"	"KIT2-0-8115_1015571446_39_0_1_1_00_1015570689.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls674_mass_spectrometry_v2_maf.tsv"
