"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Time after Inoculation]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Genotype]"	"Term Source REF"	"Term Accession Number"
"KR51-6a_6hDex-24hH2O_2-B,1_01_7392"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E546_KR51-6a_6hDex-24hH2O_2-B,1_01_7392"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6a_6hDex-24hH2O_2-B,1_01_7394"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E546_KR51-6a_6hDex-24hH2O_2-B,1_01_7394"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6b_24hDex-24hH2O_2-B,6_01_7398"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E546_KR51-6b_24hDex-24hH2O_2-B,6_01_7398"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"DD55-4a_24hDex-24hH2O_1-A,8_01_10208"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-DD55-4a_24hDex-24hH2O_1-A,8_01_10208"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4a_24hDex-24hH2O_1-A,8_01_9072"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-DD55-4a_24hDex-24hH2O_1-A,8_01_9072"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4a_6hDex-24hH2O_1-A,2_01_10200"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-DD55-4a_6hDex-24hH2O_1-A,2_01_10200"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4a_6hDex-24hH2O_1-A,2_01_9066"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-DD55-4a_6hDex-24hH2O_1-A,2_01_9066"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4b_24hDex-24hH2O_1-B,2_01_10210"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-DD55-4b_24hDex-24hH2O_1-B,2_01_10210"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4b_24hDex-24hH2O_1-B,2_01_9074"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-DD55-4b_24hDex-24hH2O_1-B,2_01_9074"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4b_6hDex-24hH2O_1-A,4_01_10202"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-DD55-4b_6hDex-24hH2O_1-A,4_01_10202"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4b_6hDex-24hH2O_1-A,4_01_9068"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-DD55-4b_6hDex-24hH2O_1-A,4_01_9068"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4c_24hDex-24hH2O_1-B,4_01_10212"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-DD55-4c_24hDex-24hH2O_1-B,4_01_10212"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4c_24hDex-24hH2O_1-B,4_01_9076"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-DD55-4c_24hDex-24hH2O_1-B,4_01_9076"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4c_6hDex-24hH2O_1-A,6_01_10206"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-DD55-4c_6hDex-24hH2O_1-A,6_01_10206"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4c_6hDex-24hH2O_1-A,6_01_9070"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-DD55-4c_6hDex-24hH2O_1-A,6_01_9070"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"KR51-6a_24hDex-24hH2O_1-A,7_01_10207"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-KR51-6a_24hDex-24hH2O_1-A,7_01_10207"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6a_24hDex-24hH2O_1-A,7_01_9071"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-KR51-6a_24hDex-24hH2O_1-A,7_01_9071"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6a_6hDex-24hH2O_1-A,1_01_10199"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-KR51-6a_6hDex-24hH2O_1-A,1_01_10199"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6a_6hDex-24hH2O_1-A,1_01_9065"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-KR51-6a_6hDex-24hH2O_1-A,1_01_9065"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6b_24hDex-24hH2O_1-B,1_01_10209"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-KR51-6b_24hDex-24hH2O_1-B,1_01_10209"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6b_24hDex-24hH2O_1-B,1_01_9073"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-KR51-6b_24hDex-24hH2O_1-B,1_01_9073"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6b_6hDex-24hH2O_1-A,3_01_10201"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-KR51-6b_6hDex-24hH2O_1-A,3_01_10201"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6b_6hDex-24hH2O_1-A,3_01_9067"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-KR51-6b_6hDex-24hH2O_1-A,3_01_9067"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6c_24hDex-24hH2O_1-B,3_01_10211"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-KR51-6c_24hDex-24hH2O_1-B,3_01_10211"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6c_24hDex-24hH2O_1-B,3_01_9075"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-KR51-6c_24hDex-24hH2O_1-B,3_01_9075"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6c_6hDex-24hH2O_1-A,5_01_10203"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E550-KR51-6c_6hDex-24hH2O_1-A,5_01_10203"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6c_6hDex-24hH2O_1-A,5_01_9069"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E550-KR51-6c_6hDex-24hH2O_1-A,5_01_9069"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"DD55-4a_24hDex-24hH2O_1-C,8_01_10221"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-DD55-4a_24hDex-24hH2O_1-C,8_01_10221"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4a_24hDex-24hH2O_1-C,8_01_9085"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-DD55-4a_24hDex-24hH2O_1-C,8_01_9085"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4a_6hDex-24hH2O_1-C,2_01_10215"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-DD55-4a_6hDex-24hH2O_1-C,2_01_10215"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4a_6hDex-24hH2O_1-C,2_01_9079"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-DD55-4a_6hDex-24hH2O_1-C,2_01_9079"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4b_24hDex-24hH2O_1-D,2_01_10224"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-DD55-4b_24hDex-24hH2O_1-D,2_01_10224"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4b_24hDex-24hH2O_1-D,2_01_9087"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-DD55-4b_24hDex-24hH2O_1-D,2_01_9087"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4b_6hDex-24hH2O_1-C,4_01_10217"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-DD55-4b_6hDex-24hH2O_1-C,4_01_10217"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4b_6hDex-24hH2O_1-C,4_01_9081"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-DD55-4b_6hDex-24hH2O_1-C,4_01_9081"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4c_24hDex-24hH2O_1-D,4_01_10226"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-DD55-4c_24hDex-24hH2O_1-D,4_01_10226"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4c_24hDex-24hH2O_1-D,4_01_9089"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-DD55-4c_24hDex-24hH2O_1-D,4_01_9089"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4c_6hDex-24hH2O_1-C,6_01_10219"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-DD55-4c_6hDex-24hH2O_1-C,6_01_10219"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"DD55-4c_6hDex-24hH2O_1-C,6_01_9083"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-DD55-4c_6hDex-24hH2O_1-C,6_01_9083"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"DD"	""	""
"KR51-6a_24hDex-24hH2O_1-C,7_01_10220"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-KR51-6a_24hDex-24hH2O_1-C,7_01_10220"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6a_24hDex-24hH2O_1-C,7_01_9084"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-KR51-6a_24hDex-24hH2O_1-C,7_01_9084"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6a_6hDex-24hH2O_1-C,1_01_10214"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-KR51-6a_6hDex-24hH2O_1-C,1_01_10214"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6a_6hDex-24hH2O_1-C,1_01_9078"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-KR51-6a_6hDex-24hH2O_1-C,1_01_9078"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6b_24hDex-24hH2O_1-D,1_01_10223"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-KR51-6b_24hDex-24hH2O_1-D,1_01_10223"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6b_24hDex-24hH2O_1-D,1_01_9086"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-KR51-6b_24hDex-24hH2O_1-D,1_01_9086"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6b_6hDex-24hH2O_1-C,3_01_10216"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-KR51-6b_6hDex-24hH2O_1-C,3_01_10216"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6b_6hDex-24hH2O_1-C,3_01_9080"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-KR51-6b_6hDex-24hH2O_1-C,3_01_9080"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6c_24hDex-24hH2O_1-D,3_01_10225"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-KR51-6c_24hDex-24hH2O_1-D,3_01_10225"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6c_24hDex-24hH2O_1-D,3_01_9088"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-KR51-6c_24hDex-24hH2O_1-D,3_01_9088"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6c_6hDex-24hH2O_1-C,5_01_10218"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"E554-KR51-6c_6hDex-24hH2O_1-C,5_01_10218"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
"KR51-6c_6hDex-24hH2O_1-C,5_01_9082"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"Exudate"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13233"	"Sample collection"	"E554-KR51-6c_6hDex-24hH2O_1-C,5_01_9082"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"KR"	""	""
