"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Vaccination]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample type]"	"Term Source REF"	"Term Accession Number"
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7546_T2_R5_Non-Vaccinated_121026_DG_178"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7564_T2_R5_Vaccinated_121026_DG_179"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7593_T0_R5_Non-Vaccinated_121026_DG_180"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7566_T20_R5_Vaccinated_121026_DG_181"	"20"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7586_T2_R5_Vaccinated_121026_DG_182"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7543_T20_R5_Non-Vaccinated_121026_DG_183"	"20"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7565_T20_R5_Vaccinated_121026_DG_184"	"20"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7546_T14_R5_Non-Vaccinated_121026_DG_185"	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7574_T20_R5_Non-Vaccinated_121026_DG_186"	"20"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7564_T20_R5_Vaccinated_121026_DG_187"	"20"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7543_T2_R5_Non-Vaccinated_121026_DG_188"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7589_T0_R5_Non-Vaccinated_121026_DG_189"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7546_T0_R5_Non-Vaccinated_121026_DG_190"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7565_T0_R5_Vaccinated_121026_DG_191"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7574_T2_R5_Non-Vaccinated_121026_DG_192"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"QC_Pool_121026_DG_193"	""	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	""	""	""	"QC"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7574_T0_R5_Non-Vaccinated_121026_DG_194"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7565_T2_R5_Vaccinated_121026_DG_195"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7565_T14_R5_Vaccinated_121026_DG_196"	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7543_T14_R5_Non-Vaccinated_121026_DG_197"	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7543_T0_R5_Non-Vaccinated_121026_DG_198"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7566_T2_R5_Vaccinated_121026_DG_199"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7586_T0_R5_Vaccinated_121026_DG_200"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7574_T14_R5_Non-Vaccinated_121026_DG_201"	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7593_T2_R5_Non-Vaccinated_121026_DG_202"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7595_T2_R5_Non-Vaccinated_121026_DG_203"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7541_T2_R5_Vaccinated_121026_DG_204"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7566_T14_R5_Vaccinated_121026_DG_205"	"14"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7594_T0_R5_Vaccinated_121026_DG_206"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7589_T2_R5_Non-Vaccinated_121026_DG_207"	"2"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Non-Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"7541_T0_R5_Vaccinated_121026_DG_208"	"0"	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	"R5"	""	""	"Vaccinated"	""	""
"Blood"	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"Holstein"	"LBO"	"http://purl.obolibrary.org/obo/LBO_0000132"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"QC_Pool_121026_DG_209"	""	"day"	"UO"	"http://purl.obolibrary.org/obo/UO_0000033"	""	""	""	"QC"	""	""
