"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg_MM8_1_F.8_01_5714"	"neg_MM8_1_F.8_01_5723"	"neg_MM8_1_F.8_01_5734"	"neg_MM8_1_F.8_01_5744"	"neg_MM8_1_F.8_01_5750"	"neg_MM8_1_F.8_01_5757"	"neg_MM8_1.F.8_01_6617"	"neg_MM8_1.F.8_01_6626"	"neg_MM8_1.F.8_01_6635"	"neg_MM8_1.F.8_01_6646"	"neg_MM8_1.F.8_01_6654"	"neg_MM8_1.F.8_01_7156"	"neg_MM8_1.F.8_01_7157"	"neg_MM8_1.F.8_01_7166"	"neg_MM8_1.F.8_01_7175"	"neg_MM8_1.F.8_01_7185"	"neg_MM8_1.F.8_01_7193"	"neg_MM8_1.F.8_01_7435"	"neg_MM8_1.F.8_01_7436"	"neg_MM8_1.F.8_01_7451"	"neg_MM8_1.F.8_01_7462"	"neg_MM8_1.F.8_01_7475"	"neg_MM8_1.F.8_01_7484"
""	""	""	""	""	" 453.92637"	""	""	""	"1139.21702"	""	""	""	""	""	""	""	""	""	""	""	" 7.881947"	" 7.237807"	" 7.156335"	" 7.264030"	""	""	" 7.443431"	" 7.437687"	" 7.169332"	" 7.569610"	" 6.968000"	" 7.704938"	" 7.688452"	" 7.431537"	" 7.383850"	" 7.669966"	" 7.825594"	" 7.135127"	" 7.636810"	""	""	" 6.576384"	""
""	""	""	""	""	" 453.92623"	""	""	""	"  24.91003"	""	""	""	""	""	""	""	""	""	""	""	" 7.424547"	" 7.058958"	" 7.256472"	""	""	" 5.221091"	" 5.785620"	""	" 5.536074"	""	" 5.809079"	""	" 6.344892"	" 6.168651"	" 6.283412"	" 6.217229"	" 6.267860"	""	""	""	" 5.795888"	""	" 5.783554"
""	""	""	""	""	" 454.92714"	""	""	""	"1139.24326"	""	""	""	""	""	""	""	""	""	""	""	" 7.116485"	""	" 6.336481"	""	""	""	" 6.608745"	""	""	""	" 6.345973"	" 6.594140"	" 6.862674"	" 6.708699"	" 6.502226"	""	" 6.571824"	" 6.259230"	""	""	" 5.816111"	""	""
""	""	""	""	""	" 454.92333"	""	""	""	"  24.06540"	""	""	""	""	""	""	""	""	""	""	""	" 6.254721"	" 5.823093"	" 6.438762"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 455.09091"	""	""	""	" 373.33251"	""	""	""	""	""	""	""	""	""	""	""	" 7.326803"	" 7.114301"	" 7.334481"	" 7.216075"	" 7.280598"	""	""	" 6.983694"	""	" 6.494284"	" 6.761978"	" 6.358933"	" 6.502307"	" 6.534951"	" 6.769229"	" 6.491690"	""	" 5.730463"	""	""	" 5.291447"	""	""
""	""	""	""	""	" 455.02524"	""	""	""	" 268.35890"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.562219"	""	""	""	""	" 5.306423"	" 5.656188"	" 6.057702"	""	" 5.624739"	""	""	""	" 5.719498"	""	" 6.049016"	""	""	""	""	""	""
""	""	""	""	""	" 456.01529"	""	""	""	"1099.74934"	""	""	""	""	""	""	""	""	""	""	""	" 6.689861"	" 6.416497"	" 5.757361"	" 6.319703"	" 5.683580"	" 6.364076"	""	" 6.595977"	" 5.865901"	" 6.764513"	" 6.223243"	""	" 7.942362"	" 6.814798"	" 6.685795"	" 7.139611"	" 6.841811"	" 6.258587"	" 6.232527"	""	""	""	" 6.125331"
""	""	""	""	""	" 456.86290"	""	""	""	"1141.48082"	""	""	""	""	""	""	""	""	""	""	""	" 7.088836"	" 7.123009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.564747"	""	" 6.354773"	" 5.972404"	""	" 6.664695"
""	""	""	""	""	" 457.01698"	""	""	""	"1099.81278"	""	""	""	""	""	""	""	""	""	""	""	" 7.721948"	" 7.109095"	" 7.038531"	" 7.200150"	" 7.541305"	" 7.608537"	" 7.751671"	" 7.757003"	" 7.154478"	" 7.745495"	" 7.561430"	" 9.052057"	" 8.929648"	" 8.415718"	" 7.976718"	" 8.144291"	" 7.930988"	" 7.533249"	" 7.447723"	" 7.277121"	" 6.868282"	" 6.674076"	" 7.483874"
""	""	""	""	""	" 457.11031"	""	""	""	" 320.07925"	""	""	""	""	""	""	""	""	""	""	""	" 7.104637"	" 7.045278"	" 6.918540"	" 6.861807"	" 7.054690"	" 7.100265"	""	" 6.644959"	" 6.644789"	" 6.180364"	" 6.408374"	" 6.851817"	" 7.177452"	" 6.998532"	" 7.126403"	" 6.788647"	" 6.998680"	" 6.054834"	""	""	""	""	" 5.978513"
""	""	""	""	""	" 458.02197"	""	""	""	"1099.29513"	""	""	""	""	""	""	""	""	""	""	""	" 5.783554"	""	""	""	""	""	""	""	""	" 5.447496"	""	""	" 5.635589"	" 6.296446"	""	" 6.260221"	""	""	""	""	""	""	""
""	""	""	""	""	" 458.10455"	""	""	""	"1089.12037"	""	""	""	""	""	""	""	""	""	""	""	" 8.952744"	" 9.520658"	" 9.442811"	" 9.455092"	" 8.802945"	" 8.594460"	" 9.306724"	" 9.308454"	" 8.871686"	" 8.719960"	" 8.602925"	" 9.344020"	" 8.613050"	" 9.360097"	" 9.307951"	" 9.350389"	" 9.368336"	" 8.857054"	" 8.503257"	" 8.984658"	" 7.863687"	" 8.984778"	" 8.487667"
""	""	""	""	""	" 458.86337"	""	""	""	"1141.28414"	""	""	""	""	""	""	""	""	""	""	""	" 6.352079"	""	""	""	""	" 5.982626"	" 5.840842"	""	""	" 6.069425"	""	""	""	" 5.727186"	" 5.822099"	""	""	" 6.038653"	" 6.076394"	" 6.209153"	" 5.752039"	""	" 6.321516"
""	""	""	""	""	" 459.07563"	""	""	""	"  39.01067"	""	""	""	""	""	""	""	""	""	""	""	" 6.482373"	" 6.677043"	" 6.382993"	" 6.236479"	" 6.018418"	" 5.816111"	""	" 5.600198"	" 5.893146"	""	" 5.575040"	""	" 5.980080"	" 5.858253"	" 5.929780"	" 6.069425"	""	""	" 5.674698"	" 5.799965"	" 5.900533"	" 5.488607"	""
""	""	""	""	""	" 459.10566"	""	""	""	"1088.62592"	""	""	""	""	""	""	""	""	""	""	""	"10.780515"	"10.654282"	"10.383333"	"10.658080"	"10.679177"	"10.587687"	"10.324344"	"10.610379"	"10.603244"	"10.621706"	"10.237613"	"10.528259"	"10.395650"	"10.307936"	"10.386183"	"10.560896"	"10.644448"	"10.699406"	"10.085871"	"10.697589"	" 9.920380"	"10.742791"	"10.255648"
""	""	""	""	""	" 459.19446"	""	""	""	" 920.81613"	""	""	""	""	""	""	""	""	""	""	""	" 8.140773"	" 7.689529"	" 7.671689"	" 7.609037"	" 8.147214"	" 8.110958"	""	" 7.405017"	""	" 7.545753"	""	" 7.589703"	""	" 7.471522"	""	" 7.363609"	" 7.489712"	""	""	""	""	""	""
""	""	""	""	""	" 460.10667"	""	""	""	"1088.61459"	""	""	""	""	""	""	""	""	""	""	""	"12.024489"	"12.559818"	"12.007269"	"11.922928"	"11.918716"	"11.878777"	"12.303459"	"11.525593"	"11.809627"	"11.554287"	"11.509448"	"11.431793"	"11.571333"	"11.896131"	"11.892758"	"12.448969"	"11.499381"	"11.359723"	"11.424082"	"11.487744"	"11.521634"	"11.538078"	"11.476053"
""	""	""	""	""	" 460.19707"	""	""	""	" 920.04397"	""	""	""	""	""	""	""	""	""	""	""	" 6.738190"	" 5.962077"	""	""	" 6.530551"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 461.04383"	""	""	""	" 268.47012"	""	""	""	""	""	""	""	""	""	""	""	" 6.132757"	" 5.855481"	""	" 5.973260"	" 5.431449"	" 6.252871"	" 6.221341"	" 6.028457"	" 5.845699"	""	" 5.528095"	""	" 6.027008"	" 6.171984"	""	" 6.074849"	""	" 5.172754"	""	""	""	""	""
""	""	""	""	""	" 461.10766"	""	""	""	"1088.41531"	""	""	""	""	""	""	""	""	""	""	""	"12.415765"	"12.434799"	"12.527488"	"12.499175"	"12.384347"	"12.352203"	"12.218517"	"12.279317"	"12.120890"	"12.073456"	"12.280902"	"12.315126"	"12.267420"	"12.495444"	"12.246903"	"12.106853"	"12.138133"	"11.776272"	"11.783466"	"11.983310"	"11.961577"	"11.718643"	"12.533295"
""	""	""	""	""	" 462.11094"	""	""	""	"1088.54199"	""	""	""	""	""	""	""	""	""	""	""	"10.935223"	"10.356387"	"10.007372"	"10.931452"	"10.335928"	"10.430894"	"10.758071"	"10.085003"	" 9.931258"	"10.216364"	"10.322938"	" 9.710033"	" 8.038052"	"10.837096"	"10.150814"	"10.823267"	"10.379875"	" 9.423437"	"10.390120"	"10.394614"	" 9.812188"	" 9.932614"	" 9.885659"
""	""	""	""	""	" 463.08679"	""	""	""	" 276.07646"	""	""	""	""	""	""	""	""	""	""	""	""	" 7.222963"	" 7.066970"	" 6.919715"	" 6.948836"	" 6.884403"	" 6.488524"	" 6.905673"	" 6.788100"	" 6.756337"	" 6.694084"	" 6.608515"	" 6.394847"	" 6.341840"	""	""	" 6.412745"	""	" 5.467554"	""	""	" 6.175485"	""
""	""	""	""	""	" 463.11204"	""	""	""	"1088.48448"	""	""	""	""	""	""	""	""	""	""	""	" 9.323274"	" 9.076899"	" 9.084282"	" 9.194733"	" 9.235788"	" 9.732887"	" 9.633129"	" 9.662738"	" 8.789468"	" 8.873233"	" 8.992428"	" 8.980390"	" 9.262644"	" 9.260474"	" 9.773610"	" 9.300673"	" 9.799891"	" 8.638403"	" 9.313346"	" 8.644780"	" 8.595682"	" 8.537485"	" 8.758387"
""	""	""	""	""	" 463.89111"	""	""	""	"1140.41098"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.568650"	""	""	""	""	""	" 5.720600"	""	""	" 5.507865"	""	" 5.681291"	""	""	""	""	""	" 5.143767"
""	""	""	""	""	" 464.05073"	""	""	""	" 373.59003"	""	""	""	""	""	""	""	""	""	""	""	" 5.698328"	" 5.843753"	" 5.850645"	""	" 5.948139"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 464.09391"	""	""	""	" 276.07066"	""	""	""	""	""	""	""	""	""	""	""	" 5.975823"	""	" 5.877547"	""	" 5.491636"	" 5.574105"	""	" 5.117946"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 464.87978"	""	""	""	"1140.51537"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.567111"	""	" 5.894998"	""	""	""	" 6.429048"	" 6.109034"	" 6.456330"	" 5.825079"	""	" 6.398768"
""	""	""	""	""	" 465.02779"	""	""	""	" 530.69180"	""	""	""	""	""	""	""	""	""	""	""	" 6.557142"	" 6.355941"	""	" 6.481859"	" 6.237285"	" 6.598315"	""	" 5.998599"	" 5.792048"	" 5.656942"	""	""	""	" 6.015962"	" 6.075777"	" 5.742515"	""	""	""	""	""	""	""
""	""	""	""	""	" 465.10211"	""	""	""	" 320.47929"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.568805"	""	" 5.813103"	" 6.378440"	""	" 7.159626"	" 6.608908"	" 6.282102"	""	" 6.754380"	""	""	" 5.651057"	""	" 6.157148"	" 6.050695"	" 5.693968"
""	""	""	""	""	" 466.97269"	""	""	""	"1100.71610"	""	""	""	""	""	""	""	""	""	""	""	" 6.527338"	" 5.829040"	""	""	" 6.169175"	" 5.961212"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 467.11937"	""	""	""	" 320.17039"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.493020"	""	""	" 6.104753"	" 6.570591"	" 6.364076"	" 6.967050"	" 6.566639"	" 7.312871"	" 7.455480"	" 6.768769"	" 7.227084"	" 7.054035"	" 7.336095"	" 6.518977"	" 6.706647"	" 6.209999"	" 6.147134"	""	" 6.682718"
""	""	""	""	""	" 468.89801"	""	""	""	"1139.50873"	""	""	""	""	""	""	""	""	""	""	""	" 7.248373"	" 7.024877"	" 7.081803"	" 7.004650"	" 7.056934"	" 7.007391"	" 6.737888"	" 6.775695"	" 6.327537"	" 6.825069"	" 6.813322"	" 7.390922"	" 7.355483"	" 7.145776"	" 7.212365"	" 7.307315"	" 7.532709"	" 6.639531"	" 6.973363"	""	""	""	""
""	""	""	""	""	" 469.91202"	""	""	""	"1138.65864"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.090797"	""	""	""	""	""	" 7.568049"	" 7.538806"	" 7.173204"	" 7.189307"	" 7.474005"	" 7.450266"	""	" 6.830529"	" 6.462118"	""	""	""
""	""	""	""	""	" 471.06945"	""	""	""	" 373.43554"	""	""	""	""	""	""	""	""	""	""	""	" 8.288904"	" 8.192502"	" 8.091054"	" 8.212822"	" 8.169809"	" 8.063586"	" 7.472533"	" 7.757972"	" 7.711277"	" 7.617375"	" 7.733594"	" 7.493036"	" 7.394026"	" 7.571515"	" 7.515718"	" 7.628735"	" 7.711279"	" 6.490056"	""	""	""	""	" 6.856040"
""	""	""	""	""	" 471.06153"	""	""	""	"1085.00875"	""	""	""	""	""	""	""	""	""	""	""	" 7.868796"	" 8.465411"	" 8.503802"	" 8.227686"	" 7.446940"	" 8.214188"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 471.10666"	""	""	""	" 319.80809"	""	""	""	""	""	""	""	""	""	""	""	" 7.188969"	" 7.252927"	" 7.089371"	" 6.956756"	" 6.943407"	" 6.892796"	" 6.765846"	" 6.454415"	" 6.579318"	" 6.148571"	" 6.284735"	" 8.877790"	" 8.694153"	" 8.139009"	" 7.968166"	" 7.710524"	" 7.771981"	" 8.093535"	" 7.984180"	" 6.827435"	" 6.071753"	" 6.480924"	" 6.464738"
""	""	""	""	""	" 471.99061"	""	""	""	"1100.63220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.938443"	" 6.174786"	" 5.755236"	" 6.447530"	""	""	""	""	""	""	" 6.631573"	" 5.930440"	""	" 6.178276"	""	""	""
""	""	""	""	""	" 472.07115"	""	""	""	" 372.87071"	""	""	""	""	""	""	""	""	""	""	""	" 6.526132"	""	""	""	" 6.606477"	" 5.999671"	""	" 5.918099"	""	" 6.223421"	""	""	""	" 5.774204"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 472.10904"	""	""	""	" 319.86475"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.018507"	""	""	""	""	" 5.309851"	""	""	""	" 7.436655"	" 7.270058"	" 6.465784"	" 6.613451"	" 5.898691"	" 6.201012"	""	" 6.270731"	" 5.825235"	""	""	""
""	""	""	""	""	" 472.99115"	""	""	""	"1101.11969"	""	""	""	""	""	""	""	""	""	""	""	" 7.560886"	" 7.225167"	" 6.624925"	""	" 7.305059"	" 7.310689"	" 7.634898"	" 7.788271"	" 7.040887"	" 7.818089"	" 7.210381"	""	" 8.771917"	" 8.785559"	" 7.714281"	" 8.256356"	" 7.852209"	""	" 7.578583"	" 7.263089"	" 6.700879"	" 6.804047"	" 7.478002"
""	""	""	""	""	" 473.10377"	""	""	""	" 319.88503"	""	""	""	""	""	""	""	""	""	""	""	" 6.116475"	" 5.630901"	" 6.160259"	" 5.623714"	" 6.243766"	""	""	""	" 5.623526"	""	" 5.938443"	" 7.664145"	" 7.761468"	" 7.162323"	" 6.924255"	" 6.874554"	" 6.434996"	" 7.156743"	" 6.831706"	" 5.961354"	""	""	" 5.890362"
""	""	""	""	""	" 475.07998"	""	""	""	"1097.02973"	""	""	""	""	""	""	""	""	""	""	""	" 7.776783"	""	""	""	" 7.484818"	" 7.401641"	" 7.099765"	" 7.111838"	" 6.776844"	" 7.075001"	" 7.429345"	" 7.772547"	" 7.486703"	" 7.601006"	" 7.404712"	" 7.472287"	" 7.623923"	" 6.666407"	" 6.856681"	" 6.925674"	" 6.740253"	" 6.804047"	""
""	""	""	""	""	" 476.08123"	""	""	""	"1096.78480"	""	""	""	""	""	""	""	""	""	""	""	" 9.006723"	" 9.046096"	" 8.804710"	" 8.940269"	" 8.834801"	" 8.887951"	" 8.589610"	" 8.735712"	" 8.521153"	" 8.719686"	" 8.656424"	" 8.908744"	" 8.916618"	" 8.878444"	" 8.861933"	" 8.899846"	" 8.924430"	" 8.344279"	" 8.376042"	" 8.313535"	" 8.324024"	" 8.197120"	" 8.463357"
""	""	""	""	""	" 476.92248"	""	""	""	"1140.53551"	""	""	""	""	""	""	""	""	""	""	""	" 6.504010"	" 6.131922"	""	" 6.344794"	" 6.320912"	" 6.640848"	" 6.226214"	""	""	""	""	" 6.058487"	""	" 5.887570"	" 5.709526"	""	""	" 5.249715"	""	""	""	""	""
""	""	""	""	""	" 477.08213"	""	""	""	"1096.83621"	""	""	""	""	""	""	""	""	""	""	""	" 9.638750"	" 9.566474"	" 9.360416"	" 9.470907"	" 9.502510"	" 9.420732"	" 9.203127"	" 9.225399"	" 9.151741"	" 9.225781"	" 9.202823"	" 9.505941"	" 9.542732"	" 9.469793"	" 9.429878"	" 9.524910"	" 9.530512"	" 8.913955"	" 8.953996"	" 8.935061"	" 8.864075"	" 8.844100"	" 8.913955"
""	""	""	""	""	" 477.08621"	""	""	""	" 373.48012"	""	""	""	""	""	""	""	""	""	""	""	" 8.536579"	" 8.416579"	" 8.464342"	" 8.504278"	" 8.506539"	" 8.622710"	" 7.808419"	" 7.794520"	" 7.790775"	" 7.770859"	" 7.803066"	" 8.044014"	" 8.160111"	" 8.146533"	" 8.091655"	" 8.058198"	" 8.160773"	" 7.236840"	" 7.428347"	" 7.639026"	" 7.558980"	" 7.752726"	""
""	""	""	""	""	" 478.08674"	""	""	""	"1097.00877"	""	""	""	""	""	""	""	""	""	""	""	" 7.667768"	""	""	""	""	" 7.403690"	" 7.223698"	" 7.422112"	" 7.029052"	" 7.270473"	" 7.015870"	" 7.588498"	" 7.687528"	" 7.584407"	" 7.363714"	" 7.590707"	" 7.525127"	" 6.918054"	" 6.929955"	" 6.732602"	""	" 6.930612"	" 6.890747"
""	""	""	""	""	" 478.08961"	""	""	""	" 373.99612"	""	""	""	""	""	""	""	""	""	""	""	""	" 7.109232"	" 7.041522"	" 7.011942"	" 6.816802"	" 6.857531"	" 6.041054"	" 6.402116"	" 6.126799"	""	""	" 6.479799"	""	""	" 6.710807"	""	""	""	" 5.302947"	""	" 5.790767"	""	""
""	""	""	""	""	" 478.09309"	""	""	""	" 607.29640"	""	""	""	""	""	""	""	""	""	""	""	" 5.969832"	" 6.677043"	" 6.344204"	" 7.056355"	" 6.960059"	" 6.770698"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 479.08900"	""	""	""	"1096.93957"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.136292"	""	""	" 6.151438"	" 5.495528"	""	""	" 6.564747"	""	""	" 6.318492"	""	""	""	""	""	""
""	""	""	""	""	" 481.00632"	""	""	""	" 529.66540"	""	""	""	""	""	""	""	""	""	""	""	" 6.474113"	" 6.762184"	" 6.246944"	" 6.373866"	" 6.707058"	" 6.666407"	""	" 5.690414"	""	""	" 6.389840"	" 5.942862"	""	""	" 5.861319"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 481.13532"	""	""	""	" 319.80809"	""	""	""	""	""	""	""	""	""	""	""	"10.658379"	"10.612836"	"10.619287"	"10.423696"	"10.476048"	"10.448660"	"10.261586"	"10.292378"	"10.283732"	"10.286553"	"10.253012"	"10.965022"	"11.020557"	"10.989780"	"11.039563"	"11.011611"	"11.016839"	"10.319424"	"10.336887"	"10.348089"	"10.365478"	"10.375890"	"10.362892"
""	""	""	""	""	" 482.13825"	""	""	""	" 319.76609"	""	""	""	""	""	""	""	""	""	""	""	" 9.267832"	" 9.206653"	" 9.198694"	" 9.089873"	" 9.122903"	" 9.006888"	" 8.879014"	" 8.880798"	" 8.886605"	" 8.860585"	" 8.923265"	" 9.546407"	" 9.637819"	" 9.642268"	" 9.593345"	" 9.557515"	" 9.641985"	" 8.965250"	" 9.012841"	" 8.886389"	" 8.992829"	" 8.956802"	" 8.942358"
""	""	""	""	""	" 482.94707"	""	""	""	"1101.92623"	""	""	""	""	""	""	""	""	""	""	""	" 6.855973"	" 5.847640"	""	" 6.363497"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 483.13781"	""	""	""	" 319.86118"	""	""	""	""	""	""	""	""	""	""	""	" 7.725630"	" 7.594885"	" 7.788226"	" 7.465163"	" 7.610774"	" 7.562303"	" 7.340298"	" 7.355048"	" 7.533967"	" 7.596798"	" 7.481984"	" 8.138372"	" 8.200854"	" 8.275075"	" 8.225550"	" 8.240142"	" 8.281607"	" 7.373333"	" 7.432531"	" 7.558384"	" 7.477622"	" 7.567269"	" 7.692660"
""	""	""	""	""	" 483.97733"	""	""	""	"  38.79677"	""	""	""	""	""	""	""	""	""	""	""	" 6.731906"	" 7.137911"	" 6.529080"	""	" 6.554413"	" 6.343758"	""	""	" 6.337689"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 484.13943"	""	""	""	" 320.27752"	""	""	""	""	""	""	""	""	""	""	""	" 5.746689"	" 6.007173"	""	""	" 5.699453"	""	""	""	""	" 5.480320"	" 5.582654"	""	" 5.878416"	""	" 5.796058"	""	" 6.171984"	""	""	""	" 5.690414"	""	""
""	""	""	""	""	" 484.95921"	""	""	""	" 269.27633"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.681742"	" 6.462118"	" 6.506250"	" 6.501366"	""	" 6.772307"	""	" 6.055340"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 485.07952"	""	""	""	" 373.37127"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.560000"	" 6.293966"	""	""	""	" 6.177091"	" 5.693813"	" 6.205769"	" 5.820345"	" 6.099278"	""	""	" 5.326088"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 486.03848"	""	""	""	"1084.97282"	""	""	""	""	""	""	""	""	""	""	""	" 8.630902"	" 8.506182"	" 8.214825"	" 8.330200"	" 8.609135"	" 8.622530"	""	""	""	""	""	""	""	""	" 6.374885"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 486.88168"	""	""	""	"1141.22746"	""	""	""	""	""	""	""	""	""	""	""	" 7.215157"	" 7.372726"	" 7.086029"	" 7.076708"	" 7.159192"	" 7.134859"	" 6.328558"	""	""	" 5.934894"	" 6.531530"	""	""	" 5.721701"	""	""	" 6.042652"	""	""	""	""	""	""
""	""	""	""	""	" 487.03899"	""	""	""	"1085.42729"	""	""	""	""	""	""	""	""	""	""	""	" 9.365607"	" 9.202078"	" 8.844730"	" 8.901129"	" 9.250453"	" 9.193709"	""	""	""	""	""	""	" 6.801061"	" 7.221736"	" 7.479142"	""	" 7.461530"	""	""	""	""	""	""
""	""	""	""	""	" 487.02072"	""	""	""	" 529.27576"	""	""	""	""	""	""	""	""	""	""	""	" 5.916956"	" 5.974969"	" 5.581389"	" 6.560476"	" 5.895922"	" 6.476184"	""	""	""	""	""	""	" 5.838017"	""	""	""	" 5.813671"	""	""	""	""	""	""
""	""	""	""	""	" 487.14176"	""	""	""	" 319.64760"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.659300"	" 7.554915"	""	" 7.161226"	" 7.096655"	""	" 7.451887"	" 6.523175"	""	""	""	""
""	""	""	""	""	" 487.22573"	""	""	""	" 997.45770"	""	""	""	""	""	""	""	""	""	""	""	" 7.452217"	" 6.060057"	""	" 6.570883"	""	""	""	""	""	" 6.248894"	""	" 6.545625"	""	""	""	" 5.897769"	" 6.505748"	""	""	""	""	""	""
""	""	""	""	""	" 488.96344"	""	""	""	"1105.63820"	""	""	""	""	""	""	""	""	""	""	""	" 8.128854"	""	" 7.075288"	""	" 5.944624"	" 7.912549"	" 8.496556"	""	" 6.897220"	" 6.115733"	""	" 8.058246"	" 8.281390"	""	""	" 8.632204"	""	""	""	""	" 7.279903"	""	""
""	""	""	""	""	" 491.07615"	""	""	""	" 189.24691"	""	""	""	""	""	""	""	""	""	""	""	" 8.585566"	" 8.815898"	" 8.543967"	" 8.494015"	" 8.463924"	" 8.559980"	" 8.242058"	" 8.203157"	""	""	" 8.297340"	""	" 6.723352"	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 491.05414"	""	""	""	"1098.93826"	""	""	""	""	""	""	""	""	""	""	""	" 5.845819"	" 5.496906"	""	" 5.846814"	" 6.062408"	""	" 5.785620"	""	" 5.480112"	""	" 5.645136"	" 5.832985"	""	" 6.388091"	""	""	""	""	" 5.697201"	" 5.545302"	""	""	" 5.612544"
""	""	""	""	""	" 492.05519"	""	""	""	"1098.46531"	""	""	""	""	""	""	""	""	""	""	""	" 7.547830"	" 7.308666"	" 7.232236"	" 7.302941"	" 7.336843"	" 7.117575"	" 7.428946"	" 7.473242"	" 7.051419"	" 7.307991"	" 7.339028"	" 8.015224"	" 8.015446"	" 7.764592"	" 7.484818"	" 7.507022"	" 7.523330"	" 7.190067"	" 7.127873"	" 6.865833"	" 6.586756"	" 6.934218"	" 7.283602"
""	""	""	""	""	" 492.89993"	""	""	""	"1141.07857"	""	""	""	""	""	""	""	""	""	""	""	" 8.166231"	" 8.346035"	" 8.059946"	" 7.978363"	" 8.275930"	" 8.211181"	" 7.338615"	" 7.702665"	" 6.911715"	" 7.236357"	" 7.512360"	" 7.466347"	" 7.203905"	" 7.040298"	" 7.050837"	" 7.271998"	" 7.297124"	" 6.305691"	""	" 6.455274"	" 6.293345"	" 6.183567"	" 6.856327"
""	""	""	""	""	" 493.05627"	""	""	""	"1098.46644"	""	""	""	""	""	""	""	""	""	""	""	" 8.334646"	" 8.006528"	" 7.983647"	" 8.069974"	" 8.072500"	" 8.009100"	" 8.215279"	" 8.146241"	" 7.849355"	" 8.139401"	" 7.934811"	" 8.838852"	" 8.727884"	" 8.578765"	" 8.296000"	" 8.490087"	" 8.399382"	" 7.702513"	" 7.902038"	" 7.656231"	" 7.649052"	" 7.636648"	" 7.888395"
""	""	""	""	""	" 493.08692"	""	""	""	" 320.10265"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.918765"	""	""	" 5.516006"	" 5.511944"	""	" 7.367785"	" 7.193346"	" 6.482373"	" 6.484606"	" 6.306304"	" 6.373866"	""	" 6.421521"	""	""	""	""
""	""	""	""	""	" 493.05336"	""	""	""	" 373.66862"	""	""	""	""	""	""	""	""	""	""	""	" 6.620009"	" 6.934872"	""	" 6.659971"	""	" 6.628930"	""	""	""	""	""	""	""	""	" 6.034728"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 493.90176"	""	""	""	"1140.88428"	""	""	""	""	""	""	""	""	""	""	""	" 6.740593"	" 6.776844"	" 6.680001"	" 6.376727"	" 6.861619"	""	" 6.067799"	" 5.785620"	" 5.759482"	" 5.840828"	" 5.787682"	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 494.06178"	""	""	""	"1098.61396"	""	""	""	""	""	""	""	""	""	""	""	" 6.273105"	" 5.676699"	""	" 5.742388"	" 6.222576"	""	" 5.887807"	" 6.049016"	" 5.711754"	" 6.119436"	""	" 6.625371"	" 7.008910"	" 6.270096"	" 5.715078"	" 6.596895"	" 6.485966"	" 5.543989"	" 5.825079"	""	" 5.383247"	""	" 5.591464"
