"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg_MM8_1_F.8_01_5714"	"neg_MM8_1_F.8_01_5723"	"neg_MM8_1_F.8_01_5734"	"neg_MM8_1_F.8_01_5744"	"neg_MM8_1_F.8_01_5750"	"neg_MM8_1_F.8_01_5757"	"neg_MM8_1.F.8_01_6617"	"neg_MM8_1.F.8_01_6626"	"neg_MM8_1.F.8_01_6635"	"neg_MM8_1.F.8_01_6646"	"neg_MM8_1.F.8_01_6654"	"neg_MM8_1.F.8_01_7156"	"neg_MM8_1.F.8_01_7157"	"neg_MM8_1.F.8_01_7166"	"neg_MM8_1.F.8_01_7175"	"neg_MM8_1.F.8_01_7185"	"neg_MM8_1.F.8_01_7193"	"neg_MM8_1.F.8_01_7435"	"neg_MM8_1.F.8_01_7436"	"neg_MM8_1.F.8_01_7451"	"neg_MM8_1.F.8_01_7462"	"neg_MM8_1.F.8_01_7475"	"neg_MM8_1.F.8_01_7484"
""	""	""	""	""	" 584.88514"	""	""	""	"1140.11463"	""	""	""	""	""	""	""	""	""	""	""	" 5.576313"	""	""	" 5.501030"	""	" 5.522740"	""	" 5.600198"	""	""	""	""	""	""	""	" 5.348706"	" 5.774204"	""	""	""	""	""	""
""	""	""	""	""	" 585.22249"	""	""	""	" 373.13782"	""	""	""	""	""	""	""	""	""	""	""	" 5.617545"	" 5.977528"	" 5.778498"	" 5.990224"	""	" 5.976676"	" 6.146415"	" 6.161685"	" 6.306304"	" 5.990290"	" 6.106253"	" 6.042128"	" 5.798107"	" 6.121650"	" 6.211306"	" 6.265755"	" 5.789740"	""	""	""	""	""	""
""	""	""	""	""	" 587.07478"	""	""	""	" 319.96960"	""	""	""	""	""	""	""	""	""	""	""	" 7.847386"	" 7.749563"	" 7.734571"	" 7.649695"	" 7.690536"	" 7.707055"	" 7.318192"	" 7.257590"	" 7.344688"	" 7.024877"	" 7.207340"	" 7.417847"	" 7.490799"	" 7.577724"	" 7.353045"	" 7.468842"	" 7.450575"	""	" 6.721798"	""	" 6.580717"	" 6.442592"	" 6.478768"
""	""	""	""	""	" 588.07978"	""	""	""	" 320.59393"	""	""	""	""	""	""	""	""	""	""	""	" 6.564889"	""	" 6.447413"	" 6.463337"	" 6.275254"	" 6.553797"	""	" 5.721871"	""	" 5.795888"	" 5.897957"	""	""	""	" 6.106205"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 588.90034"	""	""	""	"1138.87611"	""	""	""	""	""	""	""	""	""	""	""	" 9.698675"	" 9.237490"	" 8.970360"	" 9.155866"	" 9.501732"	" 9.503162"	" 9.335355"	" 9.356620"	" 8.840920"	" 9.221105"	" 9.059391"	" 9.508737"	" 9.552850"	" 9.377475"	" 9.337187"	" 9.567297"	" 9.599367"	" 9.036107"	" 9.002141"	" 9.093501"	" 8.728973"	" 8.736016"	" 9.262421"
""	""	""	""	""	" 588.89964"	""	""	""	"  25.18808"	""	""	""	""	""	""	""	""	""	""	""	" 9.285126"	" 9.157496"	" 9.209133"	""	""	" 6.766837"	" 7.090237"	" 7.026370"	" 7.167519"	" 7.136869"	" 6.817375"	" 7.508944"	" 7.703440"	" 7.672091"	" 7.810314"	" 7.713231"	" 7.847244"	" 7.545913"	" 7.491213"	" 7.556485"	" 7.587607"	" 7.585773"	" 7.621129"
""	""	""	""	""	" 588.90129"	""	""	""	"1070.66019"	""	""	""	""	""	""	""	""	""	""	""	"10.474219"	" 9.761639"	" 6.021683"	" 8.279005"	""	"10.179942"	""	""	""	""	""	" 8.126970"	" 8.938462"	""	""	""	""	" 8.558790"	" 9.217808"	" 9.514642"	""	""	" 9.152133"
""	""	""	""	""	" 589.90433"	""	""	""	"1139.14232"	""	""	""	""	""	""	""	""	""	""	""	""	" 7.273864"	" 6.720924"	" 6.968948"	""	""	" 7.238290"	" 7.167001"	" 6.712791"	" 7.259313"	" 6.723352"	" 7.492711"	" 7.504621"	" 7.226878"	" 7.369767"	" 7.379877"	" 7.746166"	" 7.078975"	" 6.967050"	""	" 6.490056"	" 6.406858"	""
""	""	""	""	""	" 589.90324"	""	""	""	"  24.96732"	""	""	""	""	""	""	""	""	""	""	""	" 7.015870"	" 6.926004"	" 6.910041"	""	""	""	""	""	""	""	""	" 5.436595"	""	""	" 5.777534"	""	""	""	""	""	""	" 5.416867"	""
""	""	""	""	""	" 590.06856"	""	""	""	"1086.19836"	""	""	""	""	""	""	""	""	""	""	""	" 8.211058"	" 7.375887"	""	""	" 8.131032"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 590.90496"	""	""	""	"1138.92591"	""	""	""	""	""	""	""	""	""	""	""	" 6.690912"	" 6.239761"	" 5.817111"	""	""	""	" 6.156206"	" 6.564747"	""	""	""	" 6.433917"	""	" 6.393725"	" 6.586756"	" 6.739781"	" 6.450508"	" 6.120913"	" 5.838873"	" 5.783554"	""	""	" 6.009006"
""	""	""	""	""	" 591.07081"	""	""	""	"1086.29652"	""	""	""	""	""	""	""	""	""	""	""	" 8.565919"	" 8.632400"	""	" 8.581731"	" 8.557887"	" 8.561686"	""	""	""	""	""	""	""	""	""	""	" 6.119436"	""	""	""	""	""	""
""	""	""	""	""	" 591.22237"	""	""	""	" 373.08979"	""	""	""	""	""	""	""	""	""	""	""	" 7.478277"	" 7.429545"	" 7.351048"	" 7.306188"	" 7.337337"	" 7.533608"	" 6.630915"	" 6.429048"	" 6.620905"	" 6.666407"	" 6.483914"	" 6.632221"	" 6.624591"	" 6.431215"	" 6.841803"	" 6.455802"	" 6.648775"	" 5.908778"	" 5.446047"	" 6.348915"	" 6.209829"	" 6.137256"	" 6.115818"
""	""	""	""	""	" 591.99346"	""	""	""	"1100.29439"	""	""	""	""	""	""	""	""	""	""	""	" 5.830883"	""	""	""	" 5.536074"	""	""	""	""	""	""	""	""	""	""	" 6.226520"	""	" 5.794866"	" 5.518705"	" 5.428503"	""	""	""
""	""	""	""	""	" 592.22500"	""	""	""	" 373.58561"	""	""	""	""	""	""	""	""	""	""	""	" 6.453278"	" 6.092468"	" 6.410990"	" 6.534463"	" 6.222097"	" 6.283568"	""	""	" 5.703942"	""	""	""	""	" 5.716185"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 592.84077"	""	""	""	"1141.22959"	""	""	""	""	""	""	""	""	""	""	""	" 7.056751"	" 7.167001"	" 6.604204"	" 6.509758"	" 7.011640"	" 6.916723"	" 6.283475"	""	""	""	""	" 6.432297"	""	""	" 6.418143"	""	""	""	""	" 6.115733"	" 6.139919"	""	" 6.083314"
""	""	""	""	""	" 592.99586"	""	""	""	"1100.82835"	""	""	""	""	""	""	""	""	""	""	""	" 6.962925"	""	" 5.651057"	" 6.025750"	" 6.694661"	" 6.526132"	" 6.790549"	" 6.866883"	" 5.435851"	" 6.873859"	" 6.277064"	""	""	" 8.006215"	" 6.988354"	" 7.452793"	" 7.262853"	" 6.583044"	" 6.495145"	" 6.328736"	""	""	" 6.374439"
""	""	""	""	""	" 593.08689"	""	""	""	" 320.89342"	""	""	""	""	""	""	""	""	""	""	""	" 6.774330"	" 6.764756"	""	" 6.618749"	" 6.230544"	" 6.619113"	""	""	""	" 5.734816"	""	""	""	" 6.386960"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 593.15382"	""	""	""	" 288.72607"	""	""	""	""	""	""	""	""	""	""	""	" 8.263364"	" 8.219531"	" 8.114483"	" 8.396646"	" 8.561815"	" 8.528821"	" 7.523545"	" 7.688484"	" 7.643755"	" 7.697034"	" 7.613835"	" 8.065668"	" 7.898450"	" 7.746781"	" 8.081579"	" 7.920391"	" 7.855638"	" 7.339683"	" 7.390842"	" 7.484441"	" 7.468458"	" 7.316734"	" 7.323630"
""	""	""	""	""	" 594.15644"	""	""	""	" 288.73967"	""	""	""	""	""	""	""	""	""	""	""	" 7.001901"	" 7.122738"	" 6.951734"	" 7.340773"	" 7.245507"	" 7.158931"	" 6.610699"	" 6.479471"	" 6.227232"	" 6.603293"	" 6.337095"	" 6.547637"	""	" 6.872620"	" 6.762961"	" 6.742560"	""	" 6.413197"	""	""	" 5.981778"	" 6.395969"	""
""	""	""	""	""	" 595.08443"	""	""	""	"1098.02385"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.721701"	""	""	""	" 6.473594"	" 6.650020"	""	" 5.172830"	""	" 5.925068"	""	""	" 5.025248"	""	""	" 5.251477"
""	""	""	""	""	" 595.24090"	""	""	""	" 372.94190"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.056128"	" 6.201012"	" 6.244338"	" 6.520432"	" 6.050601"	""	" 6.276560"	" 6.359435"	" 5.995257"	" 6.224723"	" 6.159400"	""	" 5.956873"	" 5.358245"	" 5.621096"	" 5.752364"	" 5.249853"
""	""	""	""	""	" 596.08603"	""	""	""	"1098.12739"	""	""	""	""	""	""	""	""	""	""	""	" 7.070990"	" 6.973363"	" 6.874207"	" 6.850277"	" 7.143390"	" 6.920047"	" 6.736701"	" 7.031133"	" 6.714500"	" 6.852429"	" 6.667689"	" 7.285446"	" 7.445763"	" 7.120567"	" 7.215087"	" 6.942690"	" 7.148157"	" 6.931925"	" 6.726176"	" 6.520209"	" 6.003924"	" 6.396530"	" 6.755946"
""	""	""	""	""	" 597.08609"	""	""	""	"1098.03819"	""	""	""	""	""	""	""	""	""	""	""	" 7.416773"	" 7.420933"	" 7.180904"	" 7.388234"	" 7.432531"	" 7.322077"	" 7.286386"	" 7.350747"	" 7.335968"	" 7.243107"	" 7.342733"	" 7.955057"	" 7.967943"	" 7.781002"	" 7.584749"	" 7.687220"	" 7.627856"	" 7.240219"	" 7.208393"	" 7.134323"	" 7.000371"	" 6.831617"	" 7.220263"
""	""	""	""	""	" 597.25844"	""	""	""	" 372.77418"	""	""	""	""	""	""	""	""	""	""	""	" 5.051531"	""	""	""	""	""	" 5.902371"	""	" 6.102290"	" 6.046889"	" 5.725882"	" 6.191039"	" 6.297193"	" 5.883835"	" 6.181754"	" 6.165085"	" 6.230644"	""	""	" 5.797266"	" 5.395913"	""	""
""	""	""	""	""	" 598.09042"	""	""	""	"1098.06964"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.359826"	""	""	" 5.872546"	""	""	""	""	" 6.076561"	""	" 5.820107"	" 6.143533"	" 5.865901"	""	" 5.678998"	""	""	""	""	""	" 5.362981"	""
""	""	""	""	""	" 598.85763"	""	""	""	"1140.55831"	""	""	""	""	""	""	""	""	""	""	""	" 7.058362"	" 7.167778"	" 6.966100"	" 6.898577"	" 7.157885"	""	""	""	""	""	""	" 6.864430"	""	" 6.574172"	" 6.502226"	" 6.511757"	" 6.630704"	" 6.358272"	""	" 6.506752"	" 6.020052"	""	" 6.820680"
""	""	""	""	""	" 601.23129"	""	""	""	" 373.25197"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.803106"	""	""	""	" 6.257943"	" 6.162826"	" 6.431215"	" 6.426064"	" 6.428506"	" 6.102565"	" 6.465784"	" 6.723352"	" 6.398303"	" 6.518227"	" 6.777321"	""	" 5.888501"	""	" 5.829040"	" 5.654802"	" 6.204524"
""	""	""	""	""	" 603.04388"	""	""	""	" 320.31569"	""	""	""	""	""	""	""	""	""	""	""	" 6.316265"	" 6.616946"	""	" 6.502396"	" 6.581231"	""	" 6.433000"	" 6.633539"	" 6.269460"	" 6.604659"	" 6.378440"	""	""	" 6.007732"	""	" 5.940213"	" 6.428684"	" 5.742388"	""	""	""	""	""
""	""	""	""	""	" 604.87561"	""	""	""	"1139.49198"	""	""	""	""	""	""	""	""	""	""	""	" 7.451278"	" 7.046459"	" 6.968632"	" 6.723756"	" 7.004040"	" 7.037941"	" 6.998225"	" 6.827985"	" 6.699638"	""	" 6.680423"	" 7.081803"	" 7.298115"	" 7.132983"	" 7.437885"	" 7.475530"	" 7.239014"	" 6.629374"	" 6.478768"	" 6.792425"	" 6.200331"	" 6.570462"	" 6.720519"
""	""	""	""	""	" 605.88998"	""	""	""	"1138.55604"	""	""	""	""	""	""	""	""	""	""	""	" 6.994843"	""	""	" 6.689659"	" 6.683371"	" 6.576514"	""	""	""	" 5.908778"	""	" 7.099155"	" 7.226145"	" 6.772238"	" 6.889379"	" 7.179881"	" 7.180137"	""	""	""	" 5.929547"	""	""
""	""	""	""	""	" 606.87714"	""	""	""	"1140.63885"	""	""	""	""	""	""	""	""	""	""	""	" 6.430944"	" 6.532509"	" 5.963806"	" 6.529571"	""	" 6.178973"	""	" 5.265464"	" 5.716185"	" 5.688141"	""	""	""	""	""	""	" 6.037852"	""	""	""	""	""	""
""	""	""	""	""	" 607.04759"	""	""	""	" 374.00582"	""	""	""	""	""	""	""	""	""	""	""	" 7.263617"	" 7.231895"	""	" 7.083303"	" 7.085036"	" 6.362338"	""	""	""	""	""	""	" 6.134203"	""	""	""	""	""	""	""	" 5.900682"	""	""
""	""	""	""	""	" 607.13274"	""	""	""	" 268.02321"	""	""	""	""	""	""	""	""	""	""	""	" 6.578628"	" 6.117956"	" 6.696323"	""	" 6.520704"	" 6.511757"	" 6.192117"	""	" 5.959478"	" 6.678044"	" 6.349503"	" 8.338430"	" 8.564568"	" 8.221531"	" 8.262844"	" 8.307751"	" 8.333193"	" 6.258765"	" 6.209829"	" 7.374203"	" 7.528864"	" 7.634588"	" 7.636972"
""	""	""	""	""	" 608.13683"	""	""	""	" 267.89784"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.516006"	""	""	""	" 5.997765"	""	" 7.115026"	""	" 6.633803"	""	" 7.435707"	" 7.360837"	""	" 5.581389"	""	" 6.185408"	" 6.455802"	" 6.954384"
""	""	""	""	""	" 608.14398"	""	""	""	" 232.05666"	""	""	""	""	""	""	""	""	""	""	""	" 6.716052"	" 6.419949"	" 6.900271"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 608.96678"	""	""	""	"1102.05492"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.486990"	" 6.859858"	" 6.860563"	" 7.199146"	""	""	" 7.184619"	" 6.272001"	" 7.350532"	""	""	""	""	" 7.059084"	""	""	" 6.164947"	""	""	" 6.681687"
""	""	""	""	""	" 609.14943"	""	""	""	" 267.20017"	""	""	""	""	""	""	""	""	""	""	""	"11.981273"	"11.980773"	"11.951067"	"11.751182"	"11.857635"	"11.846088"	"11.426327"	"11.393259"	"11.417779"	"11.419556"	"11.398089"	"11.241462"	"11.224340"	"11.342761"	"11.335206"	"11.301132"	"11.330447"	"10.897889"	"10.845056"	"10.803870"	"10.805978"	"10.825671"	"10.851710"
""	""	""	""	""	" 610.15288"	""	""	""	" 267.18496"	""	""	""	""	""	""	""	""	""	""	""	"10.789121"	"10.765211"	"10.729744"	"10.609624"	"10.665377"	"10.584800"	"10.220818"	"10.219447"	"10.202221"	"10.223627"	"10.185812"	"10.046336"	"10.074442"	"10.170301"	"10.117453"	"10.088723"	"10.125101"	" 9.696446"	" 9.603208"	" 9.634340"	" 9.685717"	" 9.640696"	" 9.597498"
""	""	""	""	""	" 611.15419"	""	""	""	" 267.21960"	""	""	""	""	""	""	""	""	""	""	""	" 9.413710"	" 9.363608"	" 9.347962"	" 9.195381"	" 9.290009"	" 9.242532"	" 8.878006"	" 8.927942"	" 8.846278"	" 8.873906"	" 8.838365"	" 8.691184"	" 8.727766"	" 8.789319"	" 8.736664"	" 8.795952"	" 8.792232"	" 8.328903"	" 8.363583"	" 8.270613"	" 8.171977"	" 8.300332"	" 8.319973"
""	""	""	""	""	" 612.06137"	""	""	""	"1098.83567"	""	""	""	""	""	""	""	""	""	""	""	" 6.278254"	" 6.426333"	" 6.060057"	""	" 5.980929"	" 6.290235"	" 6.403230"	" 6.045839"	" 5.305176"	" 6.261887"	" 6.157148"	""	" 7.128143"	" 6.752420"	" 6.209902"	" 6.818367"	" 6.437688"	" 6.338877"	""	" 5.792818"	""	" 5.639180"	" 5.941980"
""	""	""	""	""	" 612.15655"	""	""	""	" 267.21960"	""	""	""	""	""	""	""	""	""	""	""	" 7.761967"	" 7.751026"	" 7.836537"	" 7.494955"	" 7.637433"	" 7.466539"	" 7.085841"	" 7.158694"	" 7.312878"	" 7.090415"	" 7.130566"	" 6.753597"	" 6.821770"	" 7.171141"	" 7.231750"	" 7.084059"	" 6.850651"	" 6.584587"	" 6.656089"	" 6.624142"	" 6.120412"	" 6.563325"	" 6.313026"
""	""	""	""	""	" 612.89983"	""	""	""	"1140.77660"	""	""	""	""	""	""	""	""	""	""	""	" 6.550920"	""	" 5.480239"	""	""	" 6.054552"	" 5.560016"	" 5.807061"	""	" 5.830027"	" 5.758422"	""	""	""	""	" 5.643948"	""	""	""	""	""	""	""
""	""	""	""	""	" 613.06112"	""	""	""	"1098.80141"	""	""	""	""	""	""	""	""	""	""	""	" 6.842077"	" 6.605569"	" 6.467351"	" 6.705002"	" 6.895861"	" 6.588145"	" 6.911715"	" 6.434457"	" 6.190053"	" 6.921706"	" 6.495652"	" 7.786877"	" 7.800179"	" 7.193608"	" 7.030836"	" 7.341230"	" 7.139667"	" 6.501218"	" 6.636891"	" 6.650455"	" 6.380719"	" 6.333521"	" 6.573233"
""	""	""	""	""	" 613.06487"	""	""	""	" 374.66911"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.851426"	""	" 6.937159"	" 6.852073"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 613.15869"	""	""	""	" 267.33405"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.034639"	""	" 5.786652"	""	""	" 5.327721"	" 5.381977"	""	" 5.253236"	""	""	""	""	""	""	" 5.921471"	""	""	""	""	""	""
""	""	""	""	""	" 614.14955"	""	""	""	"1088.57345"	""	""	""	""	""	""	""	""	""	""	""	" 8.389952"	" 9.139590"	" 8.305429"	" 8.322780"	" 9.039700"	" 9.026098"	" 8.990404"	" 8.280624"	" 8.925770"	" 8.937757"	" 8.970233"	" 9.113096"	" 9.076975"	" 9.092519"	" 8.281645"	" 9.048952"	" 8.020649"	" 8.636204"	" 8.701856"	" 7.858231"	" 8.185449"	" 7.992658"	" 8.217186"
""	""	""	""	""	" 615.15000"	""	""	""	"1089.05300"	""	""	""	""	""	""	""	""	""	""	""	"10.058356"	"10.549583"	"10.515890"	" 9.838383"	"10.461550"	"10.413220"	"10.346846"	"10.344633"	"10.372566"	"10.362924"	"10.366617"	"10.047239"	"10.428949"	"10.482859"	"10.512246"	"10.498446"	"10.488060"	" 8.973407"	"10.079016"	" 9.426505"	"10.068459"	"10.061943"	"10.057358"
""	""	""	""	""	" 615.23267"	""	""	""	" 373.40646"	""	""	""	""	""	""	""	""	""	""	""	" 6.155138"	" 5.946383"	""	""	" 6.263227"	" 5.947432"	" 5.537596"	" 5.534748"	""	""	" 5.510586"	""	""	""	""	""	" 5.176735"	""	""	""	""	""	""
""	""	""	""	""	" 616.15165"	""	""	""	"1088.97793"	""	""	""	""	""	""	""	""	""	""	""	"11.055958"	"10.933691"	"11.406373"	"11.421475"	"11.392848"	"11.347587"	"11.291472"	"11.318427"	"11.338008"	"11.258979"	"11.272190"	"11.415612"	"10.904948"	"11.450639"	"10.800279"	"11.446212"	"11.435318"	"10.980502"	"11.007537"	"10.497565"	"10.988528"	"10.964716"	"10.419899"
""	""	""	""	""	" 616.65447"	""	""	""	"1088.38623"	""	""	""	""	""	""	""	""	""	""	""	" 7.954468"	""	""	" 7.611201"	""	" 7.638106"	" 8.551542"	" 8.421873"	" 7.966500"	""	""	" 8.037207"	" 8.738012"	" 8.073862"	" 8.575719"	" 7.854297"	""	" 7.755421"	""	""	" 8.104989"	""	""
""	""	""	""	""	" 617.15260"	""	""	""	"1088.93818"	""	""	""	""	""	""	""	""	""	""	""	"11.167480"	"11.049711"	"11.623534"	"11.584898"	"11.594668"	"10.955266"	"11.486844"	"10.911757"	"11.459242"	"11.458674"	"11.475679"	"11.572121"	"11.599008"	"11.576410"	"11.106332"	"10.866660"	"11.171714"	"11.193069"	"11.146409"	"11.131085"	"11.168746"	"11.204643"	"11.190875"
""	""	""	""	""	" 617.11063"	""	""	""	" 319.95055"	""	""	""	""	""	""	""	""	""	""	""	" 7.257855"	" 7.514966"	" 7.563605"	" 7.238460"	" 7.360038"	" 7.353333"	" 7.030115"	" 7.085615"	" 6.817743"	" 6.837762"	" 6.907355"	" 7.512112"	" 7.576165"	" 7.520039"	" 7.557441"	" 7.643272"	" 7.606009"	""	" 6.765675"	""	" 7.024353"	" 6.944868"	" 6.958961"
""	""	""	""	""	" 617.22659"	""	""	""	" 372.92550"	""	""	""	""	""	""	""	""	""	""	""	" 5.514654"	""	" 5.772225"	" 5.705062"	" 5.434386"	""	" 5.149632"	" 5.766870"	" 5.805039"	" 6.197155"	""	" 6.306503"	" 6.020052"	" 6.051392"	" 6.259378"	" 6.360122"	" 5.929646"	""	""	" 5.844726"	""	" 5.053899"	""
""	""	""	""	""	" 618.15578"	""	""	""	"1088.57345"	""	""	""	""	""	""	""	""	""	""	""	" 9.305220"	" 9.289357"	" 9.844888"	" 9.192111"	" 9.849580"	" 9.803481"	" 9.738292"	" 9.735315"	" 9.761776"	" 9.681434"	" 9.273984"	" 9.313817"	" 9.332589"	" 9.441372"	" 9.871643"	" 9.826931"	" 9.853385"	" 9.446201"	" 9.449447"	" 8.868960"	" 9.390215"	" 8.950429"	" 8.577627"
""	""	""	""	""	" 618.11190"	""	""	""	" 320.24523"	""	""	""	""	""	""	""	""	""	""	""	" 6.318085"	" 5.964029"	""	" 6.100973"	" 6.259301"	""	" 5.538907"	""	""	" 5.359826"	""	" 6.468627"	""	" 5.571211"	" 6.309498"	""	" 6.295440"	""	""	""	""	" 5.169086"	" 5.042754"
""	""	""	""	""	" 619.15692"	""	""	""	"1088.48394"	""	""	""	""	""	""	""	""	""	""	""	" 8.303162"	""	""	" 8.334243"	" 8.209903"	" 8.391630"	" 8.660290"	" 8.696534"	" 8.724504"	" 8.631861"	" 8.582536"	" 8.735354"	" 8.770719"	" 8.764598"	" 8.772490"	" 8.756577"	" 8.352632"	""	" 8.373873"	""	" 6.615969"	""	" 8.023185"
""	""	""	""	""	" 619.09895"	""	""	""	" 320.82634"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.971659"	" 5.696073"	" 5.724223"	""	""	""	""	""	""	" 5.537635"	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 619.23853"	""	""	""	" 372.77701"	""	""	""	""	""	""	""	""	""	""	""	" 5.494285"	""	""	""	" 5.339075"	""	" 5.870652"	" 5.838132"	" 6.037050"	" 6.116698"	""	" 6.174984"	" 5.976838"	" 6.105293"	" 6.297778"	" 6.137882"	" 6.024230"	" 5.640374"	""	""	""	""	" 5.549430"
""	""	""	""	""	" 622.86112"	""	""	""	"1141.16297"	""	""	""	""	""	""	""	""	""	""	""	" 7.528203"	" 7.585090"	" 7.129490"	" 7.099155"	" 7.650173"	" 7.362331"	" 6.583518"	" 6.301387"	""	" 6.126065"	" 6.703355"	""	" 6.067088"	""	""	""	" 5.976676"	""	""	""	""	""	" 5.511944"
""	""	""	""	""	" 623.16379"	""	""	""	" 293.74204"	""	""	""	""	""	""	""	""	""	""	""	" 8.425511"	" 8.287912"	" 8.321657"	" 8.159782"	" 8.137438"	" 8.214188"	" 7.434119"	" 7.539244"	" 7.615515"	" 7.479606"	" 7.469605"	" 7.275494"	" 7.149392"	" 7.380341"	" 7.364322"	" 7.216815"	" 7.380086"	""	" 6.604529"	" 6.768383"	" 6.019490"	""	""
""	""	""	""	""	" 623.86458"	""	""	""	"1141.06610"	""	""	""	""	""	""	""	""	""	""	""	" 6.145298"	" 6.515743"	""	" 5.881024"	" 6.365233"	" 5.870652"	""	""	""	" 5.267198"	""	""	""	""	""	""	" 5.263726"	""	""	""	""	""	""
""	""	""	""	""	" 624.16799"	""	""	""	" 294.07772"	""	""	""	""	""	""	""	""	""	""	""	" 7.144621"	" 7.145722"	" 7.128682"	" 7.100968"	" 6.880442"	" 6.951091"	" 6.536766"	" 6.537874"	""	" 6.406638"	" 6.350931"	" 6.550020"	""	" 6.256755"	" 5.711751"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 624.94297"	""	""	""	"1103.29842"	""	""	""	""	""	""	""	""	""	""	""	" 7.366587"	""	""	" 6.218568"	" 7.403760"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.901625"	""	""	""
""	""	""	""	""	" 624.85275"	""	""	""	"1141.06610"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.886637"	" 6.002761"	" 5.776289"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 625.14499"	""	""	""	"1096.06879"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.986010"	""	""	""	""	""	""	""	" 5.230124"	" 4.932803"	""	" 5.300489"	""	""
""	""	""	""	""	" 628.03695"	""	""	""	"1099.85730"	""	""	""	""	""	""	""	""	""	""	""	" 6.172203"	" 5.563508"	""	""	" 5.878206"	" 5.463289"	" 5.586439"	" 5.297917"	""	""	""	""	""	""	" 6.274953"	" 5.435851"	""	""	""	""	""	" 4.998401"	""
""	""	""	""	""	" 628.87813"	""	""	""	"1140.82657"	""	""	""	""	""	""	""	""	""	""	""	" 7.835008"	" 7.929504"	" 7.588158"	" 7.519493"	" 7.745003"	" 7.667140"	" 7.072113"	" 6.766450"	" 6.300653"	" 6.590916"	" 6.957505"	" 6.928311"	" 6.702153"	" 6.643039"	" 6.596895"	" 6.585830"	" 6.938137"	" 6.028182"	" 5.723899"	" 6.061625"	""	""	" 6.313356"
""	""	""	""	""	" 629.03526"	""	""	""	"1099.50929"	""	""	""	""	""	""	""	""	""	""	""	" 6.502226"	" 5.980080"	" 5.895922"	" 6.159991"	" 6.273269"	" 6.087138"	" 6.549086"	" 6.089426"	" 5.503769"	" 6.580368"	" 6.400443"	" 7.562652"	" 7.667925"	" 7.053454"	" 6.481859"	" 6.866772"	" 6.852478"	" 6.266912"	" 6.256011"	" 6.255366"	" 6.002822"	" 5.946383"	" 6.186604"
""	""	""	""	""	" 629.87919"	""	""	""	"1140.58605"	""	""	""	""	""	""	""	""	""	""	""	" 6.616411"	" 6.277064"	""	" 6.084080"	" 6.401559"	" 5.942862"	""	" 5.691548"	""	""	" 5.887570"	" 5.694944"	""	""	""	""	" 5.585179"	""	""	""	""	""	""
""	""	""	""	""	" 630.87820"	""	""	""	"1140.27391"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.773159"	" 6.121650"	" 6.128998"	" 6.420730"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 631.21364"	""	""	""	" 373.09984"	""	""	""	""	""	""	""	""	""	""	""	" 7.328159"	" 7.289813"	" 6.977260"	" 6.888352"	" 7.094626"	" 7.010334"	" 6.521453"	" 6.640193"	" 6.451039"	" 6.547777"	" 6.673822"	" 6.196507"	" 5.876323"	" 6.342431"	" 6.060969"	" 6.375011"	" 6.446501"	""	" 5.206465"	""	""	""	""
