"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos_MM8_1.F.8_01_5674"	"pos_MM8_1.F.8_01_5683"	"pos_MM8_1.F.8_01_5692"	"pos_MM8_1.F.8_01_5701"	"pos_MM8_1.F.8_01_5710"	"pos_MM8_1.F.8_01_6577"	"pos_MM8_1.F.8_01_6586"	"pos_MM8_1.F.8_01_6595"	"pos_MM8_1.F.8_01_6604"	"pos_MM8_1.F.8_01_6615"	"pos_MM8_1.F.8_01_7103"	"pos_MM8_1.F.8_01_7104"	"pos_MM8_1.F.8_01_7113"	"pos_MM8_1.F.8_01_7122"	"pos_MM8_1.F.8_01_7131"	"pos_MM8_1.F.8_01_7145"	"pos_MM8_1.F.8_01_7153"	"pos_MM8_1.F.8_01_7360"	"pos_MM8_1.F.8_01_7361"	"pos_MM8_1.F.8_01_7362"	"pos_MM8_1.F.8_01_7365"	"pos_MM8_1.F.8_01_7366"	"pos_MM8_1.F.8_01_7394"	"pos_MM8_1.F.8_01_7397"	"pos_MM8_1.F.8_01_7405"	"pos_MM8_1.F.8_01_7414"	"pos_MM8_1.F.8_01_7423"	"pos_MM8_1.F.8_01_7433"
""	""	""	""	""	" 449.63356"	""	""	""	"1087.73958"	""	""	""	""	""	""	""	""	""	""	""	" 9.722222"	"10.163924"	" 9.687265"	"10.064509"	" 9.627713"	" 9.805242"	"10.206274"	" 9.837714"	"10.179405"	" 9.742135"	"10.227410"	" 9.798446"	" 9.824475"	"10.194011"	" 9.722488"	" 9.770188"	" 9.589777"	" 9.900677"	" 9.836763"	" 9.827339"	" 9.922610"	" 9.888774"	" 9.938615"	" 9.532767"	" 9.603487"	" 9.573203"	" 9.485373"	" 9.971593"
""	""	""	""	""	" 449.63035"	""	""	""	" 319.72389"	""	""	""	""	""	""	""	""	""	""	""	" 7.554814"	" 7.766686"	" 7.923438"	" 7.642171"	" 7.658613"	" 7.946770"	" 7.663674"	" 7.783563"	" 7.800042"	" 7.881185"	" 8.058353"	" 8.013558"	" 8.021687"	" 8.002263"	" 8.029193"	" 8.013669"	" 8.057714"	" 7.208642"	" 7.171311"	" 7.281515"	" 7.127723"	" 7.138669"	" 7.346206"	" 7.514010"	" 7.564048"	" 7.526575"	" 7.577114"	" 7.663517"
""	""	""	""	""	" 449.74821"	""	""	""	"1141.13715"	""	""	""	""	""	""	""	""	""	""	""	" 7.291435"	" 8.248303"	" 8.601261"	" 6.668527"	" 6.708218"	" 6.066201"	""	" 7.313511"	""	""	""	""	""	" 6.467360"	" 6.155070"	" 5.435890"	""	""	""	""	""	""	""	""	""	" 7.586955"	" 6.163194"	""
""	""	""	""	""	" 450.10951"	""	""	""	" 267.28462"	""	""	""	""	""	""	""	""	""	""	""	" 6.119436"	" 6.486648"	""	" 6.327079"	""	" 5.613770"	""	" 6.104731"	" 6.142811"	""	""	""	""	""	""	" 5.103761"	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 450.07252"	""	""	""	" 606.99885"	""	""	""	""	""	""	""	""	""	""	""	" 6.231206"	" 6.130341"	" 5.977528"	""	" 6.417595"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 450.11707"	""	""	""	" 991.88261"	""	""	""	""	""	""	""	""	""	""	""	" 6.689659"	""	" 6.293345"	" 6.302619"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 450.13552"	""	""	""	" 321.48963"	""	""	""	""	""	""	""	""	""	""	""	" 6.006905"	" 6.101538"	" 6.530061"	" 6.471176"	" 6.419786"	" 6.559630"	" 6.629374"	" 6.689829"	" 6.490566"	" 6.866362"	" 6.895580"	" 6.873164"	" 6.580388"	" 6.806652"	" 6.849636"	" 6.654791"	" 6.676620"	" 5.682436"	" 5.842957"	" 5.279257"	""	""	" 6.345735"	" 6.251488"	" 6.112761"	" 6.490056"	" 6.860616"	" 6.094743"
""	""	""	""	""	" 450.15308"	""	""	""	" 374.09598"	""	""	""	""	""	""	""	""	""	""	""	" 8.026244"	" 8.114878"	" 8.233203"	" 8.140181"	" 8.104989"	" 7.900418"	" 7.987992"	" 7.947077"	" 7.892419"	" 7.935164"	" 7.563431"	" 7.518399"	" 7.432531"	" 7.532889"	" 7.436539"	" 7.599662"	" 7.432929"	" 6.112172"	" 6.584902"	" 5.560928"	" 5.463289"	" 6.678734"	" 6.946491"	" 6.940741"	" 7.103585"	" 7.148685"	" 6.914389"	" 6.961721"
""	""	""	""	""	" 450.13445"	""	""	""	"1088.17493"	""	""	""	""	""	""	""	""	""	""	""	" 9.284397"	" 8.702352"	" 8.455811"	" 8.663568"	" 9.057974"	" 9.135681"	" 9.099430"	" 9.127993"	" 9.123582"	" 8.403091"	" 8.673664"	" 8.796840"	" 8.464554"	" 9.063020"	" 8.070544"	" 9.073213"	" 9.112284"	" 8.404901"	" 8.744122"	" 7.817504"	" 8.518566"	" 8.794740"	" 8.935553"	" 8.927745"	" 8.968178"	" 8.960220"	" 8.522261"	" 8.199751"
""	""	""	""	""	" 450.25326"	""	""	""	"1141.19399"	""	""	""	""	""	""	""	""	""	""	""	" 6.899998"	" 7.607585"	" 8.047211"	" 7.502126"	" 5.874571"	""	""	" 6.887735"	""	""	""	""	" 5.496246"	""	""	""	""	""	""	" 7.738953"	""	""	""	""	""	" 7.045785"	" 5.971454"	""
""	""	""	""	""	" 450.35671"	""	""	""	"1024.41374"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.040592"	" 7.357842"	""	""	" 7.343167"	""	""	""	""	""	""	" 6.716014"	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 450.65177"	""	""	""	" 372.93270"	""	""	""	""	""	""	""	""	""	""	""	" 7.312484"	" 7.513362"	" 7.380505"	" 7.347328"	" 7.528065"	" 7.281299"	" 7.276191"	" 7.281276"	" 7.328495"	" 7.447083"	" 6.438480"	""	" 6.871075"	" 6.956545"	" 6.781573"	" 6.953661"	""	" 5.854407"	" 5.883835"	" 5.614995"	""	" 5.765818"	" 6.311385"	" 6.101538"	" 6.145695"	" 6.267550"	" 5.766870"	""
""	""	""	""	""	" 450.74453"	""	""	""	" 325.15906"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.326088"	""	""	""	""	""	""	""	" 5.480239"	""	" 6.079475"	" 5.965081"	" 6.328980"	" 6.529571"	""	""	""	""	""	""	""	""	" 5.586439"	""	" 5.946383"
""	""	""	""	""	" 450.83847"	""	""	""	"1141.17084"	""	""	""	""	""	""	""	""	""	""	""	" 6.775654"	""	" 6.695643"	" 6.189419"	" 6.361689"	""	""	" 6.123146"	""	""	""	""	""	""	""	""	""	" 6.593925"	""	""	""	""	" 5.889617"	""	""	""	" 5.613546"	""
""	""	""	""	""	" 450.98023"	""	""	""	"1102.38267"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.678595"	" 6.612886"	" 6.521317"	" 6.821809"	" 8.552515"	" 8.272244"	""	" 9.114896"	" 8.051218"	" 8.709502"	" 8.656179"	""	""	" 7.721665"	" 7.492519"	" 7.352747"	" 9.236348"	" 8.564945"	" 8.478411"	" 9.475536"	" 9.581709"	" 8.649044"	" 8.814740"	" 8.527530"	" 7.532162"	""	" 8.693075"
""	""	""	""	""	" 451.06777"	""	""	""	" 490.94369"	""	""	""	""	""	""	""	""	""	""	""	""	" 8.058140"	" 6.992684"	" 5.642758"	" 5.648693"	""	" 8.142895"	" 6.860563"	" 6.188079"	""	""	""	" 7.530610"	""	""	""	""	""	""	""	""	""	""	" 7.771274"	" 7.339901"	""	""	""
""	""	""	""	""	" 450.98508"	""	""	""	" 387.98339"	""	""	""	""	""	""	""	""	""	""	""	" 5.923271"	""	""	" 5.765818"	" 6.069425"	" 6.261156"	" 6.070202"	" 6.383071"	" 6.152869"	" 6.453531"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 451.12376"	""	""	""	" 319.75327"	""	""	""	""	""	""	""	""	""	""	""	" 4.839270"	""	""	""	""	" 6.504832"	""	" 6.023550"	" 6.129730"	" 6.206447"	" 6.697800"	" 6.753597"	" 6.388269"	" 6.824704"	" 6.775311"	" 6.815535"	" 6.793179"	" 6.665979"	" 6.462791"	" 6.583658"	" 6.381999"	" 6.617386"	" 6.674656"	" 6.461593"	" 6.637331"	" 6.702195"	" 6.289087"	" 6.682109"
""	""	""	""	""	" 451.12710"	""	""	""	" 992.17677"	""	""	""	""	""	""	""	""	""	""	""	" 9.112532"	" 7.503325"	" 7.593757"	" 7.163104"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 451.21449"	""	""	""	" 240.46969"	""	""	""	""	""	""	""	""	""	""	""	" 6.833790"	" 6.809919"	" 6.940091"	" 6.936676"	" 6.958606"	""	""	" 6.722947"	" 7.134055"	" 6.503737"	""	""	""	" 6.690163"	" 6.571353"	""	" 6.495279"	""	" 6.774570"	" 6.453777"	" 6.789404"	" 6.822556"	" 6.876283"	" 7.333641"	" 7.075958"	" 7.044117"	" 7.076946"	" 7.319854"
""	""	""	""	""	" 451.15368"	""	""	""	" 373.74667"	""	""	""	""	""	""	""	""	""	""	""	" 6.879825"	" 6.765407"	" 6.593680"	" 6.794967"	" 6.636688"	" 6.793697"	" 6.927721"	" 6.016781"	" 6.823974"	" 6.803884"	""	" 6.553920"	" 6.344794"	" 6.296446"	" 5.770147"	""	" 6.043450"	" 5.681291"	""	""	" 5.337461"	""	" 5.862359"	""	""	""	""	""
""	""	""	""	""	" 451.14560"	""	""	""	"1038.29153"	""	""	""	""	""	""	""	""	""	""	""	" 9.930212"	""	""	""	""	" 7.120262"	" 7.791748"	""	" 7.343819"	" 6.882856"	" 7.419808"	""	" 7.249812"	" 7.213356"	" 7.266850"	""	" 6.229883"	" 8.532269"	""	""	" 8.411096"	""	" 6.767223"	""	""	""	" 5.651057"	""
""	""	""	""	""	" 451.65510"	""	""	""	" 372.89025"	""	""	""	""	""	""	""	""	""	""	""	" 5.983473"	""	" 5.151579"	" 5.320849"	""	" 6.221021"	""	""	""	" 5.413644"	""	""	""	""	""	" 5.505136"	" 5.322815"	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 452.15527"	""	""	""	" 373.95618"	""	""	""	""	""	""	""	""	""	""	""	" 5.542674"	" 6.174086"	""	""	" 5.339263"	" 5.082844"	""	" 5.629973"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 452.30319"	""	""	""	" 940.06736"	""	""	""	""	""	""	""	""	""	""	""	" 8.935813"	" 8.399933"	" 8.433777"	" 8.154870"	" 8.531276"	" 7.784363"	" 7.411029"	" 7.215334"	" 7.719965"	" 7.408792"	" 7.374203"	" 7.178857"	" 6.992993"	" 6.977132"	" 7.182106"	" 7.094149"	" 7.070445"	" 6.860211"	" 6.825799"	" 6.812213"	" 6.794309"	" 6.870377"	" 7.195121"	" 7.090517"	" 7.071866"	" 6.333521"	" 6.320912"	" 7.123009"
""	""	""	""	""	" 452.80467"	""	""	""	" 939.89093"	""	""	""	""	""	""	""	""	""	""	""	" 8.257805"	" 7.775657"	" 7.567528"	" 7.546440"	" 7.801692"	" 6.967050"	" 6.669397"	""	" 7.085466"	" 6.897559"	" 6.841359"	" 6.568337"	" 5.940213"	" 6.524161"	" 6.475999"	" 6.450508"	" 6.397649"	""	" 6.169175"	" 6.187985"	" 5.958611"	""	" 6.388656"	" 6.200331"	" 6.074849"	" 5.655768"	" 5.470387"	" 6.517730"
""	""	""	""	""	" 452.86834"	""	""	""	" 651.18691"	""	""	""	""	""	""	""	""	""	""	""	" 7.193103"	""	" 6.990831"	" 6.843869"	""	""	""	""	""	""	" 5.990224"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.045839"	" 6.238450"	""	""	" 6.069425"
""	""	""	""	""	" 452.87430"	""	""	""	"1141.37403"	""	""	""	""	""	""	""	""	""	""	""	" 7.041032"	""	" 6.313790"	" 5.837499"	""	" 6.073240"	" 5.105800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.874841"	""	""	""	""
""	""	""	""	""	" 452.98457"	""	""	""	" 531.43081"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.967254"	""	""	" 5.905320"	" 6.084080"	" 5.629576"	""	" 6.036247"	" 6.193014"	""	""	" 5.707296"	""	" 5.582791"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 453.14998"	""	""	""	" 184.74769"	""	""	""	""	""	""	""	""	""	""	""	" 9.696859"	" 9.669184"	" 9.642966"	" 9.627564"	" 9.643600"	" 8.952344"	" 9.029062"	" 9.354295"	" 9.197255"	" 9.526722"	" 9.695561"	" 9.697469"	" 9.608209"	" 9.798719"	" 9.562167"	" 9.648965"	" 9.842246"	" 8.014558"	" 8.000718"	" 8.207753"	" 8.159302"	" 8.241471"	" 8.716024"	" 9.457799"	" 9.678788"	" 9.607312"	" 9.545304"	" 9.551991"
""	""	""	""	""	" 453.07163"	""	""	""	"1098.18957"	""	""	""	""	""	""	""	""	""	""	""	" 6.165155"	""	""	" 5.746418"	" 5.823373"	""	" 6.356348"	" 5.637076"	""	" 6.337987"	" 6.627304"	" 6.694541"	" 6.082995"	" 5.837695"	" 6.058905"	" 6.102250"	" 5.581389"	""	" 6.370090"	" 7.105008"	""	" 6.504829"	" 6.418875"	" 6.042754"	" 6.283852"	" 5.703187"	" 5.908830"	" 6.376421"
""	""	""	""	""	" 453.08256"	""	""	""	" 462.31306"	""	""	""	""	""	""	""	""	""	""	""	""	" 7.344967"	""	""	""	""	" 7.018882"	" 6.188675"	" 6.084846"	""	""	""	" 6.932723"	""	""	""	""	""	""	""	""	""	""	""	" 7.834012"	""	""	""
""	""	""	""	""	" 453.20950"	""	""	""	" 235.81771"	""	""	""	""	""	""	""	""	""	""	""	" 6.162118"	""	" 5.837169"	" 5.813103"	" 5.590281"	""	""	""	" 5.553146"	" 6.167064"	""	""	""	""	""	" 5.390933"	" 5.553356"	""	""	""	""	""	" 6.390944"	""	" 6.212688"	" 6.006905"	""	""
""	""	""	""	""	" 453.41079"	""	""	""	"1085.54983"	""	""	""	""	""	""	""	""	""	""	""	" 9.652711"	" 9.627694"	" 9.525526"	" 9.470441"	" 9.519376"	" 9.515403"	" 9.529386"	" 9.561382"	" 9.530195"	" 9.523060"	" 8.240847"	" 8.216990"	" 8.089770"	" 7.802513"	" 7.894217"	" 8.166815"	" 7.991302"	" 9.246685"	" 9.262100"	" 9.215807"	" 9.207901"	" 9.206806"	" 9.522989"	" 9.600913"	" 9.668637"	" 9.587615"	" 9.516204"	" 9.593076"
""	""	""	""	""	" 453.38995"	""	""	""	"1030.05175"	""	""	""	""	""	""	""	""	""	""	""	" 6.392600"	""	" 8.606723"	""	" 7.282448"	""	" 7.189560"	""	" 7.337062"	""	""	""	" 7.455752"	" 7.338592"	" 7.643272"	"11.098948"	"10.259762"	" 9.097834"	""	""	" 9.420487"	" 5.643948"	" 7.057802"	"10.806284"	" 6.935510"	" 6.646100"	" 6.742163"	"10.884410"
""	""	""	""	""	" 453.61449"	""	""	""	"1089.07710"	""	""	""	""	""	""	""	""	""	""	""	" 8.357894"	""	" 8.035157"	" 8.132124"	""	""	""	""	" 5.967766"	""	""	""	""	" 5.340009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 453.88242"	""	""	""	"1141.86260"	""	""	""	""	""	""	""	""	""	""	""	" 6.580366"	""	""	" 5.877479"	" 5.934772"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.502629"
""	""	""	""	""	" 454.07178"	""	""	""	"1098.48972"	""	""	""	""	""	""	""	""	""	""	""	" 7.586467"	" 7.436387"	" 7.326393"	" 6.949923"	" 7.292607"	" 7.926924"	" 7.682658"	" 7.288792"	" 7.901160"	" 7.651411"	" 8.137825"	" 8.106205"	" 7.459044"	" 7.491777"	" 7.462918"	" 7.507658"	" 7.271148"	" 8.149641"	" 7.932853"	" 8.452048"	" 7.871625"	" 8.031126"	" 7.888961"	" 7.685845"	" 7.711603"	" 7.550566"	" 7.522204"	" 7.783965"
""	""	""	""	""	" 454.15298"	""	""	""	" 184.53104"	""	""	""	""	""	""	""	""	""	""	""	" 8.339153"	" 8.315226"	" 8.275930"	" 8.225646"	" 8.277435"	" 7.657978"	" 7.585209"	" 8.080540"	" 7.836006"	" 8.145532"	" 8.365323"	" 8.474138"	" 8.058778"	" 8.595403"	" 8.230215"	" 8.591199"	" 8.606428"	" 6.790268"	" 7.014796"	""	" 6.815903"	" 6.486478"	" 7.349317"	" 8.059728"	" 8.089031"	" 8.497808"	" 8.316131"	" 8.165243"
""	""	""	""	""	" 454.16865"	""	""	""	" 319.39561"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.505136"	""	""	""	" 5.602680"	""	" 5.799965"	" 5.793843"	" 6.511838"	""	" 6.788647"	" 6.789026"	" 6.773776"	" 6.527115"	" 6.649585"	" 5.925068"	" 6.270294"	""	" 6.033983"	" 5.887631"	" 6.756337"	" 6.860915"	" 7.086872"	" 6.602838"	" 6.938231"	" 6.685052"
""	""	""	""	""	" 454.41443"	""	""	""	"1085.86492"	""	""	""	""	""	""	""	""	""	""	""	" 8.445427"	" 8.312250"	" 8.311803"	" 8.244727"	" 8.270154"	" 8.359667"	" 8.320693"	" 8.182514"	" 8.381540"	" 8.352768"	""	""	""	""	""	""	""	" 7.906515"	" 8.021660"	" 7.965871"	" 7.397247"	" 7.444915"	" 8.228340"	" 5.233096"	" 8.433625"	" 8.331858"	" 8.225385"	" 8.379103"
""	""	""	""	""	" 454.91107"	""	""	""	"1140.43852"	""	""	""	""	""	""	""	""	""	""	""	" 7.267695"	" 6.920673"	" 6.667069"	" 6.862290"	" 6.602712"	" 7.024027"	""	" 6.109763"	" 6.387100"	""	" 5.968623"	" 6.734183"	" 5.469106"	" 5.973594"	" 5.977607"	" 6.498896"	" 6.029804"	""	" 6.015962"	" 5.856685"	" 5.969389"	""	""	" 5.965788"	" 5.974450"	""	""	""
""	""	""	""	""	" 454.86639"	""	""	""	" 650.61339"	""	""	""	""	""	""	""	""	""	""	""	" 6.524161"	" 6.807396"	""	" 6.538360"	" 6.822877"	""	""	""	""	""	" 5.746689"	""	""	" 6.459491"	""	""	""	""	""	""	""	" 5.586439"	""	""	""	""	" 5.687002"	""
""	""	""	""	""	" 455.07287"	""	""	""	"1098.46874"	""	""	""	""	""	""	""	""	""	""	""	" 8.289726"	" 7.989951"	" 7.887464"	" 7.879858"	" 7.936449"	" 8.562659"	" 8.576962"	" 8.046128"	" 8.482831"	" 8.340782"	" 8.732499"	" 8.708433"	" 8.134101"	" 8.130061"	" 8.111527"	" 8.173818"	" 8.014387"	" 8.785841"	" 8.421200"	" 8.839594"	" 8.497922"	" 8.651111"	" 8.475292"	" 8.307792"	" 8.339212"	" 8.009302"	" 7.898181"	" 8.348053"
""	""	""	""	""	" 455.16790"	""	""	""	" 372.91807"	""	""	""	""	""	""	""	""	""	""	""	" 6.135692"	" 5.837894"	""	""	" 6.468394"	" 6.726984"	" 6.359435"	" 6.619489"	""	" 6.649585"	" 6.118492"	""	" 5.828051"	""	" 6.367817"	" 6.247594"	""	""	""	" 5.778370"	" 5.768971"	""	""	""	""	" 6.028992"	" 6.501218"	""
""	""	""	""	""	" 455.22521"	""	""	""	" 461.41835"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.625025"	""	" 7.284345"	""	""	" 5.943744"	""	""	""	" 6.587219"	" 6.593680"	" 6.339640"	" 6.962410"	" 6.489942"	""	""	""	""	""	" 6.089426"	""	""	""	""	" 6.850519"	""	" 6.761453"
""	""	""	""	""	" 455.33323"	""	""	""	" 957.38610"	""	""	""	""	""	""	""	""	""	""	""	" 7.037056"	""	" 7.078741"	" 6.874901"	" 6.929298"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 455.34462"	""	""	""	"1105.37367"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.911972"	" 8.713201"	" 7.973411"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.719768"	""	""	""	""	""
""	""	""	""	""	" 455.61724"	""	""	""	"1095.99204"	""	""	""	""	""	""	""	""	""	""	""	" 7.277723"	""	""	""	""	" 7.085995"	" 6.904686"	" 6.747507"	" 6.947194"	" 6.411553"	""	" 7.060523"	""	" 7.130765"	""	""	""	""	""	""	" 5.887191"	""	" 6.810570"	" 6.907561"	" 7.141193"	""	""	" 6.758176"
""	""	""	""	""	" 455.66856"	""	""	""	" 373.06343"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.361405"	""	""	" 6.058059"	""	""	" 6.235821"	" 5.736985"	" 5.469736"	" 5.312930"	" 5.633188"	""	""	" 5.568650"	" 5.678998"	""	""	""	""	""	""	""	" 5.444597"	""	""	""
""	""	""	""	""	" 456.11611"	""	""	""	"1096.14497"	""	""	""	""	""	""	""	""	""	""	""	" 8.511353"	""	" 8.789233"	""	""	" 7.928387"	" 7.768086"	" 7.645955"	" 5.673241"	" 7.892157"	" 7.961737"	" 8.321137"	" 7.984379"	" 7.693317"	" 7.987021"	" 7.854431"	" 5.554814"	""	" 7.219291"	" 6.425443"	" 7.402699"	" 5.970344"	" 7.665198"	" 7.677534"	" 7.745571"	""	" 7.733442"	" 7.693777"
""	""	""	""	""	" 456.11756"	""	""	""	" 319.73703"	""	""	""	""	""	""	""	""	""	""	""	"11.224490"	"11.318344"	"11.301559"	"11.297508"	"11.270589"	"11.344383"	"11.180753"	"11.398187"	"11.352913"	"11.452136"	"11.732718"	"11.723614"	"11.583953"	"11.682671"	"11.640899"	"11.690794"	"11.729800"	"10.804065"	"10.801321"	"10.808288"	"10.840022"	"10.841899"	"11.169785"	"11.303740"	"11.298804"	"11.295021"	"11.271442"	"11.328869"
""	""	""	""	""	" 456.41778"	""	""	""	"1077.43142"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.482381"	" 8.495378"	" 8.565851"	" 8.228805"	" 8.475112"	""	""	" 8.027543"	" 9.040863"	" 9.252415"	" 7.684379"	" 7.424086"	""	" 6.677643"	""	" 7.185798"	""	""	""	" 8.138420"	" 9.984567"	"10.374361"	""
""	""	""	""	""	" 456.41798"	""	""	""	"1026.57876"	""	""	""	""	""	""	""	""	""	""	""	""	" 9.506441"	" 9.637714"	" 9.700035"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 456.61855"	""	""	""	"1095.10946"	""	""	""	""	""	""	""	""	""	""	""	" 8.756719"	" 8.575692"	" 8.547959"	" 8.482250"	" 8.436008"	" 8.242547"	" 8.214795"	" 8.225968"	" 8.248821"	" 8.325412"	" 8.588678"	" 8.515071"	" 8.556049"	" 8.368480"	" 8.412872"	" 8.520377"	" 8.183713"	" 7.806496"	" 7.727908"	" 7.904516"	" 8.104814"	" 8.099808"	" 8.102111"	" 8.176748"	" 8.336562"	" 8.117312"	" 8.160763"	" 8.165178"
""	""	""	""	""	" 456.61952"	""	""	""	" 319.60435"	""	""	""	""	""	""	""	""	""	""	""	"10.432342"	"10.520056"	"10.487985"	"10.529943"	"10.438666"	"10.554099"	"10.427677"	"10.665314"	"10.603344"	"10.679014"	"10.956305"	"10.964431"	"10.794946"	"10.899745"	"10.887593"	"10.898323"	"10.945867"	"10.063189"	"10.075671"	"10.060033"	"10.025269"	"10.110061"	"10.429220"	"10.559109"	"10.567342"	"10.573654"	"10.510202"	"10.560494"
""	""	""	""	""	" 457.06730"	""	""	""	" 530.52019"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.607839"	" 6.558847"	" 6.275318"	" 6.595357"	" 6.396530"	" 6.183835"	" 6.377298"	" 6.306917"	" 6.184528"	""	""	" 5.951642"	" 6.307622"	""	""	" 5.832000"	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 457.12028"	""	""	""	"1094.78699"	""	""	""	""	""	""	""	""	""	""	""	" 8.549706"	" 8.493071"	" 8.188298"	" 8.035798"	" 8.185373"	" 8.089079"	" 8.248961"	" 8.309404"	" 8.155874"	" 8.074378"	" 8.361752"	" 8.337678"	" 8.187174"	" 8.087397"	""	" 8.314742"	" 8.310160"	" 7.855066"	" 7.536915"	""	""	" 7.877942"	" 8.162774"	" 8.213254"	""	""	" 8.009534"	" 8.147474"
""	""	""	""	""	" 457.12047"	""	""	""	" 319.72389"	""	""	""	""	""	""	""	""	""	""	""	" 9.405409"	" 9.421198"	" 9.431025"	" 9.458711"	" 9.418934"	" 9.465090"	" 9.395059"	" 9.569464"	" 9.490928"	" 9.591711"	" 9.900095"	" 9.888511"	" 9.738877"	" 9.798175"	" 9.804501"	" 9.852449"	" 9.853456"	" 9.000401"	" 8.943439"	" 8.949475"	" 9.022071"	" 8.971611"	" 9.346278"	" 9.453934"	" 9.452590"	" 9.427218"	" 9.415484"	" 9.525548"
""	""	""	""	""	" 457.37032"	""	""	""	"1085.17062"	""	""	""	""	""	""	""	""	""	""	""	" 9.732115"	" 9.721543"	" 9.597689"	" 9.587648"	" 9.698121"	"10.841098"	"10.483669"	"10.804749"	"10.798791"	"10.867667"	" 7.865207"	" 7.383991"	" 7.881255"	" 7.868006"	" 7.461668"	" 7.946156"	" 8.011510"	" 9.358700"	" 9.377653"	" 9.353699"	" 9.403898"	" 9.352050"	" 9.471083"	" 9.719084"	" 9.735758"	" 9.701948"	" 9.679140"	" 9.717002"
""	""	""	""	""	" 457.34879"	""	""	""	" 882.12851"	""	""	""	""	""	""	""	""	""	""	""	" 8.683190"	" 8.347628"	" 8.432315"	" 8.281475"	" 8.523627"	""	" 7.928657"	""	" 7.575658"	""	" 8.003162"	""	""	" 8.432095"	""	""	""	""	""	""	" 7.713981"	" 8.132514"	" 8.145656"	" 8.058672"	""	" 7.493086"	""	""
""	""	""	""	""	" 457.42105"	""	""	""	"1026.24197"	""	""	""	""	""	""	""	""	""	""	""	""	" 8.549487"	" 8.552906"	" 8.654492"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 457.56888"	""	""	""	" 530.77935"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.957043"	" 6.036395"	" 5.839255"	" 6.056915"	""	" 5.932224"	" 6.027372"	""	""	" 5.626058"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 457.62154"	""	""	""	" 319.75167"	""	""	""	""	""	""	""	""	""	""	""	" 8.020717"	" 8.113048"	" 8.088515"	" 8.189794"	" 8.112571"	" 8.096223"	" 7.949856"	" 8.164000"	" 8.205782"	" 8.153019"	" 8.544010"	" 8.479536"	" 8.391480"	" 8.348261"	" 8.536173"	" 8.422390"	" 8.426813"	" 7.702968"	" 7.670121"	" 7.736289"	" 7.605005"	" 7.659405"	" 7.905017"	" 8.033157"	" 8.199062"	" 8.182928"	" 8.050946"	" 8.247298"
