"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos_MM8_1.F.8_01_5674"	"pos_MM8_1.F.8_01_5683"	"pos_MM8_1.F.8_01_5692"	"pos_MM8_1.F.8_01_5701"	"pos_MM8_1.F.8_01_5710"	"pos_MM8_1.F.8_01_6577"	"pos_MM8_1.F.8_01_6586"	"pos_MM8_1.F.8_01_6595"	"pos_MM8_1.F.8_01_6604"	"pos_MM8_1.F.8_01_6615"	"pos_MM8_1.F.8_01_7103"	"pos_MM8_1.F.8_01_7104"	"pos_MM8_1.F.8_01_7113"	"pos_MM8_1.F.8_01_7122"	"pos_MM8_1.F.8_01_7131"	"pos_MM8_1.F.8_01_7145"	"pos_MM8_1.F.8_01_7153"	"pos_MM8_1.F.8_01_7360"	"pos_MM8_1.F.8_01_7361"	"pos_MM8_1.F.8_01_7362"	"pos_MM8_1.F.8_01_7365"	"pos_MM8_1.F.8_01_7366"	"pos_MM8_1.F.8_01_7394"	"pos_MM8_1.F.8_01_7397"	"pos_MM8_1.F.8_01_7405"	"pos_MM8_1.F.8_01_7414"	"pos_MM8_1.F.8_01_7423"	"pos_MM8_1.F.8_01_7433"
""	""	""	""	""	" 281.26565"	""	""	""	"1086.20034"	""	""	""	""	""	""	""	""	""	""	""	" 9.314298"	" 9.220774"	" 9.261328"	" 9.178995"	" 9.262804"	" 9.324640"	" 9.354933"	" 9.330534"	" 9.352984"	" 9.336386"	" 7.805230"	""	" 7.454508"	" 7.675391"	""	" 7.454678"	""	" 9.077079"	" 8.987921"	" 8.578556"	" 9.081943"	" 9.083598"	" 9.136668"	" 8.823106"	" 9.151705"	" 9.115516"	" 9.021241"	" 9.145748"
""	""	""	""	""	" 281.29453"	""	""	""	"1010.96553"	""	""	""	""	""	""	""	""	""	""	""	" 6.458965"	" 5.480239"	" 5.727083"	""	""	" 6.176183"	""	""	""	""	" 6.783184"	" 6.780667"	" 6.202374"	" 5.905693"	" 6.299537"	" 6.168472"	" 6.421973"	" 6.694245"	" 7.241905"	" 7.213603"	" 6.715238"	" 6.651324"	" 6.020052"	""	""	" 6.380150"	""	" 6.460017"
""	""	""	""	""	" 281.54645"	""	""	""	" 276.20211"	""	""	""	""	""	""	""	""	""	""	""	" 6.545310"	" 6.560000"	" 6.522187"	" 6.528589"	" 6.495145"	" 6.346152"	""	" 6.308231"	" 6.611141"	" 6.237136"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 281.59978"	""	""	""	" 387.09147"	""	""	""	""	""	""	""	""	""	""	""	" 6.570412"	" 6.766450"	" 6.596895"	" 6.909370"	" 6.690077"	""	" 5.640374"	" 5.969832"	" 5.629576"	""	" 7.627365"	" 7.654003"	" 7.284714"	" 7.566261"	" 7.521677"	" 7.329598"	" 7.365312"	" 7.559330"	" 7.632424"	" 7.575658"	" 7.426261"	" 7.455331"	" 7.485761"	" 7.482929"	" 7.738289"	" 7.734622"	" 7.510905"	" 7.767582"
""	""	""	""	""	" 282.05680"	""	""	""	"1096.94890"	""	""	""	""	""	""	""	""	""	""	""	" 8.629400"	" 8.515597"	" 8.424308"	" 8.434236"	" 8.509375"	" 8.514622"	" 8.556401"	" 8.143303"	" 8.435401"	" 8.372985"	" 8.787299"	" 8.714031"	" 8.390511"	" 8.299297"	" 8.513795"	" 8.395797"	" 8.360785"	" 8.391247"	" 8.275202"	" 8.424797"	" 8.365877"	" 8.435422"	" 8.099993"	" 8.182258"	" 8.101813"	" 7.933045"	" 8.045554"	" 8.223399"
""	""	""	""	""	" 282.08329"	""	""	""	" 184.80962"	""	""	""	""	""	""	""	""	""	""	""	" 6.933236"	" 6.767759"	" 6.845071"	" 6.871487"	" 6.865287"	" 9.009643"	" 7.861710"	" 8.744489"	" 8.803500"	" 9.035631"	" 8.948098"	" 8.970248"	" 8.514235"	" 9.033395"	" 9.250755"	" 8.829553"	" 9.106908"	" 8.829956"	" 8.695883"	" 8.551533"	" 8.782384"	" 8.660445"	" 8.424871"	" 8.704627"	" 8.638728"	" 8.791586"	" 8.269814"	" 8.766276"
""	""	""	""	""	" 282.17495"	""	""	""	" 638.09075"	""	""	""	""	""	""	""	""	""	""	""	" 6.993918"	" 6.200331"	""	""	""	""	""	""	" 5.941555"	""	" 6.827519"	" 6.667262"	" 6.763349"	" 6.921043"	" 6.855973"	" 6.870726"	" 6.703355"	" 6.572294"	" 6.448915"	" 6.670675"	""	""	""	" 6.406008"	" 6.559525"	" 6.440788"	" 6.741767"	" 6.648184"
""	""	""	""	""	" 282.05792"	""	""	""	" 387.32410"	""	""	""	""	""	""	""	""	""	""	""	" 6.020868"	" 6.215887"	" 6.015962"	" 6.332327"	""	" 6.516240"	" 5.321174"	" 6.536413"	" 6.827256"	""	" 5.973672"	""	" 6.124972"	""	" 6.675815"	" 7.161745"	" 6.714203"	" 6.452629"	" 5.894998"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 282.17513"	""	""	""	" 716.88515"	""	""	""	""	""	""	""	""	""	""	""	" 6.910114"	""	" 7.010124"	""	" 7.099988"	" 6.343022"	" 6.040255"	""	" 6.261797"	""	""	""	""	""	""	""	""	""	""	""	" 5.211975"	""	""	""	" 5.404621"	""	""	""
""	""	""	""	""	" 282.22155"	""	""	""	" 913.16865"	""	""	""	""	""	""	""	""	""	""	""	" 8.802949"	" 8.214825"	" 8.231774"	" 8.163617"	" 8.317235"	" 7.157022"	" 6.893540"	" 6.853139"	" 7.203655"	" 6.984005"	" 7.799904"	" 7.807038"	" 7.477712"	" 7.442772"	" 7.334434"	" 7.447723"	" 7.420732"	" 7.405047"	" 7.213057"	" 7.395183"	" 7.499614"	" 7.539163"	" 6.871423"	""	" 7.015267"	" 6.770312"	" 6.636891"	" 7.202155"
""	""	""	""	""	" 282.27804"	""	""	""	" 863.74576"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.527480"	" 7.621622"	""	" 7.552480"	" 7.052292"	" 6.436073"	" 6.874323"	""	" 6.297684"	""	" 6.217899"	" 6.674925"	" 6.295827"	" 6.311807"	""	""	" 6.549960"	""	" 5.801874"	""	""	""	" 6.221909"
""	""	""	""	""	" 282.26835"	""	""	""	"1086.36817"	""	""	""	""	""	""	""	""	""	""	""	" 7.235639"	""	" 5.404732"	" 7.557835"	" 7.379457"	""	" 7.690064"	""	" 7.712646"	""	""	""	""	""	""	""	""	""	""	""	""	" 7.231246"	" 6.706327"	" 7.382394"	""	""	""	" 7.349086"
""	""	""	""	""	" 282.58627"	""	""	""	" 386.71467"	""	""	""	""	""	""	""	""	""	""	""	" 5.454706"	""	""	""	""	""	" 5.139837"	""	""	""	" 7.311363"	" 7.182692"	" 7.015743"	" 6.242023"	" 6.750456"	" 6.894159"	" 6.685891"	" 7.863384"	" 7.734034"	" 7.669894"	" 7.805212"	" 7.606702"	" 7.333117"	" 6.830166"	" 6.709519"	" 6.680001"	" 6.631769"	""
""	""	""	""	""	" 283.05774"	""	""	""	"1097.07047"	""	""	""	""	""	""	""	""	""	""	""	" 9.567929"	" 9.375529"	" 9.375348"	" 9.420820"	" 9.397323"	" 9.477543"	" 9.356470"	" 9.186995"	" 9.452751"	" 9.410050"	" 9.616903"	" 9.524005"	" 9.320481"	" 9.314167"	" 9.403053"	" 9.320003"	" 9.267837"	" 9.286923"	" 9.031746"	" 9.385145"	" 9.283612"	" 9.427613"	" 9.067659"	" 9.086835"	" 9.058436"	" 8.937541"	" 8.916456"	" 9.164452"
""	""	""	""	""	" 282.90530"	""	""	""	"1140.90521"	""	""	""	""	""	""	""	""	""	""	""	" 9.688385"	" 9.076099"	" 9.097203"	" 9.066573"	" 9.176082"	" 8.485835"	" 7.700464"	" 7.608748"	" 7.932607"	" 7.649304"	" 8.782456"	" 8.257392"	" 8.014255"	" 8.189057"	" 7.990440"	" 8.396655"	" 8.113607"	" 7.400337"	" 6.871075"	" 7.127592"	" 7.254901"	" 7.231790"	" 7.015477"	" 7.350426"	" 7.491684"	" 7.412710"	" 7.476580"	" 7.024861"
""	""	""	""	""	" 283.08608"	""	""	""	" 386.38462"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.329351"	""	""	""	""	" 5.062089"	""	""	" 6.666407"	" 6.423065"	""	""	""	""	""	" 6.898916"	""	" 6.741981"	" 7.101096"	" 6.882856"	" 6.653926"	""	" 6.419239"	" 5.840828"	""	" 6.057702"
""	""	""	""	""	" 283.17407"	""	""	""	" 182.84637"	""	""	""	""	""	""	""	""	""	""	""	" 7.122195"	" 6.953019"	" 7.263795"	" 7.264030"	" 7.313819"	" 7.176291"	" 7.383433"	" 7.383642"	" 7.178088"	" 7.377395"	""	""	""	""	" 7.071635"	""	" 6.558653"	" 6.747401"	""	""	""	""	""	""	""	" 6.617419"	""	""
""	""	""	""	""	" 283.22716"	""	""	""	" 912.70121"	""	""	""	""	""	""	""	""	""	""	""	" 6.965783"	" 6.782573"	" 7.186411"	" 6.280845"	""	""	""	""	""	""	" 6.398209"	" 6.302619"	" 5.522740"	""	""	""	""	" 5.742388"	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 283.26274"	""	""	""	" 936.97472"	""	""	""	""	""	""	""	""	""	""	""	" 9.339346"	" 8.708374"	" 8.862746"	" 8.661718"	" 9.121761"	""	""	""	""	""	""	""	" 7.296896"	""	" 7.341460"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 283.60144"	""	""	""	" 387.14972"	""	""	""	""	""	""	""	""	""	""	""	" 6.492094"	" 6.213199"	" 6.228558"	" 6.127533"	""	" 5.780447"	" 5.970087"	" 5.787682"	""	" 5.735901"	" 7.902907"	" 7.809769"	" 7.690193"	" 7.811573"	" 7.930833"	" 7.875201"	" 7.898854"	" 7.084528"	" 7.214593"	" 7.063663"	" 7.252533"	" 7.301892"	" 7.264265"	" 7.448702"	" 7.513094"	" 7.412470"	" 7.300759"	" 7.595785"
""	""	""	""	""	" 284.06542"	""	""	""	"1097.39470"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.352452"	" 6.595318"	" 6.066519"	""	" 6.153429"	" 6.409159"	""	""	""	""	""	" 6.499403"	""	""	""	" 5.497757"	""	""	""
""	""	""	""	""	" 284.09567"	""	""	""	" 387.22803"	""	""	""	""	""	""	""	""	""	""	""	" 7.450461"	" 7.418517"	" 7.425148"	" 7.365737"	" 7.357413"	" 6.589070"	" 6.983196"	" 6.839287"	" 7.084340"	" 6.810047"	" 7.723323"	" 7.570823"	" 7.485093"	" 6.545625"	" 7.512727"	" 7.060112"	" 7.440452"	""	" 6.907019"	" 6.730999"	" 6.520831"	" 6.465261"	" 7.009821"	" 7.583211"	" 7.252196"	" 7.163795"	" 6.708459"	" 7.605866"
""	""	""	""	""	" 284.06927"	""	""	""	" 531.04786"	""	""	""	""	""	""	""	""	""	""	""	" 5.896034"	" 6.099278"	""	""	""	" 6.646972"	" 5.779409"	""	" 5.601440"	" 6.442167"	""	""	" 5.529429"	""	""	""	""	""	""	""	""	""	""	" 5.392463"	""	" 5.744540"	""	""
""	""	""	""	""	" 284.09285"	""	""	""	"1089.04987"	""	""	""	""	""	""	""	""	""	""	""	" 9.250038"	" 9.597344"	" 9.114118"	" 9.113274"	" 9.578027"	" 8.198072"	" 8.857956"	" 7.916918"	" 8.178290"	" 8.416237"	" 8.084835"	" 9.104071"	" 8.594527"	" 8.954245"	" 8.583481"	" 6.056318"	" 8.688146"	" 8.590257"	" 9.438221"	" 8.472715"	" 9.219053"	" 9.263541"	" 9.219300"	" 8.575186"	" 9.362050"	" 8.156916"	" 9.278887"	" 9.420283"
""	""	""	""	""	" 284.26759"	""	""	""	" 936.85528"	""	""	""	""	""	""	""	""	""	""	""	" 7.756572"	""	" 6.860915"	" 6.700879"	" 7.378828"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 284.33078"	""	""	""	"1085.59436"	""	""	""	""	""	""	""	""	""	""	""	" 7.936996"	" 7.777534"	" 7.724555"	" 7.766288"	" 7.941131"	"10.306629"	"10.628206"	"10.629067"	"10.624324"	"10.637788"	""	""	" 7.336663"	""	""	" 7.235092"	" 7.241168"	""	""	""	""	" 6.041595"	" 5.973220"	""	""	""	""	""
""	""	""	""	""	" 284.93513"	""	""	""	"1140.80528"	""	""	""	""	""	""	""	""	""	""	""	" 8.598920"	" 7.803878"	" 7.716209"	" 7.782537"	" 7.936433"	" 7.747514"	" 6.995428"	""	" 7.106329"	""	" 7.802652"	" 7.589398"	" 6.897645"	" 6.911374"	" 6.928438"	" 7.157049"	" 6.695544"	" 7.113348"	" 7.075288"	" 6.880866"	" 7.100305"	" 7.066817"	""	" 7.000630"	" 7.144112"	" 6.472856"	" 7.150106"	" 6.863051"
""	""	""	""	""	" 285.09473"	""	""	""	"1088.47550"	""	""	""	""	""	""	""	""	""	""	""	" 9.908567"	"10.316339"	" 9.948314"	" 9.985029"	" 9.888596"	" 8.724867"	" 8.836859"	" 9.215569"	" 9.383507"	" 9.230786"	" 9.353203"	" 9.361198"	" 9.751132"	" 9.302991"	" 9.284887"	" 9.555315"	" 9.567843"	"10.263512"	" 9.896035"	"10.300103"	" 9.587709"	" 9.991887"	" 9.997479"	" 9.286224"	"10.104245"	"10.049075"	"10.009066"	" 9.784029"
""	""	""	""	""	" 285.14074"	""	""	""	" 364.19660"	""	""	""	""	""	""	""	""	""	""	""	" 6.113505"	" 6.271366"	""	" 5.896846"	" 5.868754"	" 6.152281"	""	" 5.876598"	""	" 5.920570"	""	""	" 5.441690"	""	""	" 5.792818"	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 285.07600"	""	""	""	" 531.18826"	""	""	""	""	""	""	""	""	""	""	""	"13.240780"	"13.278495"	"13.281744"	"13.231852"	"13.286651"	"13.172902"	"13.137181"	"13.249024"	"13.281742"	"13.263163"	"13.370475"	"13.366387"	"13.288290"	"13.385116"	"13.426069"	"13.430786"	"13.458207"	"13.183791"	"13.198942"	"13.221889"	"13.136367"	"13.198472"	"13.275509"	"13.391832"	"13.348470"	"13.359046"	"13.204261"	"13.395025"
""	""	""	""	""	" 285.27830"	""	""	""	" 997.17888"	""	""	""	""	""	""	""	""	""	""	""	" 7.809359"	" 7.440846"	" 7.464013"	" 7.181160"	""	""	" 6.764513"	""	" 7.080107"	" 6.789026"	" 7.564048"	" 7.514377"	" 6.818478"	" 7.018581"	""	" 6.918387"	""	""	" 6.613431"	""	" 7.128413"	" 6.983071"	""	" 6.272001"	""	" 6.340656"	" 6.019235"	" 6.827256"
""	""	""	""	""	" 285.20331"	""	""	""	" 573.11112"	""	""	""	""	""	""	""	""	""	""	""	" 7.070731"	" 7.065292"	" 7.135394"	" 6.945606"	" 6.958945"	" 6.738588"	" 6.469436"	" 6.979011"	" 6.881822"	" 6.637519"	""	""	""	" 5.867151"	""	""	""	""	""	" 5.573899"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 285.27766"	""	""	""	"  53.80126"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.379056"	" 8.819390"	" 7.405938"	" 7.786319"	" 8.301296"	""	""	""	" 8.549724"	" 8.216006"	""	""	""	""	""	""	""	""	" 7.678339"	""	""	""	""
""	""	""	""	""	" 285.33454"	""	""	""	"1085.64475"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.818340"	""	""	" 9.104609"	" 9.171800"	" 9.101490"	" 9.162061"	" 9.129280"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 285.93700"	""	""	""	"1142.03065"	""	""	""	""	""	""	""	""	""	""	""	" 7.426405"	" 6.611435"	" 5.793843"	" 6.027316"	""	""	""	""	" 5.651240"	""	""	""	""	""	" 4.935351"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 286.12266"	""	""	""	" 373.25445"	""	""	""	""	""	""	""	""	""	""	""	" 9.158679"	" 9.205849"	" 9.229479"	" 9.143004"	" 9.218042"	" 8.997874"	" 8.861348"	" 9.038453"	" 9.008122"	" 9.026488"	" 8.617977"	" 8.652851"	" 8.464987"	" 8.704088"	" 8.658280"	" 8.723028"	" 8.792998"	""	" 6.125388"	" 6.785994"	" 7.039120"	" 6.970212"	" 6.785043"	" 7.208890"	""	" 7.077275"	" 6.935199"	" 6.745845"
""	""	""	""	""	" 286.07909"	""	""	""	" 531.18826"	""	""	""	""	""	""	""	""	""	""	""	"11.495285"	"11.555627"	"11.547182"	"11.509931"	"11.519169"	"11.470996"	"11.380539"	"11.532157"	"11.508865"	"11.481014"	"11.622093"	"11.669421"	"11.562355"	"11.665313"	"11.642085"	"11.714335"	"11.738266"	"11.380631"	"11.420644"	"11.434820"	"11.444431"	"11.497155"	"11.485120"	"11.627165"	"11.617382"	"11.643265"	"11.566831"	"11.627692"
""	""	""	""	""	" 286.10984"	""	""	""	" 622.90614"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.293966"	""	""	""	" 4.996131"	""	""	""	""	""	""	" 7.570649"	" 7.514743"	" 7.196633"	" 7.565869"	" 7.447332"	""	" 6.531041"	""	""	" 6.447319"	""
""	""	""	""	""	" 286.14847"	""	""	""	" 565.61926"	""	""	""	""	""	""	""	""	""	""	""	" 7.115394"	" 6.300342"	""	""	" 6.322417"	""	""	""	""	" 6.197600"	""	""	" 5.103761"	""	""	""	""	""	""	""	""	""	" 5.858415"	" 6.458439"	""	""	""	" 6.223909"
""	""	""	""	""	" 286.62458"	""	""	""	" 372.88286"	""	""	""	""	""	""	""	""	""	""	""	" 8.339875"	" 8.437366"	" 8.418467"	" 8.358381"	" 8.417235"	" 8.219763"	" 8.129250"	" 8.221701"	" 8.370455"	" 8.288182"	" 7.745919"	" 7.812926"	" 7.642467"	" 7.849330"	" 7.948010"	" 7.922464"	" 7.957765"	" 5.938443"	""	" 6.225239"	" 6.181060"	" 6.398209"	" 6.100995"	" 6.212526"	" 6.249543"	" 6.338877"	""	" 5.575202"
""	""	""	""	""	" 287.08123"	""	""	""	" 531.06086"	""	""	""	""	""	""	""	""	""	""	""	" 9.587317"	" 9.605248"	" 9.657529"	" 9.560384"	" 9.601200"	" 9.526406"	" 9.393270"	" 9.622884"	" 9.554733"	" 9.547521"	" 9.747068"	" 9.725170"	" 9.570573"	" 9.714122"	" 9.746464"	" 9.800684"	" 9.776446"	" 9.468600"	" 9.539234"	" 9.489760"	" 9.485520"	" 9.477398"	" 9.541288"	" 9.712110"	" 9.654994"	" 9.640041"	" 9.596782"	" 9.636668"
""	""	""	""	""	" 287.12274"	""	""	""	" 372.88286"	""	""	""	""	""	""	""	""	""	""	""	" 7.969455"	" 8.028547"	" 8.107016"	" 7.970449"	" 7.978763"	" 7.763777"	" 7.815071"	" 7.927032"	" 8.016223"	" 7.906617"	" 7.582824"	" 7.455719"	" 7.369344"	" 7.416297"	" 7.626368"	" 7.644559"	" 7.593249"	" 6.794685"	" 6.307530"	" 6.456330"	""	" 5.925465"	""	""	""	""	" 5.986605"	" 6.416497"
""	""	""	""	""	" 287.09160"	""	""	""	" 504.43505"	""	""	""	""	""	""	""	""	""	""	""	" 6.694408"	" 6.840480"	" 6.871245"	" 6.952969"	" 6.698396"	" 6.825944"	""	" 6.651324"	" 6.773630"	" 6.896201"	" 6.741370"	" 6.852784"	""	""	""	" 7.206322"	" 6.996381"	" 6.665551"	" 6.590916"	""	""	""	" 6.779408"	" 6.886638"	""	" 6.892881"	""	" 6.839296"
""	""	""	""	""	" 287.05666"	""	""	""	" 289.67096"	""	""	""	""	""	""	""	""	""	""	""	" 6.424700"	" 5.612544"	" 6.203733"	" 6.485996"	" 6.427618"	" 6.000444"	" 7.447332"	" 7.655754"	" 6.007732"	" 6.408226"	" 6.193602"	" 6.265979"	""	""	" 6.526132"	""	""	""	""	" 6.040255"	""	" 5.577584"	" 6.431338"	""	""	""	" 6.452799"	" 6.316067"
""	""	""	""	""	" 287.62345"	""	""	""	" 373.42543"	""	""	""	""	""	""	""	""	""	""	""	" 6.743748"	" 6.663520"	" 6.771083"	" 6.764440"	" 6.681445"	" 6.737155"	" 6.366388"	" 6.563998"	" 6.694661"	" 6.457096"	" 5.965888"	" 6.041264"	" 5.772114"	" 6.007732"	" 5.960583"	" 5.533421"	" 6.376727"	""	""	""	""	""	""	" 5.649875"	""	""	""	""
""	""	""	""	""	" 288.09916"	""	""	""	" 387.25668"	""	""	""	""	""	""	""	""	""	""	""	" 6.417888"	" 6.607839"	" 6.209829"	" 6.497680"	" 6.060841"	" 6.141366"	" 5.908778"	" 6.158571"	" 6.678734"	" 6.253526"	" 7.497008"	" 7.567701"	" 7.451582"	" 7.623290"	" 7.565267"	" 7.393135"	" 7.576864"	""	" 7.199899"	" 7.092662"	" 7.152480"	" 7.260258"	" 6.827985"	" 7.364674"	" 7.355268"	" 6.652626"	" 6.980148"	" 7.441635"
""	""	""	""	""	" 288.08468"	""	""	""	" 530.78733"	""	""	""	""	""	""	""	""	""	""	""	" 7.295073"	" 7.187022"	" 7.232398"	" 7.358788"	" 7.199793"	" 7.356675"	" 7.205902"	" 7.413666"	" 7.158670"	" 7.341815"	" 7.100463"	" 7.492453"	" 7.227366"	" 7.262382"	" 7.421804"	" 7.522837"	" 7.545753"	""	""	""	" 7.115133"	" 7.270482"	" 7.220132"	" 7.489005"	" 7.243173"	" 7.575314"	" 7.322370"	" 7.540592"
""	""	""	""	""	" 288.08764"	""	""	""	" 257.82296"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.858516"	" 6.859131"	" 6.741904"	" 6.432956"	" 6.557142"	" 6.523345"	""	""	""	""	""
""	""	""	""	""	" 288.25283"	""	""	""	" 587.00262"	""	""	""	""	""	""	""	""	""	""	""	" 5.830027"	" 6.116475"	" 5.850546"	" 6.037852"	" 6.067169"	" 6.734678"	" 6.372145"	""	" 6.464214"	" 6.448549"	" 6.702943"	" 6.660194"	" 6.539817"	" 6.618215"	" 6.568999"	" 6.769541"	" 6.755257"	" 6.674689"	" 6.383561"	" 6.576208"	" 6.219407"	""	" 6.265636"	" 6.241071"	" 6.334813"	" 6.542881"	" 6.532688"	" 6.629277"
""	""	""	""	""	" 288.92207"	""	""	""	"1140.21083"	""	""	""	""	""	""	""	""	""	""	""	"11.197060"	"10.346452"	"10.250015"	"10.554552"	"10.467256"	" 9.980259"	" 9.571758"	" 9.276693"	" 9.640424"	" 9.255536"	"10.273406"	" 9.975187"	" 9.621506"	" 9.669320"	" 9.710064"	" 9.815333"	" 9.661337"	" 9.320415"	" 9.385551"	" 9.385296"	" 9.447648"	" 9.482499"	" 9.029291"	" 9.346314"	" 9.484225"	" 9.386448"	" 9.411306"	" 9.333351"
""	""	""	""	""	" 288.92172"	""	""	""	"  25.13799"	""	""	""	""	""	""	""	""	""	""	""	" 9.495915"	" 9.568051"	" 9.553303"	" 9.572599"	" 9.629898"	""	""	" 8.477479"	" 8.427328"	""	" 8.482670"	" 8.426960"	" 8.346433"	" 8.380136"	" 8.428782"	" 8.460342"	" 8.432588"	""	""	""	""	""	""	" 8.192149"	" 8.349187"	" 8.416982"	" 8.319448"	" 8.452376"
""	""	""	""	""	" 289.15413"	""	""	""	" 447.56996"	""	""	""	""	""	""	""	""	""	""	""	" 8.736711"	" 8.791973"	" 8.749976"	" 8.767613"	" 8.843421"	" 8.514293"	" 8.459890"	" 8.693814"	" 8.559241"	" 8.599229"	" 8.107522"	" 8.050924"	" 7.925562"	" 7.830947"	" 7.990271"	" 8.095552"	" 7.989360"	" 7.636486"	" 7.651770"	" 7.586016"	" 7.701450"	" 7.552477"	" 7.892517"	" 7.789206"	" 7.875201"	" 7.808404"	" 7.780358"	" 7.865862"
""	""	""	""	""	" 289.11842"	""	""	""	" 373.28970"	""	""	""	""	""	""	""	""	""	""	""	" 7.807110"	" 7.676607"	" 7.738720"	" 7.840472"	" 7.884733"	" 9.040597"	" 8.781920"	" 9.005370"	" 9.093765"	" 9.120034"	" 9.034278"	" 9.061748"	" 8.828077"	" 9.030814"	" 9.064158"	" 8.968391"	" 9.097383"	" 8.640155"	" 8.730005"	" 8.749184"	" 8.681766"	" 8.712527"	" 8.861380"	" 8.928451"	" 8.864724"	" 8.760550"	" 8.692369"	" 8.751342"
""	""	""	""	""	" 289.07069"	""	""	""	" 320.09975"	""	""	""	""	""	""	""	""	""	""	""	" 6.514518"	" 6.116799"	" 5.990224"	" 6.385933"	" 7.472096"	" 7.859889"	" 7.017979"	" 7.483773"	" 7.634701"	" 7.773396"	" 7.981192"	" 8.068613"	" 7.613365"	" 7.932289"	" 8.232978"	" 7.839188"	" 8.058353"	" 7.786598"	" 7.792565"	" 7.709100"	" 7.842604"	" 7.711126"	" 7.750647"	" 7.752249"	" 7.675750"	" 7.805533"	" 7.487922"	" 7.873924"
""	""	""	""	""	" 289.18310"	""	""	""	"1085.63246"	""	""	""	""	""	""	""	""	""	""	""	" 8.489221"	" 8.580954"	" 8.446856"	" 8.414914"	" 8.520752"	"10.174242"	"10.197203"	"10.156649"	"10.013689"	"10.152405"	" 7.557452"	" 7.916044"	" 7.708386"	""	" 7.695500"	" 7.622647"	""	""	""	" 7.369338"	" 7.898660"	" 7.643016"	" 7.453721"	" 7.328827"	" 7.852321"	" 7.229012"	" 7.747672"	" 7.834110"
""	""	""	""	""	" 289.15351"	""	""	""	" 666.52789"	""	""	""	""	""	""	""	""	""	""	""	" 8.105902"	" 6.984627"	""	" 7.682276"	" 7.995606"	" 7.247422"	" 7.675594"	""	" 7.433922"	" 7.626219"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 289.92553"	""	""	""	"1141.33825"	""	""	""	""	""	""	""	""	""	""	""	" 8.725814"	""	""	""	""	""	" 7.550572"	""	""	" 8.133606"	""	" 7.554202"	""	""	" 6.939780"	" 7.324973"	" 7.020349"	" 8.929043"	" 8.314604"	" 7.980565"	""	""	" 7.378419"	" 8.086513"	" 7.925134"	" 7.675787"	" 7.949224"	" 7.854822"
""	""	""	""	""	" 290.05682"	""	""	""	" 519.64356"	""	""	""	""	""	""	""	""	""	""	""	" 6.101538"	" 6.370996"	""	" 6.309575"	""	" 6.323505"	""	""	" 6.230180"	" 6.368119"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 290.12727"	""	""	""	" 372.95028"	""	""	""	""	""	""	""	""	""	""	""	" 7.746240"	" 7.871694"	" 7.911688"	" 7.788762"	" 7.959175"	" 9.381048"	" 9.067951"	" 9.182733"	" 9.290536"	" 9.281252"	" 9.236830"	" 9.191613"	" 9.016274"	" 9.163888"	" 9.304394"	" 9.233593"	" 9.246507"	" 8.983288"	" 9.002347"	" 8.900030"	" 8.991784"	" 9.032678"	" 8.895528"	" 9.024462"	" 9.016559"	" 9.033263"	" 8.882276"	" 9.053267"
""	""	""	""	""	" 290.15683"	""	""	""	" 447.65707"	""	""	""	""	""	""	""	""	""	""	""	" 7.176454"	" 6.907543"	" 7.050716"	" 7.097305"	" 7.002818"	" 6.533576"	" 6.902727"	" 7.065579"	" 7.040887"	" 6.916057"	" 5.878206"	" 6.287938"	" 6.394496"	" 5.927857"	" 6.460102"	""	" 6.243032"	" 5.792818"	""	" 5.479284"	" 5.585179"	""	""	" 6.176993"	""	" 5.560928"	" 6.393341"	" 6.185220"
