"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Site]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Harvest date]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Fresh weight]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"
"HAI42_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.387"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN348"
"HAI42_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"11.09.2014"	""	""	"0.955"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN349"
"ALB01_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.16"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN351"
"ALB01_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"1.632"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN356"
"ALB01_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.4608"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN357"
"ALB01_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"1.2096"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN358"
"ALB01_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.2926"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN359"
"ALB07_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.2381"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN382"
"ALB07_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.7205"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN383"
"ALB07_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"1.3687"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN384"
"ALB07_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"1.7569"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN386"
"ALB07_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.3572"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN388"
"ALB07_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.708"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN390"
"ALB08_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.3584"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN391"
"ALB08_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.7046"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN392"
"ALB08_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"2.0303"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN393"
"ALB08_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.6896"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN394"
"ALB08_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.9171"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN395"
"ALB08_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"1.641"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN397"
"ALB08_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.9719"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN398"
"ALB08_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.7706"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN400"
"ALB09_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.587"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN402"
"ALB09_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.7414"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN407"
"ALB09_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"1.4983"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN408"
"ALB10_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.103"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN412"
"ALB10_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.5632"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN413"
"ALB10_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"1.4279"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN414"
"ALB10_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"1.0671"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN416"
"ALB10_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"1.3585"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN418"
"ALB10_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.8373"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN420"
"ALB15_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.5972"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN421"
"ALB15_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.6141"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN422"
"ALB15_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.4434"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN423"
"ALB15_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"2.709"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN424"
"ALB15_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"1.4414"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN426"
"ALB15_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"1.3243"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN427"
"ALB15_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"2.1519"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN428"
"ALB15_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"3.0437"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN429"
"ALB15_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.8747"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN430"
"ALB18_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.3487"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN443"
"ALB18_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"1.7698"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN444"
"ALB18_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.2875"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN445"
"ALB18_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.7463"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN447"
"ALB18_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"1.1601"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN448"
"ALB18_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.9894"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN449"
"ALB18_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.4113"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN450"
"ALB21_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"1.2269"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN451"
"ALB21_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.1399"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN452"
"ALB21_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"1.5307"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN454"
"ALB21_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"0.9899"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN456"
"ALB21_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"2.6922"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN457"
"ALB21_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"25.09.2014"	""	""	"1.8594"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN458"
"ALB22_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.1994"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN462"
"ALB22_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.4458"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN463"
"ALB22_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"1.6369"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN466"
"ALB22_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"1.1566"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN468"
"ALB22_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"1.4237"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN469"
"ALB22_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"1.7537"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN470"
"ALB31_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.7838"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN472"
"ALB31_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.6249"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN473"
"ALB31_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"1.8046"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN476"
"ALB31_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"1.1615"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN477"
"ALB31_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"2.4858"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN478"
"ALB31_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"5.1703"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN479"
"ALB33_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"1.0446"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN482"
"ALB33_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.8193"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN484"
"ALB33_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.935"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN486"
"ALB33_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.9286"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN489"
"ALB33_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.9236"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN490"
"ALB38_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.7658"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN491"
"ALB38_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.2182"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN493"
