"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Plant development stage]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Species code]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Exposition]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Soil humidity]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Light conditions]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Substrate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Fresh weight]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample batch number]"	"Term Source REF"	"Term Accession Number"	"Factor Value[LCMS date]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample date]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Collection Season]"	"Term Source REF"	"Term Accession Number"
"Spring_Plaund_01"	"Plagiomnium undulatum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/95766"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Plaund_01"	"Plaund"	""	""	"W"	""	""	"fresh"	""	""	"half-shade"	""	""	"Soil"	""	""	"67.4"	""	""	"12"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Plaund_02"	"Plagiomnium undulatum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/95766"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Plaund_02"	"Plaund"	""	""	"W"	""	""	"fresh"	""	""	"half-shade"	""	""	"Soil"	""	""	"75.8"	""	""	"13"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Plaund_03"	"Plagiomnium undulatum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/95766"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Plaund_03"	"Plaund"	""	""	"W"	""	""	"fresh"	""	""	"half-shade"	""	""	"Soil"	""	""	"95.1"	""	""	"14"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Calcus_01"	"Calliergonella cuspidata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52999"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Calcus_01"	"Calcus"	""	""	"N"	""	""	"fresh"	""	""	"half-shade"	""	""	"Soil"	""	""	"66.8"	""	""	"15"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Rhysqu_01"	"Rhytidiadelphus squarrosus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/53008"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Rhysqu_01"	"Rhysqu"	""	""	"N"	""	""	"fresh"	""	""	"half-shade"	""	""	"Soil"	""	""	"64"	""	""	"16"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Calcus_02"	"Calliergonella cuspidata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52999"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Calcus_02"	"Calcus"	""	""	"S"	""	""	"fresh"	""	""	"half-shade"	""	""	"Soil"	""	""	"62.6"	""	""	"17"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Rhysqu_02"	"Rhytidiadelphus squarrosus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/53008"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Rhysqu_02"	"Rhysqu"	""	""	"S"	""	""	"fresh"	""	""	"half-shade"	""	""	"Soil"	""	""	"50.3"	""	""	"18"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Rhysqu_03"	"Rhytidiadelphus squarrosus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/53008"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Rhysqu_03"	"Rhysqu"	""	""	"O"	""	""	"fresh"	""	""	"half-shade"	""	""	"Soil"	""	""	"49.4"	""	""	"19"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Calcus_03"	"Calliergonella cuspidata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52999"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Calcus_03"	"Calcus"	""	""	"N"	""	""	"fresh"	""	""	"half-shade"	""	""	"Rock_lean_soil"	""	""	"71.1"	""	""	"20"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Hypcup_02"	"Hypnum cupressiforme"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/53011"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Hypcup_02"	"Hypcup"	""	""	"S"	""	""	"fresh"	""	""	"half-shade"	""	""	"Rock_lean_soil"	""	""	"74.3"	""	""	"21"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Hypcup_03"	"Hypnum cupressiforme"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/53011"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Hypcup_03"	"Hypcup"	""	""	"S"	""	""	"dry"	""	""	"half-shade"	""	""	"Rock"	""	""	"60.1"	""	""	"22"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Gripul_02"	"Grimmia pulvinata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/115594"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Gripul_02"	"Gripul"	""	""	"S"	""	""	"dry"	""	""	"half-shade"	""	""	"Rock"	""	""	"87"	""	""	"23"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Gripul_03"	"Grimmia pulvinata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/115594"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Gripul_03"	"Gripul"	""	""	"S"	""	""	"dry"	""	""	"half-shade"	""	""	"Rock"	""	""	"65.1"	""	""	"24"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Marpol_01"	"Marchantia polymorpha"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3197"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Marpol_01"	"Marpol"	""	""	"N"	""	""	"fresh"	""	""	"shade"	""	""	"Soil"	""	""	"174"	""	""	"25"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Marpol_02"	"Marchantia polymorpha"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3197"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Marpol_02"	"Marpol"	""	""	"N"	""	""	"fresh"	""	""	"shade"	""	""	"Soil"	""	""	"152.2"	""	""	"26"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"Spring_Marpol_03"	"Marchantia polymorpha"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3197"	"shoot system"	"PO"	"http://purl.obolibrary.org/obo/PO_0009006"	"gametophyte vegetative stage"	"PO"	"http://purl.obolibrary.org/obo/PO_0025340"	"Sample collection"	"Spring_Marpol_03"	"Marpol"	""	""	"N"	""	""	"fresh"	""	""	"shade"	""	""	"Soil"	""	""	"208.9"	""	""	"27"	""	""	"16/06/2017"	""	""	"11/05/2017"	""	""	"Spring"	""	""
"QC_neg_summer_01"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_summer_01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_summer_02"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_summer_02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_summer_03"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_summer_03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_summer_04"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_summer_04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_summer_05"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_summer_05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_summer_06"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_summer_06"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_autumn_01"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_autumn_01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_autumn_02"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_autumn_02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_autumn_03"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_autumn_03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_autumn_04"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_autumn_04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_autumn_05"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_autumn_05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_winter_01"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_winter_01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_winter_02"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_winter_02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_winter_03"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_winter_03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_winter_04"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_winter_04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_winter_05"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_winter_05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_winter_06"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_winter_06"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_spring_01"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_spring_01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_spring_02"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_spring_02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_spring_03"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_spring_03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_spring_04"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_spring_04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_spring_05"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_spring_05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_neg_spring_06"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_neg_spring_06"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_summer_01"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_summer_01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_summer_02"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_summer_02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_summer_03"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_summer_03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_summer_04"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_summer_04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_summer_05"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_summer_05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_autumn_01"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_autumn_01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_autumn_02"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_autumn_02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_autumn_03"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_autumn_03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_autumn_04"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_autumn_04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_autumn_05"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_autumn_05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_winter_01"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_winter_01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_winter_02"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_winter_02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_winter_03"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_winter_03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_winter_04"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_winter_04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_winter_05"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_winter_05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_winter_06"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_winter_06"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_winter_07"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_winter_07"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_spring_01"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_spring_01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_spring_02"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_spring_02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_spring_03"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_spring_03"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_spring_04"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_spring_04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_spring_05"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_spring_05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_spring_06"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_spring_06"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_spring_07"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_spring_07"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_spring_08"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_spring_08"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_spring_09"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_spring_09"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"QC_pos_spring_10"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	"blank value"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0002804"	""	""	""	"Sample collection"	"QC_pos_spring_10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
