"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Survival]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Term Source REF"	"Term Accession Number"
"Pig Serum 409"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101111SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 410"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101111SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 411"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101209SB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 412"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101209SFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Serum 413"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101209SFR4"	"Lived"	""	""	"Fasted"	""	""	"FR4"	""	""
"Pig Serum 414"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101209SFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Serum 415"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101209SFR16"	"Lived"	""	""	"Fasted"	""	""	"FR16"	""	""
"Pig Serum 416"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101209SFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Serum 417"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101209SPR24"	"Lived"	""	""	"Fasted"	""	""	"PR24"	""	""
"Pig Serum 418"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101209SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 419"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101209SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 420"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101811SB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 421"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101811SFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Serum 422"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101811SFR4"	"Lived"	""	""	"Prefed"	""	""	"FR4"	""	""
"Pig Serum 423"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101811SFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Serum 424"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101811SFR16"	"Lived"	""	""	"Prefed"	""	""	"FR16"	""	""
"Pig Serum 425"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101811SFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Serum 426"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101811SPR24"	"Lived"	""	""	"Prefed"	""	""	"PR24"	""	""
"Pig Serum 427"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101811SPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Serum 428"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101811SS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Serum 429"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101909SB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 430"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101909SFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Serum 431"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101909SFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Serum 432"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101909SFR16"	"Lived"	""	""	"Fasted"	""	""	"FR16"	""	""
"Pig Serum 433"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101909SFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Serum 434"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101909SPR24"	"Lived"	""	""	"Fasted"	""	""	"PR24"	""	""
"Pig Serum 435"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101909SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 436"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M101909SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 437"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102510SB"	"Died"	""	""	"Negative Control"	""	""	"B"	""	""
"Pig Serum 438"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102510SS45"	"Died"	""	""	"Negative Control"	""	""	"S45"	""	""
"Pig Serum 439"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102511SB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 440"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102511SFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Serum 441"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102511SFR4"	"Lived"	""	""	"Prefed"	""	""	"FR4"	""	""
"Pig Serum 442"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102511SFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Serum 443"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102511SFR16"	"Lived"	""	""	"Prefed"	""	""	"FR16"	""	""
"Pig Serum 444"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102511SFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Serum 445"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102511SPR24"	"Lived"	""	""	"Prefed"	""	""	"PR24"	""	""
"Pig Serum 446"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102511SPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Serum 447"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M102511SS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Serum 448"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110111SB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 449"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110111SFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Serum 450"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110111SFR4"	"Lived"	""	""	"Prefed"	""	""	"FR4"	""	""
"Pig Serum 451"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110111SFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Serum 452"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110111SFR16"	"Lived"	""	""	"Prefed"	""	""	"FR16"	""	""
"Pig Serum 453"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110111SFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Serum 454"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110111SPR24"	"Lived"	""	""	"Prefed"	""	""	"PR24"	""	""
"Pig Serum 455"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110111SPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Serum 456"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110111SS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Serum 457"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110810SB"	"Died"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 458"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110810SFR2"	"Died"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Serum 459"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110810SS45"	"Died"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 460"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110909SB"	"Died"	""	""	"Negative Control"	""	""	"B"	""	""
"Pig Serum 461"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M110909SS45"	"Died"	""	""	"Negative Control"	""	""	"S45"	""	""
"Pig Serum 462"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111510SB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Serum 463"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111510SFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Serum 464"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111510SFR4"	"Lived"	""	""	"Fasted"	""	""	"FR4"	""	""
"Pig Serum 465"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111510SFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Serum 466"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111510SFR16"	"Lived"	""	""	"Fasted"	""	""	"FR16"	""	""
"Pig Serum 467"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111510SFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Serum 468"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111510SPR24"	"Lived"	""	""	"Fasted"	""	""	"PR24"	""	""
"Pig Serum 469"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111510SPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Serum 470"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111510SS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Serum 471"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111609SB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Serum 472"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111609SFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Serum 473"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111609SFR4"	"Lived"	""	""	"Control"	""	""	"FR4"	""	""
"Pig Serum 474"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111609SFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Serum 475"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111609SFR16"	"Lived"	""	""	"Control"	""	""	"FR16"	""	""
"Pig Serum 476"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111609SFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Serum 477"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111609SPR24"	"Lived"	""	""	"Control"	""	""	"PR24"	""	""
"Pig Serum 478"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111609SPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Serum 479"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M111609SS45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Serum 480"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M112911SFR4"	"Lived"	""	""	"Prefed"	""	""	"FR4"	""	""
"Pig Serum 481"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M112911SFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Serum 482"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M112911SS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Serum 483"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120610SB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Serum 484"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120610SFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Serum 485"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120610SFR4"	"Lived"	""	""	"Prefed"	""	""	"FR4"	""	""
"Pig Serum 486"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120610SFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Serum 487"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120610SFR16"	"Lived"	""	""	"Prefed"	""	""	"FR16"	""	""
"Pig Serum 488"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120610SFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Serum 489"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120610SPR24"	"Lived"	""	""	"Prefed"	""	""	"PR24"	""	""
"Pig Serum 490"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120610SPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Serum 491"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120610SS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Serum 492"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120709SB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Serum 493"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120709SFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Serum 494"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120709SFR4"	"Lived"	""	""	"Control"	""	""	"FR4"	""	""
"Pig Serum 495"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120709SFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Serum 496"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120709SFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Serum 497"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120709SPR24"	"Lived"	""	""	"Control"	""	""	"PR24"	""	""
"Pig Serum 498"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120709SPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Serum 499"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"M120709SS45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
