"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Sample type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Injection order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Polarity]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Experiment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Temperature]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Preservative]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_PoolEI-1_POS"	"pool"	""	""	"15"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_PoolEI-2_POS"	"pool"	""	""	"27"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_PoolEI-3_POS"	"pool"	""	""	"39"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_PoolEI-4_POS"	"pool"	""	""	"51"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_PoolEI-5_POS"	"pool"	""	""	"63"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_PoolEI-6_POS"	"pool"	""	""	"75"	""	""	"positive"	""	""	"ex2"	""	""	"NA"	""	""	"NA"	""	""	"NA"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T0-1_POS"	"sample"	""	""	"32"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T0-2_POS"	"sample"	""	""	"46"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T0-3_POS"	"sample"	""	""	"53"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T12-1_POS"	"sample"	""	""	"65"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T12-2_POS"	"sample"	""	""	"43"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T12-3_POS"	"sample"	""	""	"60"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T24-1_POS"	"sample"	""	""	"64"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T24-2_POS"	"sample"	""	""	"41"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T24-3_POS"	"sample"	""	""	"66"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T48-1_POS"	"sample"	""	""	"42"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T48-2_POS"	"sample"	""	""	"33"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T48-3_POS"	"sample"	""	""	"69"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T72-1_POS"	"sample"	""	""	"22"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T72-2_POS"	"sample"	""	""	"20"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"urine"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"100911_RT-T72-3_POS"	"sample"	""	""	"18"	""	""	"positive"	""	""	"ex2"	""	""	"room_temperature"	""	""	"no"	""	""	"72"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
