"variable.name"	"HU_neg_011_b2"	"HU_neg_014_b2"	"HU_neg_015_b2"	"HU_neg_017"	"HU_neg_018"	"HU_neg_019_b2"	"HU_neg_020"	"HU_neg_021"	"HU_neg_022_b2"	"HU_neg_023_b2"	"HU_neg_024_b2"	"HU_neg_025_b2"	"HU_neg_026_b2"	"HU_neg_027"	"HU_neg_028"	"HU_neg_029_b2"	"HU_neg_030_b2"	"HU_neg_031_b2"	"HU_neg_032"	"HU_neg_033_b2"	"HU_neg_034"	"HU_neg_035_b2"	"HU_neg_036_b2"	"HU_neg_037"	"HU_neg_038_b2"	"HU_neg_039_b2"	"HU_neg_040_b2"	"HU_neg_041"	"HU_neg_042_b2"	"HU_neg_043"	"HU_neg_044"	"HU_neg_045_b2"	"HU_neg_046_b2"	"HU_neg_047"	"HU_neg_048"	"HU_neg_049"	"HU_neg_050"	"HU_neg_051"	"HU_neg_052"	"HU_neg_053_b2"	"HU_neg_054_b2"	"HU_neg_055"	"HU_neg_056_b2"	"HU_neg_057_b2"	"HU_neg_058_b2"	"HU_neg_060"	"HU_neg_061"	"HU_neg_062_b2"	"HU_neg_063_b2"	"HU_neg_064"	"HU_neg_065"	"HU_neg_066"	"HU_neg_067_b2"	"HU_neg_068"	"HU_neg_069_b2"	"HU_neg_070_b2"	"HU_neg_072"	"HU_neg_073_b2"	"HU_neg_074_b2"	"HU_neg_075_b2"	"HU_neg_076_b2"	"HU_neg_077"	"HU_neg_078"	"HU_neg_079"	"HU_neg_080_b2"	"HU_neg_081_b2"	"HU_neg_082_b2"	"HU_neg_083"	"HU_neg_084_b2"	"HU_neg_085_b2"	"HU_neg_086"	"HU_neg_087_b2"	"HU_neg_088"	"HU_neg_089"	"HU_neg_090"	"HU_neg_091"	"HU_neg_092_b2"	"HU_neg_093"	"HU_neg_094"	"HU_neg_095_b2"	"HU_neg_096_b2"	"HU_neg_097_b2"	"HU_neg_098_b2"	"HU_neg_099"	"HU_neg_100"	"HU_neg_101"	"HU_neg_102_b2"	"HU_neg_103_b2"	"HU_neg_105"	"HU_neg_106_b2"	"HU_neg_107"	"HU_neg_108"	"HU_neg_109"	"HU_neg_110"	"HU_neg_112_b2"	"HU_neg_113_b2"	"HU_neg_114_b2"	"HU_neg_115_b2"	"HU_neg_116"	"HU_neg_117_b2"	"HU_neg_118"	"HU_neg_119_b2"	"HU_neg_120_b2"	"HU_neg_121_b2"	"HU_neg_122_b2"	"HU_neg_123"	"HU_neg_124_b2"	"HU_neg_125"	"HU_neg_126"	"HU_neg_127"	"HU_neg_129_b2"	"HU_neg_130"	"HU_neg_131"	"HU_neg_132"	"HU_neg_133"	"HU_neg_134"	"HU_neg_135_b2"	"HU_neg_136_b2"	"HU_neg_137_b2"	"HU_neg_138"	"HU_neg_139_b2"	"HU_neg_140_b2"	"HU_neg_142_b2"	"HU_neg_143_b2"	"HU_neg_144"	"HU_neg_145_b2"	"HU_neg_146_b2"	"HU_neg_147_b2"	"HU_neg_148"	"HU_neg_149"	"HU_neg_150"	"HU_neg_152"	"HU_neg_154"	"HU_neg_155_b2"	"HU_neg_156"	"HU_neg_157"	"HU_neg_158"	"HU_neg_159_b2"	"HU_neg_160_b2"	"HU_neg_162_b2"	"HU_neg_163"	"HU_neg_164_b2"	"HU_neg_166_b2"	"HU_neg_167_b2"	"HU_neg_168_b2"	"HU_neg_169_b2"	"HU_neg_170"	"HU_neg_171"	"HU_neg_172"	"HU_neg_173"	"HU_neg_174"	"HU_neg_175"	"HU_neg_177_b2"	"HU_neg_179"	"HU_neg_180"	"HU_neg_181"	"HU_neg_182"	"HU_neg_183_b2"	"HU_neg_184"	"HU_neg_185"	"HU_neg_186"	"HU_neg_187_b2"	"HU_neg_188_b2"	"HU_neg_189"	"HU_neg_190_b2"	"HU_neg_191_b2"	"HU_neg_192"	"HU_neg_193_b2"	"HU_neg_194_b2"	"HU_neg_195_b2"	"HU_neg_196"	"HU_neg_197_b2"	"HU_neg_198_b2"	"HU_neg_199_b2"	"HU_neg_200"	"HU_neg_201"	"HU_neg_202"	"HU_neg_203_b2"	"HU_neg_204"	"HU_neg_205_b2"	"HU_neg_206_b2"	"HU_neg_207"	"HU_neg_208"	"HU_neg_209"
"X175.060135_5.52"	1007281	1487469	1069606	85570	5185354	3491777	768813	811585	4739444	291267	1737898	5307520	380224	629992	184654	12919439	3447668	32246592	130644	1634611	12745703	6868065	3412789	34949	1725760	2677701	16486928	101341	1042776	1162245	633029	115792	7354595	1205837	217339	559468	12353676	26708	683830	431358	1672193	68196	5116692	6723651	4774112	10084334	1419775	18080860	9996765	551247	18012335	610982	644542	474097	1980086	9214051	1737802	3903044	919441	1771261	1241927	823040	10194318	667071	269522	11960517	8026262	5804019	529740	4095309	1072206	499455	1640035	702597	888833	20006253	1792450	936924	4236792	1654236	3224	483373	9679727	1435485	323503	249063	20655272	6276978	255578	5533137	1335088	329814	128872	282063	5983950	1578174	2543303	1935469	141280	21581115	73415	483011	362314	423052	13268847	293779	2119319	570529	4727215	2378852	7275379	2741088	3913115	4420164	273214	329937	2652660	391810	3354872	1298791	8818294	229454	3662733	4297787	1943560	5745052	1538355	26261958	6076204	491506	201446	398550	546246	743883	205998	270047	2450613	3285128	1781359	675103	729311	493678	2568237	590328	3098324	1297907	2181006	2467710	517380	2879039	510244	4393232	2535047	103431	305884	330211	224428	3159131	143053	251745	266132	109807	2307693	708108	3559207	3901596	1013356	2758609	2627565	4341054	674786	4323746	1887159	1092630	496794	474363	375497	1151587	684301	5040629	10079986	665478	1166802	1617420
"X192.066148_6.13"	832013	139924	640528	80645	573713	209380	111848	293814	422417	93072	269282	300278	266856	76847	290283	108224	1492712	1106235	343653	1130207	683425	613659	661164	245134	22319	491735	1374989	119605	355664	323874	38406	910158	411419	208879	306433	329741	279165	366769	166036	260978	776176	307176	358250	550611	839552	636173	106612	571446	767967	215889	394889	412045	825318	507650	250755	363012	2666950	1195077	160535	302626	214842	1006511	187851	572939	471693	899697	1025669	794860	157504	307460	1141790	4269851	502390	264957	349081	453608	411678	84629	208953	656910	607.5	751443	1427392	616543	503743	54620	810110	435834	132482	303497	842261	72838	24538	150032	1506027	321103	421456	226903	159229	705508	62486	1294920	676603	242145	583306	595102	633718	209078	472828	332880	299290	60479	946498	184124	670595	148975	466680	736267	284836	197468	258409	236651	882564	283059	3412830	414264	125823	338884	570747	486923	194875	338440	101682	387572	43201	205063	1189855	234995	2060619	519567	2676585	375197	1194887	840394	4620106	1939260	1922112	832979	919256	554120	738902	2581880	624452	230302	149233	110210	64773	1428986	631955	158110	226740	61676	81046	943959	1901281	222481	143909	251330	640041	183505	409349	605046	1805777	620975	239579	203297	229976	577113	278022	264054	545929	477396	71341	189817
"X153.018293_4.83"	873695	176789	527770	76041	194525	263150	60770	213511	1074674	67230	295636	159685	104453	51789	155677	147651	277092	215001	205114	567576	80508	354228	1027243	184991	45829	1202624	377053	75490	1060525	371799	133502	113896	213404	377254	361928	119259	336237	123261	746309	37907	192482	23063	983058	347618	375766	2066542	106915	350468	850445	30184	1339222	211981	326593	189401	266705	608316	506194	44633	711073	288958	1053130	198940	278067	339908	1163397	719010	85515	395206	1087405	1859746	111498	423604	166786	185897	542872	383644	388737	202077	99683	2799516	607.5	545217	159508	401049	116331	144403	226647	300502	483086	384589	139672	21277	235333	145924	332295	495888	521228	369095	182266	267130	133576	612553	664116	77360	535147	288552	639054	123982	94277	162040	257044	406774	591734	149165	128405	660315	392344	80379	1460098	172442	315018	62121	292570	418645	461798	3320840	582386	449460	254750	343418	412046	662343	425686	922588	173169	209626	261423	912560	638605	200320	105458	398881	470247	522397	329668	535728	329877	93233	974000	477826	301792	1581816	134035	205248	576789	65795	180781	1103612	165592	48521	188550	120513	91793	176242	141457	2241426	80682	424545	914941	4041853	491810	648474	493277	1302545	572424	125482	730003	593810	257155	395205	202170	145693	44830	374970
"X195.051734_4.3"	1097478	125443	520981	132210	302456	2375022	119680	523381	2990133	357451	188650	1154191	1172846	25631	311985	1101878	2118345	1491497	240382	4382126	272370	486754	1015476	506.5	23837	7626498	596586	203894	2060262	2796935	506.5	557089	1172643	506.5	825300	997244	1181448	506.5	1195976	75183	312237	506.5	695215	455120	1340386	840820	506.5	6885438	940022	286764	506.5	730097	120404	1356042	1126394	154683	543220	225204	341960	2138614	3007328	483490	280240	469435	2696195	453619	1008907	637708	174424	2683955	3308967	561214	661788	1382414	758167	899203	154754	153385	493645	1332514	607.5	244615	463226	1199885	744303	32536	1066984	1299489	67392	767169	1163589	47288	16167	51456	1646763	709026	2275944	2119886	292124	474992	134648	480027	128223	1022220	4183801	111974	649277	230635	623228	210981	3329536	150718	274060	201329	611937	318652	2786697	224476	333539	2882448	1306785	361744	529091	1043718	2240133	5603827	534183	459104	429700	1830200	111722	793540	448705	153400	369586	128803	62834	3178144	44435	754326	199352	582154	2211039	266454	1897492	223690	145466	116225	378684	55127	722850	1088371	1040916	946208	103367	59135	60952	1243021	69344	8170	335819	465776	87553	329954	1232879	369852	807789	916286	1802765	217962	1297980	429688	376053	2587846	721948	1432945	157605	229744	330435	282643	1751723	177253	58396	248661
"X123.044472_5.26"	95856	347990	271980	99816	468838	607.5	160513	220822	607290	53396	163296	231678	607.5	136609	893314	378301	479871	591694	171407	1136540	183874	294494	643917	101919	607.5	843246	387503	166678	1063651	326072	118876	28816	604542	348835	947611	187758	287188	158534	363846	77109	413352	97960	529228	511493	502469	577618	134379	1183224	1211863	83281	312946	566822	395902	425223	2906	266345	376366	82640	1144957	397266	344037	411516	514644	243097	234265	1458756	311328	712353	29708	960793	481211	499456	225251	350556	570712	233763	344346	208607	129634	396924	607.5	220112	279088	293158	469416	152201	25129	313124	351214	594244	150593	35636	127070	198899	265275	21384	1072694	1668394	229431	877479	211750	1570717	436994	607.5	787735	412147	309733	209557	824749	373576	373177	281716	89270	342213	237216	169001	620592	85416	414413	621880	501563	148198	689605	685211	300892	53349	406030	1051458	322563	232937	198522	423173	265502	145014	248427	498023	138340	381877	1018189	2294708	741949	309567	1227529	73159	96029	170466	471317	220536	149401	149054	586699	352418	235010	431963	201341	44561	98472	327966	145637	83325	256957	607.5	607.5	308099	576358	371246	260863	739570	457952	346333	399995	91934	409034	684942	150145	399178	1700263	381094	208575	800181	445231	270998	134175	600863
"X151.03922_6.06"	7480839	2298819	2969708	456640	2452747	1380690	2716521	936472	5271810	296057	1082009	591212	2814699	3520968	1621054	1124326	1675744	1881520	1018803	4645701	1700986	4266847	568954	392054	1421312	4217005	698009	1114775	3141233	3576129	500911	243149	3424228	1942793	6370131	5824042	1304134	918184	3581506	1196100	1977753	987994	1453715	1491277	593696	6986656	1610548	3074964	1352072	881452	1245773	3107729	1226585	4851468	1157891	8420472	1210238	325067	512684	2643394	2396071	2213068	397724	752151	2149989	723349	948821	1374397	799040	2892161	5766285	1971560	3566054	324557	1941773	1618477	1106932	2161086	922787	3635446	31072	843385	699541	1583311	2041124	60613	4530178	176414	301102	779319	967632	558638	759523	1267310	1348614	2614207	5114332	1473779	88912	2065993	236527	2646610	750455	781640	11155460	2153695	1800273	531841	4552387	2076422	296384	383656	920665	1136324	2343589	2754251	7128463	149791	1709188	2809134	4150829	358662	12682407	3884824	214998	3953926	406666	2704726	1121778	1876021	60657	527243	708627	1921771	833396	621644	574567	1363450	818414	9657866	405180	2008421	9589731	916605	337051	644108	990773	1434862	759321	317000	1719506	909692	1122880	341854	338359	270358	397026	761994	383105	433609	102358	478909	1402006	1228256	980903	1819782	1401757	3038019	376457	898170	2172130	2075448	772005	2162716	611977	966962	400614	1037309	361589	842085	1304874	556584	588785	2256242
"X336.072846_6.2"	640917	1877831	2538248	1593262	181881	2034058	3304786	4251984	2435403	1331599	1822977	3723824	1812866	1891565	542323	1931922	3342751	3331274	2939942	151869	1324048	4260220	2436561	1650501	495613	1370470	3146250	1239961	4005410	2564396	632719	578362	1149854	2114062	149125	4549408	2841023	632239	941076	931529	2378318	1977195	1271786	2113979	2451934	147294	2345869	1312895	153921	1036971	2549375	838189	2383960	364363	7306894	1844215	556842	3943305	4404841	3855724	2318732	69488	3230362	2265173	3208944	6434298	1588408	5157575	1226346	2980413	224474	1761558	2638281	2818969	2706453	707003	1141876	997840	3084731	3508482	607.5	1052946	1835313	4195242	227738	1230150	426851	1959167	7829862	2056881	2697860	316914	849334	2281108	705181	858681	3748189	2882274	1287218	3304203	1139646	195656	2457264	1334514	2251667	3011036	2511176	2464258	3263563	3014712	3609550	1728958	2298731	2359459	3638209	3599168	1805955	292819	3433802	2012485	4689943	2486404	4439211	1754097	2621175	2063593	2013244	2512983	1678802	114475	556605	3064853	1426229	751094	2805594	1284354	1237572	3250971	2835818	2700769	1951988	2254876	4245753	1098969	1112063	519939	1116235	806475	659205	895480	1179465	2479116	2511623	2713675	893426	1214483	1190711	2458891	1441678	787538	459178	1543974	1421552	2657416	4349935	3043290	1935287	1908070	7162992	2219297	59476	5146262	1783679	2782916	1670034	2163698	2446648	2002086	971613	2690201	602319	1009283	514861	1558786
"X129.054965_5.37"	1716169	1102389	4573157	741333	3330260	3053170	1467907	5422911	1125035	967096	1399516	5880906	1140956	596079	4384115	2422950	3117587	7988966	1173534	3512890	1349596	3068024	1596358	1860456	5357	2876103	1464520	510191	2133538	3515454	220228	783838	4824344	702972	1166617	1502075	3899285	1579709	2590225	2230984	2055649	326084	1746654	3434817	4171324	2495617	1014553	2992946	1969501	160637	5983678	1547054	3328218	2697228	2074712	6269287	1860398	6192947	6312832	3895081	3713026	2004553	5223719	634888	3627568	4470255	3477358	3079623	153100	3499900	4773843	3849785	2888901	2950947	3555647	5201645	1688276	1539929	2131080	4677780	607.5	3099285	3307003	4207692	3400014	448002	4662180	1994147	2006199	841044	766111	144150	518018	459294	8525375	10814109	6333108	2315279	1987452	4706634	672124	4534492	1214379	991725	4616472	3154622	1358564	1189366	1520068	3274985	3496616	1189591	1666103	1719836	3604321	5107511	7427151	319862	5493432	1765113	8166664	1802985	5606941	2430197	4306452	2263251	3060876	1437973	3307667	991900	359282	1527085	1401445	174935	448834	850749	399721	554576	2797584	5422776	4789849	1680743	4269132	60487	1432019	648304	1477165	1145474	1130114	165638	1228680	3466346	1773213	2827096	1475972	213346	442812	1315331	2364013	110799	162761	346932	957971	4238666	5776736	1076046	1348835	2781704	2848307	788594	1962657	3713057	1735479	4629949	836673	1123314	1405490	1401708	1203941	2728284	5587587	240547	362314	1005109
"X156.065767_5.2"	3802804	1309019	2923614	912042	2748400	2196961	1147860	2010881	1852069	730630	2717812	2987295	2493515	888470	4601958	1391664	4018242	7787991	5063078	7986281	1662471	8008701	2569684	1240139	651417	2251853	4682288	793240	3180600	1584764	952675	1092769	2689475	1823090	4418991	1339706	1854937	866898	1900612	616268	4363849	1773765	2927447	1394798	2007588	3248812	1719566	5116422	7501400	1146096	3429783	3015876	3554994	3739247	2705004	807466	3470060	8476471	3861141	4284691	2817716	5499089	2093068	4075663	6798742	11002636	4102734	4049839	894761	3392370	4428414	8420137	3724852	3302782	3217728	3054623	3631103	402584	1728634	4098937	607.5	1970354	3116490	3124645	3087533	1156098	1018399	1696309	2268719	2659929	2659348	503849	480545	731894	12066534	8605488	6947343	2176577	385520	3795870	1130733	4003774	2900228	2459265	4796229	4297838	2997575	2242381	3929611	1662315	1710961	641363	963813	2479327	5616442	2288178	6021370	516069	4888627	4840466	9099809	1607508	8889990	3275473	4465619	3868258	1570759	2888571	1031002	2677426	444501	4845442	891735	968069	996057	2402327	1385477	1974441	2413851	1831063	1679519	2115776	13425015	1778148	2528441	4042429	3814815	614331	2057708	1020835	1517204	3198789	5200014	2385331	1485441	630764	1517370	4009301	1600960	1166449	712101	1056423	1118722	2201423	9222617	3630897	2790745	4253223	1179149	2831393	4215579	7273064	1749975	7179730	2534064	1439451	518788	6686427	931784	2034137	3295768	2027717	681568	1787864
"X137.023583_5.65"	513935	286471	168717	62193	538822	162068	94601	143955	239138	785999	67016	280654	429241	94000	348038	43667	91705	93041	105566	262893	82189	232236	78048	157183	128766	155344	48019	90389	108586	276236	29627	82416	286453	87760	426647	150614	154527	7414	514863	48520	156431	32882	69419	824554	262542	223823	116217	341599	439703	28280	113105	182741	159132	371479	214303	116551	66860	294390	972532	145761	131693	281408	311611	128809	222574	169971	142263	190518	607.5	663504	407006	198194	694756	229935	112017	139269	142710	301026	196519	371674	607.5	270423	91145	337518	114233	64096	87315	215128	101118	607.5	21715	57395	49574	133064	210371	445509	105480	69469	93917	277808	79872	112895	305324	186837	461574	183150	303568	109753	77798	483045	78271	179924	161269	287568	176818	143355	231044	22251	229878	206220	143451	165484	180250	88103	109435	306409	131275	13250	1093325	156077	34455	128741	419010	607.5	69797	230845	57120	203461	173891	200856	397980	183936	354044	223480	154594	157301	354703	70785	78740	32581	58613	99466	106881	275694	109728	34715	76091	208748	151853	38191	36569	192104	135981	145625	376839	71607	158327	256519	75552	115027	1145051	542255	69648	204031	88771	198994	188569	128718	93508	136592	239314	121269	49140	331335
"X192.065356_6.62"	141667	278355	4005638	81251	1061609	159672	60876	289143	1350873	309929	160182	137639	341775	55678	207846	139520	6753638	5111194	283921	474124	2613225	657502	3140284	1510229	28342	654773	1947969	418326	234390	299582	58996	330301	356170	361639	240732	1086881	572171	10800	456758	322129	1858027	623621	286513	396557	2042354	2006260	170112	440472	2389553	23920	247658	446148	3061113	247029	261747	1883533	127110	4237446	355907	420681	441101	287098	531373	1796247	129363	376822	3202563	1077166	284508	273246	5574104	260235	1773534	245446	1055247	2740685	3356118	174889	215369	567235	607.5	7405588	4371896	1009447	2311798	153802	558252	5443380	389262	152027	5332074	65087	23080	61160	300727	390440	205935	177208	113812	161389	115113	4279904	833686	49382	858457	70385	2764411	214236	1895851	225119	255037	158685	6474747	192966	1102634	360934	3431522	23776	173557	110826	292240	1149061	5155501	113852	6169124	539843	84497	707041	1864606	409903	1252318	197486	353523	3233346	56251	242506	87024	275429	235786	7998652	467187	833752	720164	126598	324497	496884	313255	716548	901942	51720	132694	466054	313711	850366	158663	57286	124451	453013	2324627	464350	77586	132280	56627	3477904	6232540	218223	127254	596788	855069	277951	258218	1161919	5891318	625480	648123	148867	500897	808147	1516544	408679	2702321	116304	56924	264870
"X190.050594_5.68"	336346	190588	103260	91489	546671	175475	226282	387332	229387	50613	103182	211099	180707	147389	378020	52762	337498	155057	164831	253078	151955	170809	111540	272142	11720	52993	318310	139957	228615	413219	86614	28762	214428	103646	857648	411140	139442	92618	246165	45779	143482	143990	257646	104859	330232	608960	146055	382859	352792	142766	221232	507437	176786	470396	76281	221940	240100	210371	544700	168381	246732	302660	827214	255826	199070	710881	92351	295148	8565	148208	162107	317248	512726	218282	221519	165293	79038	33825	153649	335235	607.5	146609	174008	301420	296703	80657	108690	255829	108106	110633	175092	29740	80034	103930	221847	385699	458999	226313	97210	277152	76200	190115	123087	89182	415546	348489	104417	132026	125782	147694	121218	84882	108088	178348	191529	82383	310604	38435	291109	183640	350568	249379	374615	328619	124984	192046	65274	93098	91009	239958	30388	204899	48849	19806	161021	145417	94095	314169	134058	330066	53032	136409	495438	66583	86368	36596	85374	54041	60162	24474	59547	113858	126984	172976	23996	22187	37842	62054	83641	28818	16553	82197	109686	115276	739333	200669	69042	541059	237488	176619	108840	220863	74655	234630	59321	78469	86168	196463	106810	138633	396744	53236	27269	94557
"X216.980834_5.28"	1400934	814835	2092637	22636	720430	875299	2775909	473589	10775564	607.5	313326	637865	1029280	861990	506.5	2293689	538607	1762143	1887842	731499	246073	4695875	773400	191031	183653	2917722	445116	177979	8566725	4721172	418158	86508	1054613	3908002	1086192	1123511	488584	40706	6560247	2150059	737190	254967	18355720	607.5	484647	5140867	2687971	616802	619579	139651	3371689	1393506	1065191	2149992	770063	6425537	1371915	244475	494131	774686	202970	678063	696152	748270	492247	354020	948077	1007916	1216868	652803	4048804	1036864	1139151	254239	237752	1937318	1069139	2602107	1464410	1797882	607.5	955850	1258516	143758	1321370	19479	691410	3980481	361681	8245262	408634	83463	148137	88690	7864367	1109846	1007314	1266858	365508	566598	148221	472250	1233059	217219	7314582	4409483	1591788	557924	3192824	5909726	273674	151692	2514499	570918	687173	318702	3524337	752544	10303865	2378787	238321	885369	3971612	654657	314666	3142867	1232647	2129952	1534393	5310721	37806	748486	116312	852874	150451	413240	655321	2131412	528147	8606215	798518	415542	1263880	475577	336115	226506	1619908	376222	192530	270505	3522697	716336	380696	170479	163755	158493	338322	1169554	107307	88983	92802	256701	1107304	1546698	1841773	944565	287139	382725	2749271	140683	3677101	838299	3587011	128909	5500983	437726	322813	1775531	537251	638766	2799028	154688	805909	231295
"X189.07674_5.35"	56903	112504	107636	76361	216382	157534	54992	133966	172140	77301	106017	276623	81623	34200	175928	116427	339608	184582	46096	293598	118200	153979	239796	44870	30837	438541	264764	64330	222248	70702	21302	58093	199908	71586	99628	95630	180078	38186	305081	29433	509975	55069	346736	166463	559219	170022	162328	434486	242633	57367	154347	95648	136119	120560	106310	286864	108873	162343	79276	144885	75114	148501	130533	79567	78151	344389	278395	74846	70389	187963	351234	230071	115247	136092	132383	113254	112326	37599	96672	335313	70606	105718	84983	148568	134228	53952	547064	233341	81597	86471	202427	42482	35314	48763	483456	553135	247897	352648	57771	388663	57241	462247	66136	91408	386410	61865	92586	74961	54102	125866	87616	83271	57892	221732	147564	97591	565021	53015	107855	176144	450657	116997	215791	46079	138924	236507	139345	39179	84864	128039	38361	111937	27534	62937	39852	26912	49686	30987	177064	176671	61550	133043	208216	108585	80328	90591	48062	37247	48881	28406	142152	55356	206682	49756	34381	32831	24654	89297	28447	16410	34920	66146	47938	59499	480008	330223	46653	119076	110672	118682	152090	119389	95878	280555	41016	84567	57018	41793	85367	142337	301383	49837	28968	25287
"X189.07674_5.65"	159195	287135	555985	100821	786451	529377	230059	1331796	484998	273774	266150	453417	312943	70202	505247	439986	2306187	2704196	86139	274933	113251	1513273	449347	147774	27889	979331	1989118	178416	944862	620895	60391	121953	1266912	132933	619628	221852	844086	33252	148650	196456	1701461	44976	1057714	370790	1093909	1008447	152577	740498	1252684	92250	370656	844136	661725	971181	1184617	425186	696614	410604	1482989	845662	204614	170154	835008	113157	787202	5094645	550679	935767	92100	1498609	238241	852201	303710	141290	313322	190555	366954	48639	331854	2848519	607.5	207720	891582	778474	425333	116121	134990	1318163	63002	328102	320554	28118	26261	180986	719008	2305114	1629695	1795317	101427	1026481	110161	1132712	276205	296219	1926751	422142	1220242	431919	297945	786586	1563954	191735	285057	454343	308461	415509	1142407	607.5	1398919	1162605	6186087	2642772	4075274	345849	618039	2328222	485630	347028	191430	480010	19759	667102	71438	73876	37503	272911	56109	938556	1366565	1403502	276023	455733	1904396	66691	148265	77972	202052	100227	132635	25070	162000	730660	439586	297848	65242	74275	52704	224307	94602	26993	32316	178006	276081	338001	4158817	716168	427272	1305824	865333	547619	38049	1844365	645112	845952	358810	684658	369169	711813	1038663	1988680	1614465	29767	76068	305483
"X165.0411_4.3"	27227023	8497108	10875890	3482545	2472030	13344300	5878607	12707100	38539337	8448318	5297799	10952437	25402981	1968599	4730603	7252139	21624621	22535800	10848349	32410789	5185722	11744150	14074996	2218465	911840	71133623	11727953	4890069	20634987	23422221	4198060	11650909	13075832	1329946	13823606	11151736	10112108	163972	20682566	2756815	5191662	2701831	21403405	7614812	18365031	11870020	2142155	36509200	8942994	5967138	5582298	11749255	3491939	11544688	10868116	7656712	6683851	6073237	13149497	18449412	36094253	9948437	4844781	6669252	23695831	21715864	15844496	8105768	4259983	32124259	19434338	14819462	11430715	20314423	13775259	8230291	4225286	3250629	14266236	29600997	62818	8398849	10323538	13717950	12620689	773619	13291143	26541282	2372706	12586074	13227977	1284583	590427	1429180	44277093	9301430	34368288	17014484	3097542	11853595	4101833	7808108	2204912	20547711	65752669	1872094	11042657	3921447	7223300	3688391	34059792	3153418	4933149	3785519	18525741	5753218	20144493	7070757	8052888	15153665	28842822	6318179	8643944	23120549	13135426	25536053	4753255	9396033	7423496	11752623	2252599	11862865	3081943	5677158	3446115	2668719	1405524	40224321	718475	27824506	3479905	19596410	28309457	11702362	31801700	7349562	2268296	2938145	2890091	1727204	6276041	5731008	8454656	7248735	2721010	2024057	1109705	27355349	905654	278243	5818657	7504338	2256924	3839227	21657153	9504232	4997395	8705057	13118723	8730504	11363040	7802782	7290689	24866898	7627628	9785036	1762476	5178958	4752070	5593544	20617405	2717898	1337608	3097767
"X326.087035_4.12"	44504	607.5	607.5	506.5	38978	29198305	44220	506.5	89704	607.5	607.5	44997	113408257	2536	2395	12160	607.5	607.5	506.5	2101138	506.5	16146374	607355	50114	607.5	20955	8125367	506.5	821526	35250	506.5	607.5	607.5	506.5	70225	15445	506.5	74056	2406787	607.5	13789	90264580	607.5	607.5	4210839	44654	506.5	607.5	504761	13626	506.5	173173	64349	506.5	58793	607.5	506.5	607.5	607.5	607.5	2520485	506.5	30340	123510	13292	80103	607.5	506.5	12016751	1947449	506.5	61334	17439	61392	4339094	35701	607.5	506.5	506.5	607.5	607.5	4757	607.5	6785058	36273	506.5	116038	607.5	506.5	64919	506.5	506.5	506.5	52910471	59889	78328	39095	607.5	34910641	607.5	506.5	224051974	2576327	8221636	607.5	213196	607.5	32198	506.5	506.5	607.5	506.5	506.5	78891	506.5	146488	63428	607.5	31396	506.5	2209290	607.5	607.5	580965	506.5	38846	227346	607.5	46747	11690	506.5	40702	18919	607.5	16330	595239	16565	27872459	189745474	46629	506.5	55036	110607	607.5	133523	607.5	506.5	4580570	506.5	506.5	506.5	506.5	70411	506.5	506.5	506.5	19536	607.5	17192	506.5	506.5	607.5	607.5	82635	607.5	607.5	209760	104303799	607.5	34045	27076	181791	607.5	32970	506.5	204499	506.5	143205	22214	11380	134269	17622	506.5	506.5
"X206.08069_6.6"	689608	760695	466834	58457	433254	629796	324637	294429	1614846	59438	302318	96257	10991	158540	362205	138848	606125	452277	276626	1294843	321132	351180	460735	71569	142369	1613511	646307	112319	296792	8801	296561	223793	1379653	287079	1007945	1211931	647046	100650	378886	854524	312751	255753	371523	503467	435191	1585956	177169	760931	3011253	104968	965340	497298	766475	784019	302764	731364	1114102	1246803	1808605	793376	368356	384648	654360	144237	393684	1539241	572481	874848	454988	356222	506161	2326319	338822	242025	632695	675821	541115	238400	5571	887179	2726	445498	1251987	384887	679987	49709	1231557	1178728	249920	171546	353761	21489	49993	211447	760434	829089	3244652	1065528	515284	139095	237240	2320581	1047600	217358	1069205	1936043	210317	270837	530315	490982	637030	562921	474623	360539	180999	501937	583126	104331	468600	233444	572433	200598	1648705	797681	563525	458108	83421	572395	529710	1046119	231478	484679	245468	323145	186679	266847	286711	496614	281561	1168103	793713	939229	1628172	529622	486994	509493	1073336	216951	440081	452784	752416	935159	869955	337642	958282	114504	246473	535155	343779	163836	146262	220902	257867	1111432	279540	343725	321884	943730	1046810	667730	476576	359997	342338	174760	586463	189427	430291	403497	290836	192357	848858	425811	55332	165622
