"variable.name"	"HU_neg_011_b2"	"HU_neg_014_b2"	"HU_neg_015_b2"	"HU_neg_017"	"HU_neg_018"	"HU_neg_019_b2"	"HU_neg_020"	"HU_neg_021"	"HU_neg_022_b2"	"HU_neg_023_b2"	"HU_neg_024_b2"	"HU_neg_025_b2"	"HU_neg_026_b2"	"HU_neg_027"	"HU_neg_028"	"HU_neg_029_b2"	"HU_neg_030_b2"	"HU_neg_031_b2"	"HU_neg_032"	"HU_neg_033_b2"	"HU_neg_034"	"HU_neg_035_b2"	"HU_neg_036_b2"	"HU_neg_037"	"HU_neg_038_b2"	"HU_neg_039_b2"	"HU_neg_040_b2"	"HU_neg_041"	"HU_neg_042_b2"	"HU_neg_043"	"HU_neg_044"	"HU_neg_045_b2"	"HU_neg_046_b2"	"HU_neg_047"	"HU_neg_048"	"HU_neg_049"	"HU_neg_050"	"HU_neg_051"	"HU_neg_052"	"HU_neg_053_b2"	"HU_neg_054_b2"	"HU_neg_055"	"HU_neg_056_b2"	"HU_neg_057_b2"	"HU_neg_058_b2"	"HU_neg_060"	"HU_neg_061"	"HU_neg_062_b2"	"HU_neg_063_b2"	"HU_neg_064"	"HU_neg_065"	"HU_neg_066"	"HU_neg_067_b2"	"HU_neg_068"	"HU_neg_069_b2"	"HU_neg_070_b2"	"HU_neg_072"	"HU_neg_073_b2"	"HU_neg_074_b2"	"HU_neg_075_b2"	"HU_neg_076_b2"	"HU_neg_077"	"HU_neg_078"	"HU_neg_079"	"HU_neg_080_b2"	"HU_neg_081_b2"	"HU_neg_082_b2"	"HU_neg_083"	"HU_neg_084_b2"	"HU_neg_085_b2"	"HU_neg_086"	"HU_neg_087_b2"	"HU_neg_088"	"HU_neg_089"	"HU_neg_090"	"HU_neg_091"	"HU_neg_092_b2"	"HU_neg_093"	"HU_neg_094"	"HU_neg_095_b2"	"HU_neg_096_b2"	"HU_neg_097_b2"	"HU_neg_098_b2"	"HU_neg_099"	"HU_neg_100"	"HU_neg_101"	"HU_neg_102_b2"	"HU_neg_103_b2"	"HU_neg_105"	"HU_neg_106_b2"	"HU_neg_107"	"HU_neg_108"	"HU_neg_109"	"HU_neg_110"	"HU_neg_112_b2"	"HU_neg_113_b2"	"HU_neg_114_b2"	"HU_neg_115_b2"	"HU_neg_116"	"HU_neg_117_b2"	"HU_neg_118"	"HU_neg_119_b2"	"HU_neg_120_b2"	"HU_neg_121_b2"	"HU_neg_122_b2"	"HU_neg_123"	"HU_neg_124_b2"	"HU_neg_125"	"HU_neg_126"	"HU_neg_127"	"HU_neg_129_b2"	"HU_neg_130"	"HU_neg_131"	"HU_neg_132"	"HU_neg_133"	"HU_neg_134"	"HU_neg_135_b2"	"HU_neg_136_b2"	"HU_neg_137_b2"	"HU_neg_138"	"HU_neg_139_b2"	"HU_neg_140_b2"	"HU_neg_142_b2"	"HU_neg_143_b2"	"HU_neg_144"	"HU_neg_145_b2"	"HU_neg_146_b2"	"HU_neg_147_b2"	"HU_neg_148"	"HU_neg_149"	"HU_neg_150"	"HU_neg_152"	"HU_neg_154"	"HU_neg_155_b2"	"HU_neg_156"	"HU_neg_157"	"HU_neg_158"	"HU_neg_159_b2"	"HU_neg_160_b2"	"HU_neg_162_b2"	"HU_neg_163"	"HU_neg_164_b2"	"HU_neg_166_b2"	"HU_neg_167_b2"	"HU_neg_168_b2"	"HU_neg_169_b2"	"HU_neg_170"	"HU_neg_171"	"HU_neg_172"	"HU_neg_173"	"HU_neg_174"	"HU_neg_175"	"HU_neg_177_b2"	"HU_neg_179"	"HU_neg_180"	"HU_neg_181"	"HU_neg_182"	"HU_neg_183_b2"	"HU_neg_184"	"HU_neg_185"	"HU_neg_186"	"HU_neg_187_b2"	"HU_neg_188_b2"	"HU_neg_189"	"HU_neg_190_b2"	"HU_neg_191_b2"	"HU_neg_192"	"HU_neg_193_b2"	"HU_neg_194_b2"	"HU_neg_195_b2"	"HU_neg_196"	"HU_neg_197_b2"	"HU_neg_198_b2"	"HU_neg_199_b2"	"HU_neg_200"	"HU_neg_201"	"HU_neg_202"	"HU_neg_203_b2"	"HU_neg_204"	"HU_neg_205_b2"	"HU_neg_206_b2"	"HU_neg_207"	"HU_neg_208"	"HU_neg_209"
"X194.045742_6"	8766091	5679303	12168481	1585159	5819528	6261084	1490524	3005622	5907763	50977504	404418	74820	2783712	6180104	1841250	816340	4096921	10870368	2855781	7519619	1884453	6053930	2476391	799604	1648731	8181232	5205581	2649031	409844	5404886	856206	292628	5968101	863190	4695404	2767383	5920782	171940	37882786	899662	931302	1344572	4911115	93641670	6207902	3437727	2207252	6206527	12753877	820717	6575827	5838692	23208343	4089335	3034379	2139928	2552739	6771653	71067798	763537	4105905	4985801	3276795	3770035	259722	11164139	4246220	5347610	531571	4601336	14384345	11675667	4439825	1560510	1640699	3241618	758965	2873093	1635417	3693226	607.5	11211184	5795594	2465676	1052291	547533	6054182	4960528	1420913	5121352	1788385	532093	866425	1587207	8361804	12214722	1721090	5428893	1756511	236245	2038447	21936001	7329764	809171	10510997	1053384	848851	6135936	3010712	17961859	1785475	3391995	3242695	28477020	1070742	2430329	12318223	239566	5670511	3277281	1445921	6793879	4356838	5630266	3219526	2332987	309225	728566	3853954	4537322	1234829	4989153	1228706	764641	822774	2110639	1730544	5621551	1434955	17283699	4927358	2012021	4180940	1878282	1788054	621951	6043987	800592	3079283	863269	1219366	1802694	909384	892990	3729916	628875	985314	1065528	1159334	1505791	750086	2942199	3181566	2223760	7775199	6246185	2116361	5307148	1507991	3494622	2590556	480557	333982	201602	1341658	2451754	2417024	169371	1561994	5013897	6015537	955037	544575	1326858
"X193.049576_7.45"	263642	19304	112510	9520	98318	229546	102868	27523	238212	503553	23779	48989	104831	66858	348964	61782	5161	7024	22343	555467	54311	403763	24553	506.5	5963	159283	691366	80309	5979	179427	49071	232449	114161	134763	40258	214019	501380	506.5	54611	20523	56916	109933	97662	209189	20849	89771	57078	227481	179899	14906	108248	177565	1773440	515076	30591	149573	47030	119869	763309	20872	611408	213277	1537963	17733	591243	506860	6306	207794	299758	1972189	983298	160484	1630901	857499	41244	1462453	69335	7483	24881	143682	607.5	162784	2119342	23215	232182	49792	201237	12965	20333	63276	20503	52657	506.5	198502	177931	30299	59183	45254	60582	135792	63546	704229	103157	53598	300935	310138	84848	14858	42607	227569	153393	2175265	135223	1077246	52594	2389467	29084	12609	19447	16046	14164	1538909	76163	607.5	846434	96941	108181	32512	317391	38648	91374	37015	1150171	434172	9886	231593	40525	306890	55570	621525	7448497	1476666	31266	215319	15090	41791	2946806	163745	1432927	27112	144441	18362	1273279	22234	57584	4006	160035	87713	2124729	98267	77052	31455	4824	75813	61095	8913	135709	1111630	8230	137423	2978573	965062	28131	5231	13641	55523	18909	2317563	72658	80480	45878	62094	31181	204101
"X202.070946_4.05"	250322	899150	436245	114187	686612	684206	169353	600711	1705277	366457	496561	1263821	439488	183366	940808	785392	1416148	1684512	217101	1698880	268962	699815	545042	259720	109593	825197	1269030	136743	1442917	1246083	70886	98196	1228557	272827	1074101	1636584	847740	63334	327431	182301	1082739	79921	397656	695433	967672	1071163	312861	1612177	3100530	54225	545989	1483062	873805	1190749	572562	781659	879954	516260	3050791	1428094	485817	662137	828459	264090	1180323	2438448	1126645	793768	274197	802425	698797	1454287	1092200	451082	874706	632795	1126365	75002	358787	1212442	607.5	1234291	1222086	917362	1037651	211790	2501923	762300	371012	1012555	699281	42486	86230	157296	894884	1519152	2410025	2937414	99760	2210160	197429	467285	915446	190612	2067989	756601	698722	405198	284375	562434	871384	587150	338544	818921	451959	343340	1356497	45185	1525754	493511	1739764	995706	5267099	562142	1047980	731777	482017	801967	484104	896450	124967	992844	274136	209097	243617	311680	213790	687640	36838	2079069	715130	729368	1252895	217100	552307	224761	705661	98728	238285	66467	464593	969948	1615432	1188777	438964	67843	259071	391834	342702	140338	69159	242230	523379	754596	1941038	531412	603083	2180193	2890435	575815	1108121	1021020	569060	1231435	271341	440849	495728	935033	627668	1179748	1986537	193981	101888	537840
"X284.087683_4.51"	331307	228315	105531	152145	660701	300817	204161	421158	38185	256463	248580	451099	607.5	154575	530797	295602	625426	527857	211465	243990	141042	647872	70922	211105	607.5	67565	467352	198754	892786	548242	33785	111580	606943	120413	617957	472252	123316	44106	93608	79947	456759	49289	313549	436829	562169	438365	267408	994602	993592	70875	384951	691694	153883	526907	308203	182934	268343	370111	819151	533895	143437	661228	403586	311058	657701	865103	147498	553920	18099	510671	727832	105855	547690	478965	90257	166101	105429	56938	304216	611221	607.5	92204	384247	413788	575842	209667	629427	562880	161174	240444	149132	52432	98479	82088	520444	971682	889040	561433	111184	582331	101959	607.5	360109	167310	1125036	428016	448370	141142	305362	446164	345068	64607	109636	347180	462050	58658	875425	31789	696678	481025	770773	526853	849481	314576	414662	656135	310209	147630	132031	477523	32552	604585	59345	4691	307621	277268	153840	358634	607.5	269507	127943	432373	676162	607.5	253930	42961	135755	65492	30872	29362	108630	291594	553222	440844	28897	27830	52592	6958	118529	73872	26771	177300	234820	393331	971358	466799	321091	207985	580617	365333	563529	677913	337324	548991	310955	303776	353955	384126	431165	545639	742011	199312	77621	281229
"X174.039751_1.04"	269391	266475	276984	131753	271380	317101	124525	295282	275794	107639	128309	299946	394395	130340	463870	124076	594783	361530	321321	888629	90428	452269	322259	153732	85752	441540	410017	257572	362112	304926	93899	77028	265898	163172	337749	311131	271171	70101	322858	135599	289260	149698	456264	260489	398887	375743	202287	747139	667505	78853	295086	348446	515905	392257	224926	480749	278812	223877	510618	294923	297876	345180	228996	211239	372541	816092	236969	198232	137900	356238	691116	477827	214388	202488	228870	192579	189789	90517	219611	485187	2948	294890	341140	267832	291754	149700	485773	394861	228939	116568	213729	48427	97377	116860	320619	474493	454355	307996	252454	490113	147776	520474	301024	126384	539778	175375	272599	216808	221923	213572	133649	187880	236694	162864	177892	307375	380644	161607	592540	217436	320645	459826	792428	357630	153159	241908	155782	228495	252308	188323	77536	360396	192298	133643	108507	188343	85785	409610	250977	467254	117108	302085	657461	246821	117219	113674	141456	109355	76930	55092	137252	203007	307367	170751	130048	55525	56946	135679	79507	66490	33685	271420	226842	180306	453499	336294	269713	475355	323078	409226	222046	252743	277988	338237	118663	145259	120904	277308	173341	252460	241416	119274	60078	153195
"X172.097037_6.08"	1209320	963437	1607217	238082	832645	2066264	363098	1138157	813650	535513	1050168	701143	1573556	265737	1166765	1480839	1577113	3836982	876277	1592437	654113	2026122	846683	568519	272493	1888618	2634238	418061	1700975	1616995	211084	399708	1740833	423697	1021346	2005172	943963	204401	800261	604746	1670634	367967	1192889	1750430	2065460	1452666	1226907	2947549	1692486	81702	2570514	1255544	1524528	1634749	916338	1289237	1222183	4410435	2121002	1683149	1397836	866950	2044365	372499	1029319	3087201	2371959	1540917	715498	1717779	2496677	2455460	770533	1006082	759568	1654334	1472011	341057	954870	2483118	607.5	905050	2299881	789933	2223135	189911	2734981	933410	512907	451329	607810	175842	253582	676022	2821719	2426826	2802274	1501085	321802	1212028	178852	2185381	1030094	437496	2818703	1572229	1817833	836539	1399416	951937	2259301	1214888	725394	959077	1053931	959101	3134857	221385	2268171	403441	4141715	1416669	2150790	991038	1716680	1295867	835507	1216154	920657	962090	227627	1160387	388718	340488	261687	568919	818253	755170	1078436	1118351	1506217	1151097	1791039	491742	1070824	454547	1072454	332652	234727	480117	722689	1233726	1186098	1208746	516390	199520	221414	662811	639315	146663	182266	316344	652562	1751268	2910624	1346007	1346266	1558201	2049937	1123876	870491	1583104	1513481	848096	833323	849654	1175942	1473969	669741	1696337	2379822	350956	205274	1225851
"X172.097037_6.23"	79328	457170	500866	60010	27691	509103	101276	254778	146783	59383	278781	493955	739832	70143	97439	281771	355302	1028797	299245	607.5	119523	334970	269523	94983	63678	438525	689235	79654	488734	242337	80751	48930	359562	232068	506.5	667453	371598	225913	225659	122967	658630	115014	483456	233015	284711	506.5	251037	837348	102496	5321	912575	124119	740435	1634749	170571	373814	313914	808385	2023785	445894	225085	506.5	914140	52667	352876	591088	236566	645933	198660	320968	506.5	1285898	246881	253030	810234	303854	410302	82664	127867	243679	607.5	155443	890490	420719	506.5	70354	234622	106061	175121	110000	178781	22912	68650	129672	464080	312706	1089514	344661	90391	289977	67146	86927	171037	88508	683427	935186	265859	170147	223284	488863	1027837	499795	256236	146976	151523	272865	585699	47393	1005035	87215	828144	156068	1500048	186930	384764	176912	204407	197416	868592	60873	152169	707094	586694	163952	41925	81101	287707	211875	737456	570400	1305802	319052	879837	132384	835096	220453	943779	90325	84419	138805	402384	1348461	166441	655574	693835	58522	116330	423559	140042	102544	52028	34805	305106	493367	519376	272327	231809	689666	754726	392549	29421	410282	250661	207522	92337	130879	220198	274258	87897	349345	560421	54783	56577	237289
"X245.092205_6.68"	54845	131220	138144	11522	114421	100272	40884	120734	129591	44448	38529	43620	89926	17626	169220	88889	78176	181323	105591	290195	140485	153302	126428	47766	10770	282650	269566	34380	89218	336835	49029	41560	130187	68093	232494	346379	40418	5451	164688	88782	35612	52813	72672	145517	207986	289448	63280	222896	507974	10507	411745	105637	114149	436033	48511	189181	251760	258551	189827	159212	135720	177533	178430	27366	32368	87354	173922	224391	79674	169792	185513	333038	123161	71271	66267	205064	146398	67138	207679	98235	607.5	138020	137661	69109	219946	11751	223580	160540	89812	67372	68716	15605	26997	100424	241767	68025	450798	196801	304500	135363	50179	249246	358589	3400	275350	187810	104416	87897	190802	144661	155292	84794	86415	163805	56576	161854	114257	43641	153237	41633	242362	91084	153976	91420	151357	48761	95669	206400	44865	203895	35653	95727	22050	16988	35758	100249	78512	40665	56012	380139	127008	157503	179441	54788	11323	63866	132511	61620	144234	90971	87345	124739	71628	109581	92071	20991	41441	115048	62875	38061	25672	5370	607.5	253744	160662	59794	160244	85982	229408	102338	145378	83110	114323	214755	82747	103619	91757	72996	102828	75640	176870	54271	20664	77128
"X179.045043_5.31"	297861	543719	664485	304521	431073	816788	253879	660285	982503	363595	716973	539623	932993	205959	1056664	508068	714196	1040832	589430	970696	253559	568187	720451	441807	231440	601992	965791	542928	781655	908629	433134	162995	406890	581333	873150	562697	835577	185875	673809	176983	1083069	470026	395532	703099	1128261	901065	547379	1312243	799504	321048	729322	747895	610378	925912	529995	606324	1241245	1057960	1342093	828248	1054218	641623	1011797	647092	885388	481906	1000975	1253819	473612	767544	869808	947928	593365	524428	1077525	1153976	737002	503803	876772	968176	607.5	1114870	652793	707831	734889	337696	464366	560710	876068	596984	893188	339282	165410	471100	697833	907771	575976	756421	343030	647310	593608	420672	716113	428790	939551	1143735	479911	1007948	1036867	615622	647079	1034797	879832	879953	488624	900897	947979	211160	502196	441620	1251863	444171	1407313	689007	890841	645539	522430	534328	563448	294244	396969	785151	382913	375657	505626	448129	492509	421571	619571	892511	633123	581871	1327412	827536	814095	501825	532426	275305	757074	398532	602709	601520	548552	814598	630113	229681	502625	730573	445131	211397	289411	425153	383621	698950	653118	850600	1337600	1238932	1690522	794346	357882	905918	692876	728663	509566	585114	474688	1224563	701071	685631	1025006	305091	196563	597719
"X194.045742_6.4"	261712	714934	658403	464311	3057689	760882	281762	1055501	336731	1763480	2208895	3157451	225008	436878	1516553	2118929	1123410	3718606	442132	1707553	714402	1500354	2860315	252752	379856	1839009	1277554	478663	1814947	1754448	387980	748978	693606	364311	1900445	2180362	1424552	152581	645749	308357	888468	162877	260636	1187374	332173	1091550	637020	2253026	1246516	101492	1191716	1272790	1380296	919328	448664	502127	565770	360828	636769	3033916	1586628	806905	1082238	199702	4225889	1202999	3384287	1223439	1347281	2785386	1725609	412482	691577	399296	1235793	570895	1828194	261792	352369	797478	2612	536723	258475	1350887	522959	1050840	779507	406054	260486	2350718	586856	209664	181956	311250	1017392	2269400	511108	247050	99383	2007199	382428	650730	387911	575599	1252614	773001	1349066	188757	508323	827735	1431141	741495	766087	1028942	327905	621748	1100354	743424	1387340	499903	3908910	447317	1872139	296926	604128	456834	2963789	1177795	690058	641631	571334	349325	329660	880734	306344	164080	805613	1471142	1866417	1397136	434639	551744	623933	450421	835191	1147554	365490	501134	137618	350140	199022	165053	234995	549460	257263	138433	292353	3355208	235020	576413	560318	1211241	803159	221050	2144040	1467559	335576	1801836	3213137	1240058	343726	3797450	2497497	3344141	100824	378712	529165	3666036	298372	1230768	923463	78279	415243	451552
"X151.03922_7.24"	1348016	4500386	449761	41036	261968	1142241	352718	273449	7370628	93555	1760229	1839242	4434449	28575	9283860	670519	607.5	607.5	4020510	2252126	70626	3177295	2083142	22262	478019	950309	138102	295223	607.5	1113888	5604	670327	1644606	43898	5867410	185193	2340856	4236	371906	8766	1546649	340605	59625	1876505	77540	14329288	1762863	1514237	6065165	212927	42012	2484084	20697234	2476721	103830	378550	19112	2262486	593194	92981	305105	860506	291898	52233	10171553	14996434	126911	255577	848242	26809244	21294880	2543407	2706789	104863	271918	5733708	607.5	4633266	15748	344716	66641	121858	575071	1138577	876227	3975	1833503	172636	122628	541638	43394	190556	57967	892307	803335	2332860	288835	178738	519380	129309	2397240	416317	23940564	3313334	647065	118728	155940	14274	332798	669264	607.5	581741	2177587	3083669	528844	1461436	303527	671350	111398	64766	384800	150105	607.5	2803087	153387	607.5	100128	607.5	1798834	378333	999084	910188	6352931	106104	1209053	4216598	585790	4824029	10659039	367570	7362948	8499549	3672597	5123257	541090	17562646	33665647	4419417	1351335	280991	3826405	1009214	607.5	52909	567063	61060	40564	2210672	507923	1638627	688966	950773	497944	1048384	410788	406282	52230	2965834	3754807	288346	7113608	5322435	128764	980659	14801	2639061	319439	297234	36707	607.5	1105540	1581159	15779	7980415
"X218.102478_4.77"	5383955	3419508	3910511	885079	3624309	2125535	1126193	3251995	5000861	1815775	2630560	5887561	3199564	1212165	5633621	1531505	4452590	1167107	1781159	7564638	1306263	9035800	1313729	2031294	263503	2474470	4057380	943614	5873994	5038516	858195	1684766	3037099	1442167	4476447	367192	2324162	766690	2112964	529591	2734055	2375786	983049	2730292	4209295	3591975	868777	3698801	9087214	786647	2986933	4027062	5054243	4144821	2640611	5476933	1403180	1390412	6731758	3711999	4260290	4408707	3141422	1719076	6189834	18983958	1811163	2894394	1490157	4270202	2198928	4099332	4867512	1798625	2657760	1828427	2019827	1262976	1846576	4053013	41736	1322770	3101419	3615402	2767378	714549	3642819	2113616	1978258	4687048	1322716	278445	691978	659222	2899717	4915952	5617064	4060073	1873146	2594627	1356258	5408091	5757986	1775707	5332804	3576171	2507123	1821698	2160256	2393169	2322637	1385669	1555974	2108059	4200977	2280373	2725387	843320	6232875	2425468	5821153	1403182	2981005	4685389	2515481	3800442	2672436	1071231	1946305	2620061	583935	3947053	1850952	1336563	1359095	1625949	2930647	2231962	1456830	6168059	4402213	5750807	5010785	1471764	3270130	1144687	2538882	1680212	664724	727022	2482530	4298373	5260481	4201291	1387405	501618	946509	3675519	1922726	564019	448079	10284943	3140084	3754314	7707684	3943098	1581953	5840943	3981687	3297690	3611572	7100259	1434635	4398498	1365914	1590306	1142052	3044038	621264	2482068	1064982	1453059	626500	1976989
"X149.044667_0.95"	13297144	8333887	20391425	3956068	16471979	12838438	5935846	7891943	40758508	4870496	7234290	9802130	8228545	5790565	7830612	7710847	13212215	20014345	6660184	25151994	9094284	10091892	34155171	6475589	11181278	43564462	16633336	6413663	12998900	13979699	12571202	4306092	13117458	4178268	10882078	6748933	16048410	2414822	16156123	11831017	7984378	5144118	19681610	9649315	11083509	13639067	9436005	17435293	18529250	3035134	14070102	10360784	18900709	10023508	7808907	26164047	19413053	16043698	17200098	13318426	16702822	11040934	10282843	8265253	11709026	23120920	21428338	12231397	26137286	12705520	11873600	32162272	9821830	7530472	18488891	17061087	20361082	11665925	7899371	18595084	131797	25283653	17865426	8254416	10802534	4449910	18344870	17672646	9749041	8394533	13957325	1464267	3318525	4455849	19083477	16210330	16399355	15739685	10018227	14043636	7848324	14002619	9059148	6525569	20441173	7760012	20510820	9375173	11087860	8512658	10932889	17334857	13548632	5710327	7539767	14944695	16416635	7825708	13166741	8975952	14709677	10688208	17699693	12052762	9131248	18505826	5860550	18367301	11339661	9439299	13354494	7863841	11334542	19691880	6857602	6462467	4654487	19025469	11665718	36686258	10624116	9882486	14505011	25732522	7478464	15502742	10471569	6516743	12297854	8698802	8389891	6760888	12683975	6805727	16322152	4475533	7391639	35381207	5663153	1996514	6353293	6943157	7943866	6261888	18571687	12390000	7322012	14751723	15266007	8199451	5903614	11523758	11994179	11694127	5052543	6787356	4847469	10061237	6237460	12325044	21190197	3664141	1412160	5015466
"X442.160874_5.85"	5209287	1781235	2043085	1957574	4717769	3387339	5292312	4755602	5225575	2099906	3238857	4708069	3063552	4278655	7729955	1543998	3393448	4041994	4799804	6741655	4361652	3010313	2925243	893048	754618	5424406	3150135	2321829	4277302	4808196	2027768	1621879	3988631	4495804	6579351	3095650	6006336	1699211	5750352	863278	4368154	2610263	3252819	3014914	3524113	6464961	2777061	2865922	7993278	2907937	5788757	4334898	1937098	5675187	3191322	4127874	4227742	3073344	3752032	3715789	3424323	5648311	6017004	4246228	5489880	4384454	2587176	5251415	2411142	3092317	7302965	3745748	4082605	3317042	3232507	5392998	2812225	3774948	3862704	3447383	607.5	3874230	3881815	3741077	5871124	915085	5021031	3766585	4454015	4733665	1523141	607209	2564076	3460140	4769101	4693216	4741100	4223844	2853177	4935629	3100059	7478499	3092066	1347852	6407394	4314182	2230682	4005088	4085739	3749058	3933099	2159832	1264871	4010069	3297402	4486532	4962066	2377304	2987767	3605475	2888031	906307	4618202	4238886	1543168	2668103	3145705	1251892	1357730	2890887	262577	2324938	1016143	1579265	2068350	2825957	1920318	2873530	2528191	4435242	3388846	5177282	5540866	2707093	1479388	2172377	1918818	1351936	1374145	1528263	2009270	1272823	2348513	764886	1969086	1646098	1794516	2968517	640198	1279592	751219	1584789	1939612	1778995	2946474	2469992	1974945	2147513	2856725	3301439	2071138	3735178	2534106	5710064	1437166	1164089	1353163	3209081	3327143	2220583	4851352	1260812	985898	613427
"X194.045742_4.85"	16525165	21099793	6440758	3157623	23491470	9500425	8267661	5802855	19133330	4094392	6382592	14170475	9838347	6599516	9707815	5807846	17158348	37058823	4926108	16825719	10773306	11769737	21498991	19992967	3859657	23617862	12736566	9748149	14794648	9730832	3942083	4284304	23413940	7217265	11673299	11349753	10343152	2143480	14243931	2291623	11575165	2719737	19533560	12537981	21346992	10266548	7370705	83435345	25570759	4325347	9553007	7111482	14685593	8162887	5838417	10732229	5887209	18792672	26941343	10625689	11343051	6996771	9383047	4743135	21539612	35284941	37696656	7876353	12529898	18552074	16405222	20465647	9925343	5280804	5482491	7950792	10882409	12005798	4813469	15560377	32499	26415280	10230636	6126397	6860970	3897520	21892610	16280861	4917002	11303928	4912132	2178001	2364973	5149132	9523829	14384197	14717785	35196447	6202177	23621866	5402900	28765693	18028380	4874498	20829779	4688312	19674512	7063331	5649289	8621503	7241686	7282503	5574710	11124496	5908446	4425984	15334144	3573870	10825851	14989064	9704710	14723882	16567555	14574002	5293865	12419889	5917079	9854841	18095841	10276337	4247426	8169681	8729149	8989782	5891240	8050943	4005330	8293025	9737638	21163496	9150919	9333601	20006128	10868694	8603257	11691393	14807845	3955323	6138665	6951573	5290201	5344755	15679901	5760392	5435424	2304653	4472057	14326497	6266130	2975153	2688985	6967542	9921954	4921126	14530422	6288184	4648482	8578643	16822149	9943966	6521150	15548943	19519972	20002458	4511320	6016556	4057601	9994894	7265918	17203148	58953823	7617927	2576211	12301254
"X225.087982_4.51"	965949	962334	1549208	486293	2707965	1335576	498880	1282165	2254246	856967	2052746	1589706	546674	550869	1402366	1596725	1772712	17112222	976390	1900699	1128807	1598007	2210868	846725	299953	3071819	3441973	528476	2269824	2153819	449030	327410	1270707	525525	1708571	1573276	1444771	176446	997500	591373	2874874	256919	2979145	3617882	1783614	1866261	571703	2659315	3388842	474619	3315022	1904485	2101327	1583087	1084130	2382901	3307019	4184729	3576557	1624616	2753810	1676745	1383594	1320349	2548930	3255798	7834195	1582521	740636	2268494	1193327	2158515	1309763	1279640	1778610	1771014	1744849	986145	2659896	3219982	607.5	2095237	1655765	1450572	1577858	518589	1867531	1281499	1422191	1386527	2223034	259156	251154	571164	2278638	3007656	2997367	3339605	542904	1986140	494530	1442094	1497270	457743	2495504	1304633	3241793	815068	1428466	682628	1949181	1363471	1614606	1667410	1115752	1293792	1817947	988897	3067570	1004404	2658273	1346134	1985251	1965341	3734238	2356958	1363891	2026236	1336030	1618146	1077890	2116327	820060	850073	757206	762692	701281	1742947	172024	2913106	1421818	1483658	1966292	1518274	1027927	990763	1196347	463451	836537	528960	1083390	1172753	2065142	1269093	1046416	530849	583120	1808439	706106	292180	504941	505928	592235	1350856	5055420	2581418	4102754	3777072	3355099	1926985	952906	3008722	2039326	2451932	882112	1052592	1366891	2560869	1233128	1945517	3626295	479666	232367	1631979
"X193.060966_4.64"	1054619	743074	1084557	553496	1846000	1660092	659163	1347555	1051627	998044	1006664	1950161	1074698	412322	1360414	1109177	1240156	1234959	605682	2525999	671081	1687952	968694	769031	200107	1565589	2205151	639530	2716118	1849660	187662	354834	1904245	541646	1530600	1846815	1578933	192601	1577347	471654	2214254	1118475	900164	1622604	2128547	2188970	791430	2629339	2858614	366679	1207597	1967916	2853974	2498006	1427858	1043413	2175207	2413404	2903775	1761945	1246421	1603770	2160321	1267338	3043940	2419554	1414982	2148027	586429	3727344	1632276	2016216	1125763	1439407	1530778	1248032	1322237	302705	1021305	2405805	607.5	1123451	1651266	1239980	1258902	559288	3819067	1573257	740202	1483255	1244300	418277	248633	545894	2054145	3688307	2619549	1996780	552775	2368661	644228	1534899	950732	710869	4099773	1328962	1285642	1302203	1158789	1251406	1066063	756365	713690	1165860	1083457	959395	1463149	360302	1713956	1207257	3689396	1600427	2576652	1851549	913869	2360256	1137922	806999	655474	1115926	176121	1550712	270315	163919	860152	730286	513416	1087482	1220715	571232	711200	1403024	1676763	577787	800906	612783	1095827	379368	417816	134762	816724	1141595	2083943	1127714	432372	339683	382040	926741	784275	173302	208849	571427	769267	833004	2652906	2495713	1199544	2746633	1134227	1206836	1169796	3248321	1105789	2735553	793487	954705	930170	1734931	731161	2392710	1442552	756085	354328	986786
"X188.98656_4.88"	104407226	33609612	64810774	11607418	24323334	52223834	14730691	25694947	145050453	12584150	36066343	77347637	33912305	14024925	49620101	52249665	45213491	105392712	22799152	105679941	30099838	57655531	143489618	17018896	23763524	159876610	50545892	11048574	87222298	41389990	18699670	18037593	32018230	15876875	39940669	31835008	58940144	12488870	68497908	30150133	69624053	10004722	48427717	58049311	42361820	64488391	19227017	57329612	88745510	8962001	44590713	32764758	49143622	41199066	35710849	77386118	52188422	20075090	61925096	133760168	72703867	62519060	38798492	16873443	114516438	67690895	101656434	51118937	70386114	76609288	77428318	69322717	34109105	28425574	47230948	51139813	93310278	37239895	25034541	44418957	607.5	88813722	48350481	29823451	31572941	5794247	56754267	54259880	37329978	87692774	48310971	6059883	13937563	13884009	60441129	59207762	56178257	34243845	21133173	78959981	23021238	57295298	66832083	22325466	79585185	24456605	95110257	29851586	29803479	30308947	79429524	41678841	37296740	54578078	18553464	54450100	75302151	34257121	45698041	32051335	49530102	35148152	62141378	42580161	35187341	96938127	50416257	78306513	33666263	22225344	32595055	27213734	24338107	66166684	24288847	33836553	10863259	40552047	56829766	323520200	36764664	56439949	71207505	68268090	25586601	59642545	27006263	18971884	31492730	29449516	24037278	14434231	41672824	13096897	40040980	8716754	13839977	149621363	15982004	3817433	16659661	26800006	19351779	17916742	83067480	25243563	20130977	36115802	101728565	30472484	34893796	51261555	67239752	58838429	23937370	13580894	13985936	37487933	33048815	52509367	60974164	13279922	5150883	15115444
