"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Time]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Experimental groups]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraControlC2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraControlC3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraControlD1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraControlD2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraControlD3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hA1b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hA2b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hA3b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hB1b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hB2b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hB3b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hC1b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hC2b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hC3b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hD1b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hD2b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated8hD3b"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hA1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hA2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hA3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hB1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hB2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hB3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hC1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hC2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hC3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hD1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hD2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated12hD3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hA1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hA2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hA3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hB1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hB2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hB3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hC1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hC2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hC3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hD1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hD2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Intracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"IntraTreated24hD3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlA1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlA2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlA3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlB1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlB2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlB3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlC1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlC2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlC3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlD1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlD2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraControlD3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"0"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"Non-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hA1a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hA2a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hA3a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
"Extracellular"	"Arabidopsis thaliana"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3702"	"Arabidopsis thaliana str. Col-0"	""	""	"callus"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001010"	"Sample collection"	"ExtraTreated8hB1a"	"8"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"80"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"LPS-treated"	""	""
