"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGT1"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGT2"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGT3"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGT4"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGT5"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGT6"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGT7"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGT8"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGT9"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"gill"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000518"	"Sample collection"	"LeGT10"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMC1"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMC2"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMC3"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMC4"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMC5"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMC6"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMC7"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMC8"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMC9"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMC10"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT1"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT1a"
