"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Genotype]"	"Term Source REF"	"Term Accession Number"
"Lungs"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lung"	"BTO"	""	"Sample collection"	"Lung-WT-1"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Lungs"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lung"	"BTO"	""	"Sample collection"	"Lung-WT-2"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Lungs"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lung"	"BTO"	""	"Sample collection"	"Lung-WT-3"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Lungs"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lung"	"BTO"	""	"Sample collection"	"Lung-WT-4"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Lungs"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lung"	"BTO"	""	"Sample collection"	"Lung-WT-5"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Lungs"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lung"	"BTO"	""	"Sample collection"	"Lung-ABCC5-1"	"Abcc5-/-"	""	""
"Lungs"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lung"	"BTO"	""	"Sample collection"	"Lung-ABCC5-2"	"Abcc5-/-"	""	""
"Lungs"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lung"	"BTO"	""	"Sample collection"	"Lung-ABCC5-3"	"Abcc5-/-"	""	""
"Lungs"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lung"	"BTO"	""	"Sample collection"	"Lung-ABCC5-4"	"Abcc5-/-"	""	""
"Lungs"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lung"	"BTO"	""	"Sample collection"	"Lung-ABCC5-5"	"Abcc5-/-"	""	""
"Kidney"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"kidney"	"BTO"	""	"Sample collection"	"Kidney-WT-1"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Kidney"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"kidney"	"BTO"	""	"Sample collection"	"Kidney-WT-2"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Kidney"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"kidney"	"BTO"	""	"Sample collection"	"Kidney-WT-3"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Kidney"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"kidney"	"BTO"	""	"Sample collection"	"Kidney-WT-4"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Kidney"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"kidney"	"BTO"	""	"Sample collection"	"Kidney-WT-5"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Kidney"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"kidney"	"BTO"	""	"Sample collection"	"Kidney-ABCC5-1"	"Abcc5-/-"	""	""
"Kidney"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"kidney"	"BTO"	""	"Sample collection"	"Kidney-ABCC5-2"	"Abcc5-/-"	""	""
"Kidney"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"kidney"	"BTO"	""	"Sample collection"	"Kidney-ABCC5-3"	"Abcc5-/-"	""	""
"Kidney"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"kidney"	"BTO"	""	"Sample collection"	"Kidney-ABCC5-4"	"Abcc5-/-"	""	""
"Kidney"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"kidney"	"BTO"	""	"Sample collection"	"Kidney-ABCC5-5"	"Abcc5-/-"	""	""
"Spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"spleen"	"BTO"	""	"Sample collection"	"Spleen-WT-1"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"spleen"	"BTO"	""	"Sample collection"	"Spleen-WT-2"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"spleen"	"BTO"	""	"Sample collection"	"Spleen-WT-3"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"spleen"	"BTO"	""	"Sample collection"	"Spleen-WT-4"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"spleen"	"BTO"	""	"Sample collection"	"Spleen-WT-5"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"spleen"	"BTO"	""	"Sample collection"	"Spleen-ABCC5-1"	"Abcc5-/-"	""	""
"Spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"spleen"	"BTO"	""	"Sample collection"	"Spleen-ABCC5-2"	"Abcc5-/-"	""	""
"Spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"spleen"	"BTO"	""	"Sample collection"	"Spleen-ABCC5-3"	"Abcc5-/-"	""	""
"Spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"spleen"	"BTO"	""	"Sample collection"	"Spleen-ABCC5-4"	"Abcc5-/-"	""	""
"Spleen"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"spleen"	"BTO"	""	"Sample collection"	"Spleen-ABCC5-5"	"Abcc5-/-"	""	""
"Bladder"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"bladder"	"BTO"	""	"Sample collection"	"Bladder-WT-1"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Bladder"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"bladder"	"BTO"	""	"Sample collection"	"Bladder-WT-2"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Bladder"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"bladder"	"BTO"	""	"Sample collection"	"Bladder-WT-3"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Bladder"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"bladder"	"BTO"	""	"Sample collection"	"Bladder-WT-4"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Bladder"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"bladder"	"BTO"	""	"Sample collection"	"Bladder-WT-5"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Bladder"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"bladder"	"BTO"	""	"Sample collection"	"Bladder-ABCC5-1"	"Abcc5-/-"	""	""
"Bladder"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"bladder"	"BTO"	""	"Sample collection"	"Bladder-ABCC5-2"	"Abcc5-/-"	""	""
"Bladder"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"bladder"	"BTO"	""	"Sample collection"	"Bladder-ABCC5-3"	"Abcc5-/-"	""	""
"Bladder"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"bladder"	"BTO"	""	"Sample collection"	"Bladder-ABCC5-4"	"Abcc5-/-"	""	""
"Bladder"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"bladder"	"BTO"	""	"Sample collection"	"Bladder-ABCC5-5"	"Abcc5-/-"	""	""
"Muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"muscle"	"BTO"	""	"Sample collection"	"Muscle-WT-1"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"muscle"	"BTO"	""	"Sample collection"	"Muscle-WT-2"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"muscle"	"BTO"	""	"Sample collection"	"Muscle-WT-3"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"muscle"	"BTO"	""	"Sample collection"	"Muscle-WT-4"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"muscle"	"BTO"	""	"Sample collection"	"Muscle-WT-5"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"muscle"	"BTO"	""	"Sample collection"	"Muscle-ABCC5-1"	"Abcc5-/-"	""	""
"Muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"muscle"	"BTO"	""	"Sample collection"	"Muscle-ABCC5-2"	"Abcc5-/-"	""	""
"Muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"muscle"	"BTO"	""	"Sample collection"	"Muscle-ABCC5-3"	"Abcc5-/-"	""	""
"Muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"muscle"	"BTO"	""	"Sample collection"	"Muscle-ABCC5-4"	"Abcc5-/-"	""	""
"Muscle"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"muscle"	"BTO"	""	"Sample collection"	"Muscle-ABCC5-5"	"Abcc5-/-"	""	""
"Lens"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lens"	"BTO"	""	"Sample collection"	"Lens-WT-1"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Lens"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lens"	"BTO"	""	"Sample collection"	"Lens-WT-2"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Lens"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lens"	"BTO"	""	"Sample collection"	"Lens-WT-3"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Lens"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lens"	"BTO"	""	"Sample collection"	"Lens-WT-4"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Lens"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lens"	"BTO"	""	"Sample collection"	"Lens-WT-5"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Lens"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lens"	"BTO"	""	"Sample collection"	"Lens-ABCC5-1"	"Abcc5-/-"	""	""
"Lens"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lens"	"BTO"	""	"Sample collection"	"Lens-ABCC5-2"	"Abcc5-/-"	""	""
"Lens"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lens"	"BTO"	""	"Sample collection"	"Lens-ABCC5-3"	"Abcc5-/-"	""	""
"Lens"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lens"	"BTO"	""	"Sample collection"	"Lens-ABCC5-4"	"Abcc5-/-"	""	""
"Lens"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"lens"	"BTO"	""	"Sample collection"	"Lens-ABCC5-5"	"Abcc5-/-"	""	""
"Testis"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"testis"	"BTO"	""	"Sample collection"	"Testis-WT-1"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Testis"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"testis"	"BTO"	""	"Sample collection"	"Testis-WT-2"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Testis"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"testis"	"BTO"	""	"Sample collection"	"Testis-WT-3"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Testis"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"testis"	"BTO"	""	"Sample collection"	"Testis-WT-4"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Testis"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"testis"	"BTO"	""	"Sample collection"	"Testis-WT-5"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Testis"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"testis"	"BTO"	""	"Sample collection"	"Testis-ABCC5-1"	"Abcc5-/-"	""	""
"Testis"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"testis"	"BTO"	""	"Sample collection"	"Testis-ABCC5-2"	"Abcc5-/-"	""	""
"Testis"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"testis"	"BTO"	""	"Sample collection"	"Testis-ABCC5-3"	"Abcc5-/-"	""	""
"Testis"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"testis"	"BTO"	""	"Sample collection"	"Testis-ABCC5-4"	"Abcc5-/-"	""	""
"Testis"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"testis"	"BTO"	""	"Sample collection"	"Testis-ABCC5-5"	"Abcc5-/-"	""	""
"Liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	""	"Sample collection"	"Liver-WT-1"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	""	"Sample collection"	"Liver-WT-2"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	""	"Sample collection"	"Liver-WT-3"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	""	"Sample collection"	"Liver-WT-4"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	""	"Sample collection"	"Liver-WT-5"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	""	"Sample collection"	"Liver-ABCC5-1"	"Abcc5-/-"	""	""
"Liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	""	"Sample collection"	"Liver-ABCC5-2"	"Abcc5-/-"	""	""
