"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[TreatPhase1]"	"Term Source REF"	"Term Accession Number"	"Factor Value[TestItemPhase1]"	"Term Source REF"	"Term Accession Number"	"Factor Value[ExposureDurationPhase1]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[TreatPhase2]"	"Term Source REF"	"Term Accession Number"	"Factor Value[TestItemPhase2]"	"Term Source REF"	"Term Accession Number"	"Factor Value[ExposureDurationPhase2]"	"Unit"	"Term Source REF"	"Term Accession Number"
"920229"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920229-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920243"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920243-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920243"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920243-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920250"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920250-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920264"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920264-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920265"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920265-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920268"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920268-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920268"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920268-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920274"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920274-Liver-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920274"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920274-Rightlung-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920279"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920279-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920279"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920279-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920280"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920280-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920280"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920280-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920281"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920281-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920300"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920300-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920300"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920300-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920302"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920302-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920303"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920303-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920303"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920303-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920323"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920323-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920327"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920327-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920327"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920327-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920339"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920339-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920346"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920346-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920360"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920360-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920368"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920368-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920368"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920368-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920374"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920374-Liver-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920374"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920374-Rightlung-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920375"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920375-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920377"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920377-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920383"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920383-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920386"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920386-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920393"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920393-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920399"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920399-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920399"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920399-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920404"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920404-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920412"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920412-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920412"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920412-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920414"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920414-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920416"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920416-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920416"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920416-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920417"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920417-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920418"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920418-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920421"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920421-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
