"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Diet]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time post exposure]"	"Unit"	"Term Source REF"	"Term Accession Number"
"Sample132"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample132"	"Atherogenic diet"	""	""	"16"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample133"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample133"	"Atherogenic diet"	""	""	"16"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample134"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample134"	"Atherogenic diet"	""	""	"25"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample135"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample135"	"Normal diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample136"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample136"	"Normal diet"	""	""	"25"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample137"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample137"	"Normal diet"	""	""	"25"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample138"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample138"	"Atherogenic diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample139"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample139"	"Normal diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample140"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample140"	"Atherogenic diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample141"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample141"	"Normal diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample142"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample142"	"Normal diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample143"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample143"	"Normal diet"	""	""	"16"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample144"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample144"	"Normal diet"	""	""	"25"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample145"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample145"	"Normal diet"	""	""	"25"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample146"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample146"	"Atherogenic diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample147"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample147"	"Atherogenic diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample148"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample148"	"Atherogenic diet"	""	""	"25"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample149"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample149"	"Normal diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample150"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample150"	"Atherogenic diet"	""	""	"16"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample151"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample151"	"Normal diet"	""	""	"25"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample152"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample152"	"Normal diet"	""	""	"16"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample153"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample153"	"Atherogenic diet"	""	""	"16"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample154"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample154"	"Atherogenic diet"	""	""	"16"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample155"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample155"	"Atherogenic diet"	""	""	"16"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"Sample156"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6J"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0000606"	"blood serum"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000133"	"Sample collection"	"Sample156"	"Normal diet"	""	""	"25"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
